#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,End of File
1,01/29/2021 18:00:00,7.72,1283,,,,
2,01/29/2021 18:10:00,7.72,294,,,,
3,01/29/2021 18:20:00,7.72,206,,,,
4,01/29/2021 18:30:00,7.68,124,,,,
5,01/29/2021 18:40:00,7.68,131,,,,
6,01/29/2021 18:50:00,7.68,124,,,,
7,01/29/2021 19:00:00,7.63,69,,,,
8,01/29/2021 19:10:00,7.68,101,,,,
9,01/29/2021 19:20:00,7.63,63,,,,
10,01/29/2021 19:30:00,7.63,484,,,,
11,01/29/2021 19:40:00,7.59,177,,,,
12,01/29/2021 19:50:00,7.59,79,,,,
13,01/29/2021 20:00:00,7.55,93,,,,
14,01/29/2021 20:10:00,7.55,61,,,,
15,01/29/2021 20:20:00,7.55,25,,,,
16,01/29/2021 20:30:00,7.42,49,,,,
17,01/29/2021 20:40:00,7.55,19,,,,
18,01/29/2021 20:50:00,7.63,16,,,,
19,01/29/2021 21:00:00,7.59,51,,,,
20,01/29/2021 21:10:00,7.63,39,,,,
21,01/29/2021 21:20:00,7.63,34,,,,
22,01/29/2021 21:30:00,7.63,32,,,,
23,01/29/2021 21:40:00,7.68,15,,,,
24,01/29/2021 21:50:00,7.68,7,,,,
25,01/29/2021 22:00:00,7.68,2,,,,
26,01/29/2021 22:10:00,7.68,0,,,,
27,01/29/2021 22:20:00,7.68,0,,,,
28,01/29/2021 22:30:00,7.63,0,,,,
29,01/29/2021 22:40:00,7.72,0,,,,
30,01/29/2021 22:50:00,7.72,0,,,,
31,01/29/2021 23:00:00,7.72,0,,,,
32,01/29/2021 23:10:00,7.76,0,,,,
33,01/29/2021 23:20:00,7.81,0,,,,
34,01/29/2021 23:30:00,7.81,0,,,,
35,01/29/2021 23:40:00,7.81,0,,,,
36,01/29/2021 23:50:00,7.81,0,,,,
37,01/30/2021 00:00:00,7.81,0,,,,
38,01/30/2021 00:10:00,7.76,0,,,,
39,01/30/2021 00:20:00,7.76,0,,,,
40,01/30/2021 00:30:00,7.72,0,,,,
41,01/30/2021 00:40:00,7.72,0,,,,
42,01/30/2021 00:50:00,7.68,0,,,,
43,01/30/2021 01:00:00,7.63,0,,,,
44,01/30/2021 01:10:00,7.59,0,,,,
45,01/30/2021 01:20:00,7.59,0,,,,
46,01/30/2021 01:30:00,7.59,0,,,,
47,01/30/2021 01:40:00,7.50,0,,,,
48,01/30/2021 01:50:00,7.46,0,,,,
49,01/30/2021 02:00:00,7.46,0,,,,
50,01/30/2021 02:10:00,7.38,0,,,,
51,01/30/2021 02:20:00,7.38,0,,,,
52,01/30/2021 02:30:00,7.33,0,,,,
53,01/30/2021 02:40:00,7.33,0,,,,
54,01/30/2021 02:50:00,7.25,0,,,,
55,01/30/2021 03:00:00,7.20,0,,,,
56,01/30/2021 03:10:00,7.16,0,,,,
