#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,Stopped,End of File
1,12/21/2020 18:00:00,20.59,193,,,,,
2,12/21/2020 18:10:00,20.42,195,,,,,
3,12/21/2020 18:20:00,20.29,195,,,,,
4,12/21/2020 18:30:00,20.25,199,,,,,
5,12/21/2020 18:40:00,20.42,193,,,,,
6,12/21/2020 18:50:00,20.03,193,,,,,
7,12/21/2020 19:00:00,11.11,666,,,,,
8,12/21/2020 19:10:00,7.76,80,,,,,
9,12/21/2020 19:20:00,7.55,78,,,,,
10,12/21/2020 19:30:00,7.46,671,,,,,
11,12/21/2020 19:40:00,7.42,79,,,,,
12,12/21/2020 19:50:00,7.33,0,,,,,
13,12/21/2020 20:00:00,7.33,0,,,,,
14,12/21/2020 20:10:00,7.29,0,,,,,
15,12/21/2020 20:20:00,7.25,0,,,,,
16,12/21/2020 20:30:00,7.16,0,,,,,
17,12/21/2020 20:40:00,7.20,0,,,,,
18,12/21/2020 20:50:00,7.16,0,,,,,
19,12/21/2020 21:00:00,7.12,0,,,,,
20,12/21/2020 21:10:00,7.12,0,,,,,
21,12/21/2020 21:20:00,7.12,0,,,,,
22,12/21/2020 21:30:00,7.08,0,,,,,
23,12/21/2020 21:40:00,7.08,0,,,,,
24,12/21/2020 21:50:00,7.08,0,,,,,
25,12/21/2020 22:00:00,7.08,0,,,,,
26,12/21/2020 22:10:00,7.12,0,,,,,
27,12/21/2020 22:20:00,7.08,0,,,,,
28,12/21/2020 22:30:00,7.12,0,,,,,
29,12/21/2020 22:40:00,7.12,0,,,,,
30,12/21/2020 22:50:00,7.08,0,,,,,
31,12/21/2020 23:00:00,7.12,0,,,,,
32,12/21/2020 23:10:00,7.12,0,,,,,
33,12/21/2020 23:20:00,7.08,0,,,,,
34,12/21/2020 23:30:00,7.16,0,,,,,
35,12/21/2020 23:40:00,7.16,0,,,,,
36,12/21/2020 23:50:00,7.16,0,,,,,
37,12/22/2020 00:00:00,7.16,0,,,,,
38,12/22/2020 00:10:00,7.20,0,,,,,
