,kallisto.trimmed.AST-1065_R1_001.fastq.gz,kallisto.trimmed.AST-1105_R1_001.fastq.gz,kallisto.trimmed.AST-1147_R1_001.fastq.gz,kallisto.trimmed.AST-1412_R1_001.fastq.gz,kallisto.trimmed.AST-1560_R1_001.fastq.gz,kallisto.trimmed.AST-1567_R1_001.fastq.gz,kallisto.trimmed.AST-1617_R1_001.fastq.gz,kallisto.trimmed.AST-1722_R1_001.fastq.gz,kallisto.trimmed.AST-2000_R1_001.fastq.gz,kallisto.trimmed.AST-2007_R1_001.fastq.gz,kallisto.trimmed.AST-2302_R1_001.fastq.gz,kallisto.trimmed.AST-2360_R1_001.fastq.gz,kallisto.trimmed.AST-2398_R1_001.fastq.gz,kallisto.trimmed.AST-2404_R1_001.fastq.gz,kallisto.trimmed.AST-2412_R1_001.fastq.gz,kallisto.trimmed.AST-2512_R1_001.fastq.gz,kallisto.trimmed.AST-2523_R1_001.fastq.gz,kallisto.trimmed.AST-2563_R1_001.fastq.gz,kallisto.trimmed.AST-2729_R1_001.fastq.gz,kallisto.trimmed.AST-2755_R1_001.fastq.gz
::chromosome_3:19883072-19884038,12.3636,0,14.5566,2.91453,0,37.4,35.6364,35.5385,11,0,26.7429,5,75.2941,51.7586,5.74555,0.717716,30.6,8.18182,0,0
::chromosome_7:26427120-26432540,101,0,26,3,7,1,33.0002,23,0,32,64,9.00009,10,127,44,8.52701,76,49,2,5
::chromosome_10:29991255-29991777,0,0,4,0,0,0,2,0,0,0,0,0,0,1,2,0,6,0,0,0
::chromosome_14:35912202-35917961,64.5471,0,220.649,49.9343,0,62.189,100.875,90,26.5553,123.298,33,37,127.251,60.192,100.377,13.3255,77.3794,54.6661,13,9.54254
::chromosome_7:9473927-9474377,0,0,0,0,0,0,1.03523,8.93689,0,0,1.10027,0,2.90521,0,0,0,0,0,0,0
::chromosome_10:11405523-11406021,13,0,9,6,3,1,1,7,0,10,14,2,15,12,19,0,16,10,0,3
::chromosome_12:38719096-38738620,993.644,0,2201.3,262.12,33.0252,503.855,1047.88,1391.34,180.665,1124.87,902.383,656.599,1178.48,1124.69,860.196,220.606,921.568,787.538,77.9359,89.8057
::chromosome_8:23481784-23482093,5,0,0,5,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
::chromosome_14:36552478-36552874,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
::chromosome_14:8250253-8254326,21.0629,0,21.0235,15.5219,0,55.7257,19.6168,76.5403,15,26.3401,25.4218,32.0526,32.0878,24.0658,29.6086,10.0531,20.0485,50.3321,1,0
::chromosome_11:8149134-8150373,7,0,12,6,0,4,25,79,0,11,10,13,15,21,4,1,12,11,0,1
::chromosome_8:29057202-29064879,14.1214,0,39.357,51.9939,15.8507,11.1354,64.6385,33.9885,99.6678,27.5106,36.9633,45.014,12.8471,64.0852,66.0939,0,58.8939,1.41137,11.4708,4.8154
::chromosome_10:16034059-16057983,141.546,0,400.506,37.2785,10,211.912,216.418,295.241,90.447,221.105,179.242,215.082,328.078,240.887,136.613,41.2248,162.218,334.19,49.1496,14.7002
::chromosome_14:16500001-16504308,2.37578,0,0,7.02322,0,1,2,5.35864,0,6.29249,0,3.19795,0,2.12137,0,0,0,0,1.12319,1
::chromosome_7:5294023-5295421,90,0,97,34,0,29,70,201,17,80,59,56,93,51,88,28,32,38,1,3
::chromosome_6:14141593-14144019,21.2064,0,55.74,75.5604,6.34874,3.45378,19.2675,7.13716,0,68.5842,97.2555,24.7594,91.9938,10.3664,263.234,2.28047,3.08998,26.6934,5.25048,0
::chromosome_10:2077366-2078251,3.35502,0,33.617,2.61144,0,0,9.25388,4.25379,2.17526,3.60426,1.60317,0,2.66665,4.45758,3.05898,4.76752,2.78089,18.8414,1,1
::chromosome_13:9570329-9573649,2.05494,0,0,0,0,0,2.02385,0,0,3.43776,2.07095,1.00645,3.0327,4.86837,0,3,0,3.2752,0,0
::chromosome_6:19400420-19402196,2.02383,0,3.28244,3.45358,0,1.02779,2.08935,3.16481,0,0,2,1.03768,2.05126,1.07717,0,0,2.10444,0,5.83366,0
::chromosome_14:21567128-21568002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
::chromosome_14:30848254-30852090,9.06572,0,20.9308,21.925,0,6.20702,17.8894,6.11521,35.0567,7.35363,0,11.0547,3.1996,4.02986,3.13666,2.19731,3.22898,12.8237,7.65772,0
::chromosome_7:17837762-17838608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_12:20560033-20568906,129.695,0,506.815,78.0308,2.60732,189.005,264.393,367.141,52.5275,141.108,195.774,166.694,404.952,267.963,198.367,32.1863,168.712,140.284,16.6421,13.3579
::chromosome_14:24950335-24950983,0,0,3,1,0,0,1,0,0,0,2,1,1,3,0,0,0,0,0,0
::chromosome_7:25698247-25699474,8,0,25,17,0,2,10,4,0,2,38,8,6,10,5,0,24,2,0,1
::chromosome_1:14742977-14743301,0,0,0,0,0,0,0,0,0,0,0,0.909539,0,0,0,0,1.61707,0,1.59002,0
::chromosome_10:3466718-3468630,1,0,1,0,0,2,0,0,0,1,0,3,7,0,8,0,0,0,0,0
::chromosome_3:13302626-13304465,17.4477,0,1.00031,17.1097,0,1.06777,1.07028,3.27176,7.22496,14.705,2,0,7.31097,4.26681,7.00173,0,54.5399,5.48377,0,1
::chromosome_7:4165550-4165859,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
::chromosome_6:25394250-25396709,9.24855,0,10.0554,0,0,3.35945,3.43538,9.48665,4.23231,4.34699,4.42564,10.8608,0,9.72294,1.0491,2,2.15157,7.00058,2.3367,0
::chromosome_12:7663579-7664586,58,0,106,21,1,30,35,130,17,72,141,65,55,75,63,10,55,74,1,0
::chromosome_12:34621255-34626356,41.1198,0,40.5387,4.62785,6.96087,10.6824,31.2033,43.3713,15.295,19.295,11.2737,2.90014,44.4328,23.7865,32.0312,12.5676,22.3132,14.8678,6.13333,5.0141
::chromosome_10:31309901-31320144,332.564,0,339.367,205.605,11.3212,81.1362,250.833,356.627,121.894,200.114,270.999,113.912,275.326,218.227,192.401,50.695,188.584,164.315,40.121,34.1302
::chromosome_3:14736903-14738169,0,0,0,9.89011,0,1,1,0,4,0,0,0,0,1,0,0,2,8.19E-05,1,0
::chromosome_13:28650105-28654060,306.048,0,350.095,421,62,154.102,445.306,457.634,218,447.637,318.1,386,382.142,262.079,325.04,91,349,200.426,132,36
::chromosome_6:5734379-5743192,801.77,0,1154.28,37.8397,8,141.189,489.687,551.736,59.0589,770.104,627.82,346.584,672.164,686.051,547.368,59.4774,791.219,534.447,4.01542,58
::chromosome_13:27954408-27968052,180.7,0,340.126,19.1837,6.00916,45.0711,153.385,126.587,14.0586,127.708,123.484,82.3545,164.558,144.924,108.01,11.0984,122.043,82.7637,5.03528,21.0445
::chromosome_6:27830269-27834865,243.412,0,455.012,90.6098,11.5658,110.021,236.087,258.848,34.5323,428.908,182.47,111.398,381.613,83.5307,235.185,34.9961,145.791,129.03,17.3396,6.58952
::chromosome_5:16050214-16057833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_13:2364836-2365364,5.06829,0,3.68533,8.31679,5.1849,1.60905,0,0,0,0,0,3.60258,0.326688,0.319163,0,0,1.27582,0,5.16439,0
::chromosome_12:18175206-18175554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255307,0,0,0,0
::chromosome_5:22953827-22975409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_10:26695591-26696392,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
::chromosome_10:1325523-1328765,103.068,0,66.1092,24.4839,0,15.3491,57.6596,62.8243,19.6992,27.7033,57.7654,13.3047,12.7409,36.6024,24.9371,1.24658,21.7827,23.5997,21.1296,0
::chromosome_7:1260114-1265256,237.766,0,427.108,314.846,62,126.164,377.122,342.081,259.066,392.524,366.211,236.227,390.232,265.872,195.942,91.0119,194.378,286.806,121.433,24
::chromosome_10:4362529-4385876,802.663,0,1038.85,190.489,4.13691,164.002,396.563,795.032,145.779,561.542,560.153,470.156,721.769,367.921,463.179,87.0246,307.516,328.425,49.94,12.9684
::chromosome_13:19077681-19078557,13,0,50.0697,0,0,0,8,0,0,1,1,1,4,0,0,1.11932,0,1,0,1
::chromosome_4:319308-326630,347.095,0,852.144,146.381,5,279.06,550.189,617.65,87.6624,545.325,350.04,239.566,546.609,337.646,385.379,69.0049,323.243,256.894,25.4952,32.7544
::chromosome_7:11505292-11507448,2.25414,0,1.13602,11,0,0,0,13,0,0,1,7,0,4.29784,12,0,5,7,0,0
::chromosome_12:36473874-36476087,7,0,19,4,0,0,4,5,0,17,23,8,5,9,11,0,7,9,0,0
::chromosome_3:4828210-4837199,104.404,0,204.297,26.2886,8.16053,74.7256,180.008,11.4828,54.4808,223.17,222.337,86.1325,15.1534,38.7957,180.273,81.0976,55.5514,68.3367,47.9418,8.15229
::chromosome_9:20421652-20423340,69.9365,0,31.8591,36.2299,7,19.2027,136.164,134.178,78.1274,172.513,82.8841,24.3688,79.0896,77.7528,182.891,19.9689,74.5856,69.1371,10.2359,4.92317
::chromosome_2:17168574-17175215,49.6879,0,23.5308,0,0,7,19.1791,51.4257,7,8.63778,23.3684,4.6305,0,20.3454,13.5648,1,35.3584,12,4,1
::chromosome_14:9177480-9184865,872.424,0,532.253,1130.57,78.0803,317.701,631.571,743.042,243.381,538.712,444.192,296.341,836.394,1127.99,1090.58,173.14,555.83,505.607,191.834,93.629
::chromosome_14:11402928-11403519,0,0,0,0,0,0,0,0,0,1.45776,2.99843,1.21469,0,0,0.5948,0,0,0,0,0
::chromosome_9:3198780-3199146,53,0,83,3,0,20,37,56,21,31,43,20,41,21,54,6,28,38,1,1
::chromosome_8:2596449-2597778,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
::chromosome_8:443936-448556,29.1851,0,160.43,61.3467,3,25.1607,55.8055,100.242,13.564,80.6432,45.8915,39.1943,103.152,32.3483,28.1614,26.4203,51.2996,35.7933,26.0746,6
::chromosome_12:25837506-25839284,9,0,3,0,0,5,29,38,0,15,3,6,3,33,45,6,20,11,14,4
::chromosome_14:23168630-23169311,0,0,4,4,0,1,1,1,0,1,4,0,0,0,0,1,0,0,1,1
::chromosome_14:24891541-24892766,1,0,0,13,0,0,0,3,0,14,5,0,7,0,4,0,1,0,0,0
::chromosome_10:2402888-2414463,331.415,0,461.667,77.2068,11.7629,119.779,216.628,276.865,72.5499,218.532,240.061,128.851,231.538,186.501,161.342,24.8669,169.979,186.77,12.4742,17.4735
::chromosome_13:30289521-30309880,293.971,0,802.108,171.806,6.06186,142.628,328.49,901.26,104.55,402.708,337.286,181.879,598.19,840.196,254.971,42.7263,269.547,530.694,54.6339,44.9267
::chromosome_3:1331195-1355880,905.596,0,1506.52,135.345,6.32654,631.539,675.402,839.215,68.1496,878.27,123.805,351.989,330.271,840.842,174.298,170.93,235.913,556.924,21.3027,56.7481
::chromosome_12:42582846-42617400,254.695,0,442.038,280.507,34.2511,123.397,545.133,527.406,265.095,306.643,287.998,233.62,222.29,568.318,333.449,149.312,355.211,444.246,32.0879,19.1174
::chromosome_14:45751389-45753803,0,0,20,2,0,0,3,3,12,7,1,0,2,4,1,0,0,1,0,0
::chromosome_1:8557051-8559938,12.7347,0,35.382,0,0,71.2814,98.9746,11.4643,0,34.8088,1,5.26808,62.5954,66.0387,8.08015,0,17.5505,0,1,0
::chromosome_14:19828639-19828915,0,0,0.333333,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,1,0
::chromosome_14:45625138-45648711,221.622,0,346.37,152.818,11.2227,55.4378,232.485,323.394,92.5299,275.677,278.3,128.194,191.088,245.776,165.628,46.245,208.609,294.412,30.1732,27.1521
::chromosome_14:49223964-49224903,2,0,4,0,0,0,4,0,5,4,5,3,1,2,2,4,0,5,0,0
::chromosome_11:13591351-13600203,900.454,0,958.078,297.187,40.114,308.652,512.781,710.902,161.552,619.627,882.361,363.054,785.285,848.768,598.529,169.179,458.446,598.787,77.3466,73.1654
::chromosome_10:20175518-20176371,35.0491,0,21.0089,95.0484,16,34.1023,37,82.0187,175.052,31.0142,20,20.0074,117.089,9.00889,26.0095,17,12.0105,44.0359,4,0
::chromosome_14:24502539-24502866,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
::chromosome_2:2060998-2068595,1819.5,0,3988.11,2815.47,240.533,1698.75,4328.49,1221.96,773.26,3387.07,3364.77,1952.75,1719.66,2296.36,2449.25,703.645,3237.46,1892.32,672.793,350.711
::chromosome_2:344346-344667,0.666667,0,3.5,0,0,0.333333,1.33333,3.66667,0,2,0.333333,0.666667,2,7,4,0,3.5,0,0,0
::chromosome_6:4861713-4868227,79.5134,0,41.4855,16.2384,23.9403,43.9017,99.9733,80.2787,41.7376,65.8197,91.0416,85.6294,25,94.8971,98.8041,17.1136,77.021,109.019,12,10
::chromosome_7:14937526-14938509,9,0,3,0,0,0,4,11,0,2,2,2,1,28,15,0,2,0,0,0
::chromosome_5:16468603-16469125,15,0,2,2,5,3,7,8,0,12,14,3,0,13,30,1,4,17,7,1
::chromosome_1:20083808-20087635,38.1993,0,21.7498,29.6195,0,21.7181,3.90227,5.68142,0,23.9828,10.4497,46.4964,5.1199,26.6721,24.8212,2.84522,7.82306,21.1427,4.20579,0
::chromosome_7:15166550-15178901,216.91,0,422.725,394.118,3.14493,183.737,242.397,643.71,15.7044,215.192,242.485,174.57,238.09,151.946,303.825,15.1387,148.067,278.985,17.1189,12.9913
::chromosome_14:15048313-15049315,0,0,0,0,0,1.00784,2.01718,4.02027,0,1.01341,0,0,2.02058,8.16041,0,0,0,6.04647,0,0
::chromosome_12:36935401-36939899,107.533,0,142.18,43,8,34.1671,149.392,102.404,20,147.188,62,85.5322,131.403,85.1714,67.2316,2,107.059,105.074,16,14
::chromosome_7:922066-929402,44.7884,0,156.295,45.5543,1.00687,13.9729,116.835,107.46,44.3331,41.2074,53.5877,52.5489,88.7432,85.9972,69.4471,27.2334,67.7352,103.086,23.3133,8.14442
::chromosome_14:444983-450176,1727.57,0,637.037,21.0132,151.395,15.4799,1971.86,626.535,26.0101,1051.29,1546.02,714.56,549.236,17.8755,14.4789,123.358,4.08528,1232.27,16.7385,160.63
::chromosome_13:36790824-36797659,472.695,0,295.492,166.607,6.2744,102.182,619.046,238.289,49.8094,552.785,278.203,494.166,73.5741,143.631,76.2124,118.491,476.616,38.0638,47.5357,85.9179
::chromosome_10:8159820-8160351,83.3126,0,74,29.1962,12,18,93.7898,6,15,68.0581,65,23,24,123,25,18,24.8414,50,9.90077,3
::chromosome_13:6328880-6329204,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
::chromosome_3:17101496-17106672,178.82,0,339.23,49.5049,7.46766,69.2769,171.914,223.655,62.8534,208.674,201.522,119.818,269.194,188.569,122.416,36.7878,157.782,203.038,12.2507,17.3838
::chromosome_9:25665631-25666210,2.24651,0,13.337,5.52696,0,0,5.61585,17.3879,0,6.40764,12.5821,2.92328,5.83439,11.8988,5.25137,0,3.29174,3.04899,0,0
::chromosome_2:2768945-2774639,17.2624,0,61.5629,13.3572,0,10,9.52192,17.9953,0,23.3953,18.2423,5.43925,24.0249,53.3119,18.4694,0,33.4582,21,0,2
::chromosome_14:28859129-28859575,0,0,0,1,0,0,13,0,0,1,0,0,0,0,6,0,2,1,0,5
::chromosome_7:1353987-1359485,346.308,0,212.06,34.5122,5,67.6299,217.662,147.988,16.6158,159.987,88.12,61.9291,154.164,237.948,293.911,27.522,242.903,216.236,14.8267,5
::chromosome_2:14495976-14499995,161.158,0,272.938,53,8,51.0924,103.74,298.266,108.321,152.893,112.02,144.833,191.934,409.954,105.497,37,42.558,52.9331,47,3
::chromosome_9:17309092-17309824,19.5,0,50.3125,14.6667,0,5,25.2,38.359,13,21.3684,57.7215,33.8462,55.7534,30.0943,75.7738,4.44444,33.825,19.5938,5,3
::chromosome_14:20164894-20165248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540699,0,0,0,0,0,0
::chromosome_9:30462363-30469872,237.262,0,227.117,13.4875,0,81.4844,124.863,167.453,20,153.013,110.693,92.6436,135.639,197.544,139.487,31.0338,165.042,107,1,14
::chromosome_9:26029942-26031693,680.025,0,49.0097,107.022,9,57.0186,520.089,262.524,30,858.094,969,186.034,199.011,205.012,255.03,56.7588,374.335,312.323,91.4522,80
::chromosome_12:9636728-9639772,1.50214,0,3.46677,0,0,0,1.41637,0,0,1.86,0,0,0,1.65957,5.91968,0,5.59601,2.0233,0,0
::chromosome_6:21866774-21877633,353.816,0,503.408,57.0462,13.4427,100.719,272.691,297.965,26.0926,371.936,523.884,273.734,325.92,267.654,312.804,57.3975,258.843,258.571,22.9098,16.547
::chromosome_12:16547106-16547481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_13:40172782-40175914,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
::chromosome_7:8500530-8501028,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_4:22558075-22558399,4,0,0,0,0,0,1,0,0,3,0,10,2,6,1,0,3,2,0,0
::chromosome_1:9537904-9541002,202,0,342,156.672,21,102,181.369,325.321,160,282,334.64,219,347.067,269.736,183,54,182.185,180,44,19
::chromosome_8:7249262-7263093,272.664,0,430.164,743.771,146.742,120.223,752.671,494.135,334.589,505.871,341.554,553.881,645.884,357.032,888.478,225.699,590.236,681.1,235.584,39.4766
::chromosome_13:37243726-37244233,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
::chromosome_7:25630775-25632164,34.9721,0,16,1,1,8,6,7,2,20.6104,9,10,11.6738,23.4761,15,7.72127,22,17,2,2
::chromosome_14:30505153-30505546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_12:25851881-25852835,3.87559,0,2,0,0,0,5,5.23055,2,1.20582,12.6228,6,4.21345,5.56339,3,0,8.33298,1,0,0
::chromosome_13:1635909-1643695,39.1794,0,87.375,10.2072,2.08672,14.3694,44.0031,39.0464,25.0059,70.5576,44.2867,41.5887,57.1512,38.3307,29.5381,13,80.1717,45.7481,5,4.34944
::chromosome_6:8610135-8613508,106,0,133,58,1,16,127,93,10,148,146,35,114,57,58,8,79,53,30,9
::chromosome_14:49975182-49989785,216.379,0,408.968,32.1059,3.0362,153.787,170.084,230.035,53.3986,211.327,220.645,150.307,319.484,175.481,176.701,33.7554,174.394,118.352,17.7963,14.5325
::chromosome_8:8130413-8132164,25,0,3,0,0,9,0,8,3,4,5,1,8,0,9,1,0,4,0,0
::chromosome_13:21852219-21855262,158,0,426,20,2,73,180,377,25,107,143,108,240,160,147,30,129,138,0,7
::chromosome_14:38035303-38038327,43.5334,0,7.02795,1.00803,2,0,4.58595,16.4579,2.32354,68.5501,59.0571,3.15224,0,2.01075,18.1067,0,45.4722,1.19546,0,0
::chromosome_11:11944015-11946301,56,0,71,11,1,32,77,45,13,40,72,44,67,74,68,11,56,50,3,6
::chromosome_11:27526305-27528542,82.616,0,109.44,104.25,0,32.0754,139.686,49.5584,28.1754,144.41,55.929,46.4148,31.6625,186.599,69.4942,21.7355,134.66,103.107,9.27693,9.22967
::chromosome_11:2333801-2336842,113.032,0,222.09,72,17,80,189.078,96.0182,100,101.095,179.128,69.0233,210.089,117.06,103.029,19.0209,154.138,81.4667,34,11
::chromosome_5:13739947-13740880,2.02498,0,1.11222,0,0,0,0,2,0,0,2.02042,0,0,1,0,0,0,0,0,0
::chromosome_10:9198723-9199665,31.101,0,90.0764,5,0,4.33213,22.2197,64.8127,5,20.3665,102.78,41.4877,10.8695,52.783,0,0,49.3038,24.6227,0,3.65868
::chromosome_14:46474784-46477020,115,0,555,72,47,54,61,289,14,91,310,28,124,43,37,5,424,69,122,16
::chromosome_3:2037660-2043613,3.0294,0,18.2045,0,0,0,1.90741,4.07311,1.04403,7.55763,0,3.02672,13.5697,4.48857,5.47685,0,5.34979,2.27942,0,0
::chromosome_4:4787189-4790818,56.1886,0,112.874,15.0658,4,35.1583,92.048,62.8829,1,56.0075,168.847,50.7879,97.7551,52.9126,55.3582,12.0216,95.361,56.5667,3.01842,4.00135
::chromosome_9:28769929-28771564,0,0,0,0,0,1.25919,0,0,0,1.71172,0,0,0,0,0,0,0,0,0,0
::chromosome_12:37891677-37894757,61.1434,0,119.446,14,0,6,49.078,57,6,131,65,60,71,54,51,13,66,39.1443,4,10
::chromosome_12:25846580-25849478,20.7258,0,31.4966,18.0486,0,18.8664,46.5537,12.3879,1.32903,33.4279,44.7855,46.7354,25.3918,40.6954,66.048,7.73622,17.349,22.9015,6.93771,12.1477
::chromosome_7:21700389-21705477,355.502,0,667.839,323.583,73.5808,194.75,395.83,494.251,328.957,412.831,492.625,277.951,585.976,336.451,326.134,99.5853,267.885,355.186,83.2831,46.2205
::chromosome_7:25210302-25211019,6.83045,0,5.24839,0,0,0,6,4.25013,0,3,1.30779,0,0,12,3,0,3,0,0,1
::chromosome_12:16738794-16739922,2,0,3.53075,0,0,1.10164,2.39188,1,0,7,0,0,3.5589,0,2,0,1.21328,1,0,0
::chromosome_14:56993113-56996457,249.939,0,161.242,158.886,5,46.3994,36.474,98.6435,46,149,82.4393,85.0181,105.444,18.4594,168.465,2,31,153.404,38,12
::chromosome_4:24728277-24738146,159.345,0,411.07,37.0011,7,76.0037,203.005,184.03,31,239.676,182.871,103.003,272.002,161.311,177.003,35.0027,147,162.003,5.04348,13
::chromosome_14:32023854-32024208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_7:29507559-29510352,154.9,0,188.504,138.544,17,41,178.082,89.3401,23.7365,136.6,95.2357,13.1908,94.3412,127.405,239.499,18.5395,53.0591,169.315,39.8523,21.9232
::chromosome_10:12483708-12502586,319.693,0,556.724,218.811,10.2986,204.147,485.897,516.278,25.4894,480.468,376.869,203.99,457.72,742.917,316.006,65.36,382.145,281,57.4659,21.1132
::chromosome_13:35164717-35198613,457.888,0,1053.09,205.061,48.6517,306.784,410.753,592.365,179.248,478.597,359.062,215.61,471.607,638.155,340.567,99.5908,288.371,207.815,65.4372,53.2685
::chromosome_13:25032381-25033716,7.2815,0,7.85793,4,0,0,11.2168,0,4,3.59257,9.62016,3.09909,25.5528,10.7665,7.65167,6.00581,6,0,0,0
::chromosome_5:9454179-9461066,179.294,0,118.316,77.0446,27.7877,64.4312,190.452,265.571,95.2852,166.308,235.359,124.316,144.19,261.092,129.221,43.754,255.255,186.335,11.291,23.7414
::chromosome_10:13496527-13497905,74,0,166,66,1,38,83,149,54,111,116,130,177,96,64,25,95,103,21,7
::chromosome_8:16085376-16088776,534.671,0,204.362,56.0948,19.4868,31.186,529.152,1455.69,199.192,55.0367,509.651,302.225,9.00116,173.573,79.1872,19,43.1242,245.869,15.0612,29.1996
::chromosome_10:18765837-18770196,0,0,115.835,0,0.169579,0.604581,0,2.58E-07,0,0,0,0,1.33E-06,0,158.343,0,0,0,0,0
::chromosome_14:32505502-32506720,7,0,4,19,1,0,6,7,11,5,4.88975,16,2,1,1,2,1,6,0,0
::chromosome_8:10401521-10402814,27.1718,0,33.5509,0,0,19.5728,52.0513,17.2187,0,0,2.79253,12.9287,4.79674,5.57662,1.27857,0,16.8885,1.36373,1,0
::chromosome_14:39423923-39428805,122.06,0,202.772,117.696,2.14006,35.7471,188.372,198.01,128.272,115.163,244.088,134.256,82.7766,122.961,284.002,0,113.204,82.2978,20.8768,20.4109
::chromosome_12:5701778-5712745,26.391,0,66.3973,13.0285,5.07276,13.682,32.5279,28.0422,92.6566,60.289,64.4677,9.33382,50.5106,15.8324,9.87282,1.84736,22.2193,92.7117,5.05585,1.34709
::chromosome_13:7287324-7287669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:23522216-23523113,10,0,3,10.9715,0,2,12,26.8242,9,0,8,0,22,1.21254,3,3,0,3,4,0
::chromosome_5:13233745-13235161,98.405,0,178.008,70.939,0,25.276,153.633,115.501,30,108.782,146.836,65.2146,77,117.735,143.673,12,107.461,101.462,32,11
::chromosome_3:1056155-1059779,40,0,192,70.2823,10,53.4573,94.1709,124.291,26,42.2225,47.0871,97,107,56.9573,124,16,48,70.0933,12,2
::chromosome_14:294015-297816,73,0,49.4334,7.00024,1,22.1374,36.334,40.4448,1.01577,59,48.0039,64.0024,41.2305,48.1538,47.0036,6,14,46.2015,8,9.06999
::chromosome_14:50570162-50570534,0,0,1,2,0,0,0,0,1,1,0,0,3,4,3,0,0,2,0,0
::chromosome_13:9015641-9016259,0,0,0,0.673914,0,0,0,0.0485323,6.64852,2.1498,1,0,0.140058,0,0,0,0,1.54423,0,0
::chromosome_3:4372421-4374392,20.4787,0,25.7706,0,6,11.103,13.0237,31.3596,16.0363,11.089,13.0896,7.27109,13.2721,113.384,104.046,1.09473,9.08198,0,0,7
::chromosome_14:30677133-30677415,0,0,0,0,0,1.94317,1.87831,0,0,0,0,0,0,0,0.763432,0,0,0,0,0
::chromosome_13:7649653-7650289,0,0,0,0,0,2.66394,0,0,0,1.06402,0,1.5995,0,0.786461,0,0,0,0,0,0
::chromosome_14:28402875-28403178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
::chromosome_12:13014806-13015130,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0
::chromosome_11:12781669-12802295,76.2237,0,141.122,64.6533,29.034,225.066,70.2518,127.311,62.1251,112.708,94.14,81.6955,207.798,113.879,92.5995,30.8687,107.959,199.566,18.8703,11.0672
::chromosome_14:29539157-29540657,0,0,0,2,0,0,1,0,0,0,0,0,1.81405,8,0,1,0,1,0,0
::chromosome_6:7784374-7788036,331.916,0,73.0068,267.139,0,48.9098,624.876,70,22.0541,94.3331,57.6778,152.423,20.0573,40,13.0674,31.2577,12.2093,18.2122,4.143,5
::chromosome_7:21818853-21838413,379.222,0,1088.28,72.0114,25,212.227,384.202,497.557,87.0283,431.383,361.356,226.613,587.34,470.461,385.619,84.488,359.288,427.776,55.1767,26.9507
::chromosome_13:14659738-14660494,0,0,5,2,0,1,0,1,0,7,4,2,4,17,0,0,0,5,0,0
::chromosome_9:19560630-19560855,1,0,2,11,7,3,5,1,17,6,1,0,5,7,1,4,0,0,6,0
::chromosome_2:13614765-13617040,0,0,1,1,0,0,0,0,0,2,0,0,0,20,1,0,0,0,4,2
::chromosome_13:14360262-14360847,0,0,0,0,0,0,3,0,0,2.50513,0,0,0,0,0,0,1,0,0,0
::chromosome_14:51955420-51956401,1,0,1,0,0,1,5,0,0,1,4,0,1,3,0,0,2,3,0,0
::chromosome_10:19677893-19678375,4,0,4,0,0,3,9,15,1,4,7,1,2,5,7,2,11,1,2,1
::chromosome_4:12143213-12144924,519,0,180,314,15,51,345,189,48,481,906,325,225,325,482,39,314,571,40,24
::chromosome_13:40309380-40309788,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0
::chromosome_11:3704605-3715329,127.027,0,209.792,67.2661,6.05161,48.2798,137.055,109.707,41.409,183.383,80.851,101.28,83.9049,95.4694,82.6176,28.5763,83.1675,99.8472,10.0005,17.9181
::chromosome_6:2619936-2626960,155.193,0,246.429,12.002,0,43.2722,115.172,146.439,11.1083,193.287,99.7315,101.402,112.777,192.014,154.034,14.2126,151.658,100.826,6.00322,7.10367
