"","id","read_count_1065","read_count_1147","read_count_1412","read_count_1560","read_count_1567","read_count_1617","read_count_1722","read_count_2000","read_count_2007","read_count_2302","read_count_2360","read_count_2398","read_count_2404","read_count_2412","read_count_2512","read_count_2523","read_count_2563","read_count_2729"
"1691","chromosome_8_305289",0,6,0,0,4,0,1,0,10,11,0,3,2,2,0,1,0,0
"1692","chromosome_8_305291",0,3,0,0,4,0,1,0,10,11,0,3,2,1,0,1,0,0
"1693","chromosome_8_305389",0,2,2,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0
"1694","chromosome_8_305848",0,23,0,0,1,1,5,1,0,0,0,3,6,0,0,0,2,0
"1695","chromosome_8_306123",0,20,0,0,2,0,2,1,0,0,0,3,1,0,0,0,1,0
"1696","chromosome_8_306701",0,4,0,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0
"1697","chromosome_8_306962",2,8,0,0,5,0,1,2,3,3,0,4,3,2,0,0,1,2
"1698","chromosome_8_307069",0,2,0,0,0,1,1,0,0,1,0,5,3,0,1,0,0,0
"1699","chromosome_8_307417",0,3,0,0,0,0,0,0,1,0,0,4,2,0,0,0,1,0
"1700","chromosome_8_307962",0,41,3,0,2,1,2,2,0,1,0,6,0,0,0,1,0,0
"1701","chromosome_8_308109",0,0,52,0,20,37,1,0,1,132,0,6,0,4,1,1,16,0
"1702","chromosome_8_308875",0,9,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0
"1703","chromosome_8_309803",18,103,11,0,1,5,23,8,4,4,1,58,12,4,0,4,0,2
"1704","chromosome_8_310887",3,19,9,2,10,51,10,1,0,3,4,16,2,0,0,14,2,2
"1705","chromosome_8_311606",0,68,6,0,8,1,24,21,1,12,4,31,4,2,0,5,0,1
"1706","chromosome_8_311908",1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,2,1
"1707","chromosome_8_312165",1,5,0,0,1,4,5,11,0,0,0,0,0,0,0,0,0,0
"1708","chromosome_8_312904",1,78,2,1,7,7,14,5,0,14,0,9,1,1,0,2,1,2
"1709","chromosome_8_313846",2,346,0,0,4,2,69,5,0,5,3,13,3,2,0,4,2,0
"1710","chromosome_8_313906",0,0,0,0,0,1,0,5,0,8,0,0,4,0,0,0,0,0
"1711","chromosome_8_314530",1,25,0,0,2,14,4,1,8,3,0,2,5,0,1,1,7,0
"1712","chromosome_8_314704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"1713","chromosome_8_315080",4,3,2,0,1,8,1,0,9,1,0,0,3,0,0,1,0,0
"1714","chromosome_8_315115",2,216,12,1,19,26,61,19,9,43,3,50,19,4,1,11,8,8
"1715","chromosome_8_315371",3,9,0,0,1,2,0,0,1,0,0,0,1,0,2,1,5,0
"1716","chromosome_9_316546",0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1717","chromosome_9_316844",1,8,8,0,2,0,0,35,39,349,1,0,1,0,0,25,0,0
"1718","chromosome_9_317153",236,2516,209,11,173,370,710,217,220,638,70,254,81,67,7,452,351,145
"1719","chromosome_9_317985",1,11,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
"1720","chromosome_9_318489",0,13,0,0,2,0,12,0,1,0,0,2,0,0,0,0,0,0
"1721","chromosome_9_318685",0,2,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0
"1722","chromosome_9_318808",3,3,6,5,20,0,1,7,1,6,6,2,0,1,0,3,2,9
"1723","chromosome_9_318872",0,0,0,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0
"1724","chromosome_9_319245",0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0
"1725","chromosome_9_319260",43,135,39,2,15,23,56,32,41,44,9,18,42,18,9,22,17,2
"1726","chromosome_9_319355",0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
"1727","chromosome_9_319400",63,1027,121,0,433,100,434,179,158,263,77,208,77,13,1,157,40,7
"1728","chromosome_9_319718",0,37,8,0,0,3,19,0,8,1,1,3,10,2,0,1,15,1
"1729","chromosome_9_320223",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"1730","chromosome_9_320247",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"1731","chromosome_9_320640",0,17,2,0,2,3,5,0,0,0,0,2,8,1,0,1,0,0
"1732","chromosome_9_320817",0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
"1733","chromosome_9_321271",1,6,4,0,2,2,0,0,5,0,0,1,0,0,0,0,1,0
"1734","chromosome_9_321315",0,11,3,0,2,0,6,1,0,1,1,2,6,0,0,2,1,0
"1735","chromosome_9_321743",0,5,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0
"1736","chromosome_9_321914",16,0,0,0,0,0,0,0,13,17,0,0,0,0,0,39,0,9
"1737","chromosome_9_322155",0,14,0,0,1,2,8,1,0,3,1,4,1,0,0,2,0,0
"1738","chromosome_9_322170",1,9,0,0,6,0,0,0,0,1,0,6,0,1,0,0,0,0
"1739","chromosome_9_322382",3,0,0,0,0,0,0,5,0,0,1,0,2,0,0,1,0,0
"1740","chromosome_9_322667",0,0,0,0,1,0,0,0,0,1,0,0,34,0,0,0,0,0
"1741","chromosome_9_322793",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"1742","chromosome_9_323072",0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0
"1743","chromosome_9_324441",0,5,0,0,0,0,4,1,0,1,0,4,0,0,0,0,0,0
"1744","chromosome_9_325945",1,9,0,0,4,0,4,2,11,5,0,4,5,0,0,0,4,0
"1745","chromosome_9_325997",125,3276,184,326,464,755,883,271,701,1060,64,754,280,102,70,265,237,81
"1746","chromosome_9_326324",0,2,1,3,0,1,0,3,0,0,1,0,0,0,3,0,4,4
"1747","chromosome_9_326376",0,0,0,0,0,0,0,0,0,0,0,30,9,0,0,3,0,0
"1748","chromosome_9_326377",0,0,0,0,0,1,1,0,0,0,0,19,25,0,0,8,0,0
"1749","chromosome_9_326379",0,0,0,0,0,1,1,0,0,0,0,19,25,0,0,8,0,0
"1750","chromosome_9_326389",0,0,0,0,0,1,1,0,0,0,0,19,25,0,0,8,0,0
"1751","chromosome_9_326391",0,0,0,0,0,1,1,0,0,0,0,19,25,0,0,8,0,0
"1752","chromosome_9_326710",32,328,16,7,3,60,82,6,35,83,1,42,6,10,0,3,4,13
"1753","chromosome_9_327676",0,13,0,0,0,10,14,0,0,0,0,7,0,0,0,0,0,0
"1754","chromosome_9_328289",0,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
"1755","chromosome_9_328632",11,30,0,0,7,7,16,2,8,12,0,5,6,1,2,2,4,0
"1756","chromosome_9_330268",6,17,6,0,8,0,3,0,0,1,0,88,2,4,0,0,1,0
"1757","chromosome_9_331573",1,9,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"1758","chromosome_9_331574",1,9,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"1759","chromosome_9_331728",0,10,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
"1760","chromosome_9_331787",10,496,24,2,36,21,120,37,53,124,8,89,37,10,2,20,9,11
"1761","chromosome_9_332926",1,0,1,0,0,0,12,0,5,8,0,4,0,0,0,1,8,0
"1762","chromosome_9_332965",0,44,2,0,4,2,3,5,1,2,0,4,5,0,0,2,0,0
"1763","chromosome_9_333440",6,17,6,0,8,0,3,0,0,1,0,88,2,4,0,0,1,0
"1764","chromosome_9_333777",11,1101,13,2,21,12,151,40,12,34,1,16,42,3,5,6,27,3
"1765","chromosome_9_334049",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"1766","chromosome_9_334228",0,27,1,0,4,0,6,3,22,4,0,0,5,0,0,2,0,0
"1767","chromosome_9_334304",3,10,6,0,8,0,3,0,0,0,0,81,2,4,0,0,0,0
"1768","chromosome_9_334739",4,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0
"1769","chromosome_9_334870",2,43,3,0,3,1,7,1,0,0,3,5,1,0,0,2,3,0
"1770","chromosome_9_334978",0,63,3,0,10,11,43,4,8,23,2,30,20,0,1,6,8,2
"1771","chromosome_9_335236",0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
"1772","chromosome_9_335320",18,103,11,0,1,5,23,8,4,4,1,58,12,4,0,4,0,2
"1773","chromosome_9_335425",0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1774","chromosome_9_336046",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1775","chromosome_9_336159",15,4,0,2,2,7,2,0,36,30,13,0,36,0,3,62,8,24
"1776","chromosome_9_336444",0,114,1,1,0,1,1,0,1,5,0,1,5,2,0,0,2,0
"1777","chromosome_9_336545",0,38,1,0,1,0,4,0,0,0,0,1,5,0,0,0,0,1
"1778","chromosome_9_337421",0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
"1779","chromosome_9_337619",0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
"1780","chromosome_9_337635",0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
"1781","chromosome_9_337820",0,74,0,0,1,1,4,1,4,3,0,3,3,0,0,1,0,0
"1782","chromosome_9_338140",0,6,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
"1783","chromosome_9_338295",0,0,0,0,1,2,1,0,0,1,0,0,5,0,0,1,4,2
"1784","chromosome_9_338416",0,20,0,0,0,1,0,0,6,0,0,5,6,0,1,0,2,1
"1785","chromosome_9_338463",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1786","chromosome_9_339109",2,3,0,0,4,0,0,2,1,3,0,0,39,0,0,2,0,0
"1787","chromosome_9_339478",0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"1788","chromosome_9_339482",0,31,0,0,4,2,0,7,0,0,0,0,19,0,0,0,4,0
"1789","chromosome_9_340577",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"1790","chromosome_9_340581",1,25,1,0,0,12,1,12,4,0,0,3,11,1,0,4,1,2
"1791","chromosome_9_340720",12,114,32,3,20,15,0,14,97,165,7,13,2,20,2,16,32,9
"1792","chromosome_9_341070",0,20,1,0,1,1,0,1,0,2,0,6,1,0,0,2,0,0
"1793","chromosome_9_341158",0,47,2,0,5,2,3,5,1,2,0,4,6,0,0,2,0,0
"1794","chromosome_9_341329",0,1,0,0,0,0,2,1,0,1,0,3,0,0,0,0,0,0
"1795","chromosome_9_341502",0,0,1,0,10,2,0,2,0,0,0,0,1,0,0,3,0,0
"1796","chromosome_9_341759",10,129,31,3,64,20,36,66,75,77,6,97,28,8,5,33,12,10
"1797","chromosome_9_342023",3030,20477,1805,92,3294,4190,9136,3627,2130,9399,325,3732,1179,1144,153,5413,3892,1415
"1798","chromosome_9_342152",2,70,2,0,5,8,3,0,0,2,4,4,0,0,1,0,1,0
"1799","chromosome_9_342487",0,200,6,0,19,5,34,13,14,38,3,29,19,2,1,0,4,1
"1800","chromosome_9_342756",1,11,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
"1801","chromosome_9_342814",0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1802","chromosome_9_343047",12,106,23,0,10,22,34,42,38,55,10,57,66,46,2,21,18,7
"1803","chromosome_9_343049",77,480,112,2,97,111,198,84,240,348,23,110,135,27,9,372,93,41
"1804","chromosome_9_343054",0,2,4,0,0,5,0,0,6,4,0,1,0,2,0,9,0,4
"1805","chromosome_9_343055",77,480,112,2,97,111,198,84,240,348,23,110,135,27,9,372,93,41
"1806","chromosome_9_343058",0,2,4,0,0,5,0,0,6,4,0,1,0,2,0,9,0,4
"1807","chromosome_9_343059",9,115,12,6,8,23,6,2,41,45,0,50,12,7,1,27,9,4
"1808","chromosome_9_343093",1,24,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0
"1809","chromosome_9_343545",2,5,0,0,11,0,0,0,0,0,0,3,0,0,0,0,1,0
"1810","chromosome_9_344281",63,1027,121,0,433,100,434,179,158,263,77,208,77,13,1,157,40,7
"1811","chromosome_9_344308",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1812","chromosome_9_344544",0,3,4,0,0,2,5,0,0,1,0,2,1,0,0,0,0,2
"1813","chromosome_9_344934",0,44,2,0,4,2,3,5,1,2,0,4,5,0,0,2,0,0
"1814","chromosome_9_345194",14,116,7,0,4,5,12,4,1,2,0,39,25,0,3,4,8,1
"1815","chromosome_9_345267",10,49,6,0,14,6,21,7,19,3,1,9,11,1,0,10,0,0
"1816","chromosome_9_345467",3,3,0,0,0,14,3,5,14,0,0,1,1,3,1,4,8,0
"1817","chromosome_9_346537",0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"1818","chromosome_9_346887",1,0,0,1,0,26,0,0,0,56,0,107,0,0,0,0,0,8
"1819","chromosome_9_347061",1,6,0,0,4,0,19,2,5,0,0,1,5,0,0,0,0,0
"1820","chromosome_9_347482",0,11,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"1821","chromosome_9_347649",0,25,1,0,4,0,6,3,7,1,0,0,5,0,0,0,0,0
"1822","chromosome_9_348036",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1
"1823","chromosome_9_348435",3,0,6,0,0,5,16,6,10,6,0,0,23,2,0,1,0,0
"1824","chromosome_9_348499",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1825","chromosome_9_348652",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"1826","chromosome_9_349257",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1827","chromosome_9_349649",3,345,23,1,28,31,99,31,20,62,5,89,36,9,4,23,9,11
"1828","chromosome_9_349650",0,95,6,0,5,4,24,9,7,10,0,31,14,3,1,2,4,4
"1829","chromosome_9_350180",3,3,3,0,1,4,21,0,16,7,1,5,0,0,0,10,3,1
"1830","chromosome_9_350283",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1831","chromosome_9_350469",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1832","chromosome_9_350566",0,4,1,3,6,0,0,4,1,2,2,9,2,0,1,0,7,0
"1833","chromosome_9_350612",1,2,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0
"1834","chromosome_9_351169",0,0,0,0,0,10,1,6,0,0,0,0,0,0,0,0,0,0
"1835","chromosome_9_351180",0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"1836","chromosome_9_351182",0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"1837","chromosome_9_351185",0,0,0,0,0,10,1,6,0,0,0,0,0,0,0,0,0,0
"1838","chromosome_9_351188",0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"1839","chromosome_9_353640",0,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
"1840","chromosome_9_353875",0,0,21,0,0,0,0,2,0,1,0,0,6,0,0,0,1,0
"1841","chromosome_9_353876",0,0,21,0,0,0,0,2,0,1,0,0,6,0,0,0,1,0
"1842","chromosome_9_353895",0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"1843","chromosome_9_353895",0,16,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0
"1844","chromosome_9_354488",0,20,1,0,64,7,3,8,1,2,1,1,8,0,4,1,1,0
"1845","chromosome_9_354584",0,97,9,0,17,0,1,3,0,16,4,10,5,1,0,0,1,0
"1846","chromosome_9_354618",0,0,11,0,0,0,0,0,4,0,0,0,32,0,0,18,0,0
"1847","chromosome_9_355117",6,17,6,0,8,0,3,0,0,1,0,88,2,4,0,0,1,0
"1848","chromosome_9_355435",6,17,6,0,8,0,3,0,0,1,0,88,2,4,0,0,1,0
"1849","chromosome_9_356174",0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"1850","chromosome_9_356263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"1851","chromosome_9_357146",0,7,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1
"1852","chromosome_9_357367",3,13,2,0,0,0,0,4,0,5,0,1,5,0,0,1,0,0
"1853","chromosome_9_357451",3,345,23,1,28,31,99,31,20,62,5,89,36,9,4,23,9,11
"1854","chromosome_9_357895",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1855","chromosome_9_358868",10,49,6,0,14,6,21,7,19,3,1,9,11,1,1,10,0,0
"1856","chromosome_9_359638",0,0,0,0,0,0,0,1,0,0,0,5,0,7,0,0,0,0
"1857","chromosome_9_360569",17,376,27,1,15,0,0,6,0,3,0,46,64,0,0,0,18,11
"1858","chromosome_9_360898",19,985,31,1,30,37,364,46,13,35,7,24,121,4,2,8,28,8
"1859","chromosome_9_361155",3,345,23,1,28,31,99,31,20,62,5,89,36,9,4,23,9,11
"1860","chromosome_9_361418",1,10,1,0,1,2,4,0,3,3,0,1,0,0,0,2,0,0
"1861","chromosome_9_361720",0,8,1,0,0,0,5,0,2,2,0,1,0,2,0,0,1,0
"1862","chromosome_9_361900",0,32,0,0,1,1,5,1,2,1,0,3,8,1,0,0,2,0
"1863","chromosome_9_363084",1,60,4,1,5,2,41,13,1,1,0,16,10,0,0,0,0,1
"1864","chromosome_9_363461",0,0,0,0,2,0,0,0,15,12,0,4,23,0,0,0,0,0
"1865","chromosome_9_363522",3,9,1,1,1,4,7,4,5,1,7,6,2,1,2,0,10,1
"1866","chromosome_9_363632",0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
"1867","chromosome_9_363719",6,933,10,1,15,6,39,6,2,7,0,89,22,4,1,1,27,1
"1868","chromosome_9_364029",3,100,37,0,27,109,2,59,11,156,12,138,138,1,5,100,13,2
"1869","chromosome_9_364032",0,15,0,0,1,0,7,0,0,9,0,3,0,0,0,1,0,0
"1870","chromosome_9_364034",49,1205,77,3,206,333,192,211,244,272,56,317,281,90,15,158,140,33
"1871","chromosome_9_364498",0,53,3,0,3,2,9,1,0,1,0,0,9,0,1,0,0,0
"1872","chromosome_9_364714",13,7,6,0,2,9,1,3,18,5,0,1,10,2,8,3,7,4
"1873","chromosome_9_364995",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
