Serial Number:20937868 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2020-12-21 13:00:00,20.16,195, , , , 
2020-12-21 13:10:00,20.16,188, , , , 
2020-12-21 13:20:00,20.12,191, , , , 
2020-12-21 13:30:00,20.20,198, , , , 
2020-12-21 13:40:00,20.33,185, , , , 
2020-12-21 13:50:00,19.90,192, , , , 
2020-12-21 14:00:00,11.02,170, , , , 
2020-12-21 14:10:00,7.76,34, , , , 
2020-12-21 14:20:00,7.55,36, , , , 
2020-12-21 14:30:00,7.50,84, , , , 
2020-12-21 14:40:00,7.38,35, , , , 
2020-12-21 14:50:00,7.38,0, , , , 
2020-12-21 15:00:00,7.33,0, , , , 
2020-12-21 15:10:00,7.25,0, , , , 
2020-12-21 15:20:00,7.20,0, , , , 
2020-12-21 15:30:00,7.20,0, , , , 
2020-12-21 15:40:00,7.16,0, , , , 
2020-12-21 15:50:00,7.16,0, , , , 
2020-12-21 16:00:00,7.12,0, , , , 
2020-12-21 16:10:00,7.12,0, , , , 
2020-12-21 16:20:00,7.03,0, , , , 
2020-12-21 16:30:00,7.12,0, , , , 
2020-12-21 16:40:00,7.08,0, , , , 
2020-12-21 16:50:00,7.08,0, , , , 
2020-12-21 17:00:00,7.08,0, , , , 
2020-12-21 17:10:00,7.08,0, , , , 
2020-12-21 17:20:00,7.12,0, , , , 
2020-12-21 17:30:00,7.03,0, , , , 
2020-12-21 17:40:00,7.08,0, , , , 
2020-12-21 17:50:00,7.12,0, , , , 
2020-12-21 18:00:00,7.08,0, , , , 
2020-12-21 18:10:00,7.12,0, , , , 
2020-12-21 18:20:00,7.16,0, , , , 
2020-12-21 18:30:00,7.16,0, , , , 
2020-12-21 18:40:00,7.12,0, , , , 
2020-12-21 18:50:00,7.16,0, , , , 
2020-12-21 19:00:00,7.16,0, , , , 
2020-12-21 19:10:00,7.16,0, , , , 
2020-12-21 19:20:00,7.20,0, , , , 
2020-12-21 19:30:00,7.20,0, , , , 
2020-12-21 19:40:00,7.25,0, , , , 
2020-12-21 19:50:00,7.20,0, , , , 
2020-12-21 20:00:00,7.29,0, , , , 
2020-12-21 20:10:00,7.29,0, , , , 
2020-12-21 20:20:00,7.33,0, , , , 
2020-12-21 20:30:00,7.38,0, , , , 
2020-12-21 20:40:00,7.42,0, , , , 
2020-12-21 20:50:00,7.50,0, , , , 
2020-12-21 21:00:00,7.55,0, , , , 
2020-12-21 21:10:00,7.55,0, , , , 
2020-12-21 21:20:00,7.63,0, , , , 
2020-12-21 21:30:00,7.68,0, , , , 
2020-12-21 21:40:00,7.76,0, , , , 
2020-12-21 21:50:00,7.81,0, , , , 
2020-12-21 22:00:00,7.81,0, , , , 
2020-12-21 22:10:00,7.85,0, , , , 
2020-12-21 22:20:00,7.98,0, , , , 
2020-12-21 22:30:00,8.02,0, , , , 
2020-12-21 22:40:00,8.06,0, , , , 
2020-12-21 22:50:00,8.06,0, , , , 
2020-12-21 23:00:00,8.11,0, , , , 
2020-12-21 23:10:00,8.06,0, , , , 
2020-12-21 23:20:00,8.02,0, , , , 
2020-12-21 23:30:00,8.06,0, , , , 
2020-12-21 23:40:00,8.06,0, , , , 
2020-12-21 23:50:00,8.02,0, , , , 
2020-12-22 00:00:00,7.98,0, , , , 
2020-12-22 00:10:00,8.02,0, , , , 
2020-12-22 00:20:00,8.06,0, , , , 
2020-12-22 00:30:00,8.06,0, , , , 
2020-12-22 00:40:00,8.02,0, , , , 
2020-12-22 00:50:00,7.98,0, , , , 
2020-12-22 01:00:00,7.93,0, , , , 
2020-12-22 01:10:00,7.93,3, , , , 
2020-12-22 01:20:00,7.85,7, , , , 
2020-12-22 01:30:00,7.85,12, , , , 
2020-12-22 01:40:00,7.81,19, , , , 
2020-12-22 01:50:00,7.85,27, , , , 
2020-12-22 02:00:00,7.81,36, , , , 
2020-12-22 02:10:00,7.68,43, , , , 
2020-12-22 02:20:00,7.59,84, , , , 
