#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,End of File
1,01/29/2021 18:00:00,6.22,73,,,,
2,01/29/2021 18:10:00,6.17,70,,,,
3,01/29/2021 18:20:00,6.22,67,,,,
4,01/29/2021 18:30:00,6.26,65,,,,
5,01/29/2021 18:40:00,6.17,64,,,,
6,01/29/2021 18:50:00,6.17,60,,,,
7,01/29/2021 19:00:00,6.13,57,,,,
8,01/29/2021 19:10:00,6.13,55,,,,
9,01/29/2021 19:20:00,6.17,52,,,,
10,01/29/2021 19:30:00,6.13,34,,,,
11,01/29/2021 19:40:00,6.17,31,,,,
12,01/29/2021 19:50:00,6.17,28,,,,
13,01/29/2021 20:00:00,6.17,25,,,,
14,01/29/2021 20:10:00,6.22,23,,,,
15,01/29/2021 20:20:00,6.17,19,,,,
16,01/29/2021 20:30:00,6.26,14,,,,
17,01/29/2021 20:40:00,6.30,18,,,,
18,01/29/2021 20:50:00,6.26,15,,,,
19,01/29/2021 21:00:00,6.35,13,,,,
20,01/29/2021 21:10:00,6.35,11,,,,
21,01/29/2021 21:20:00,6.39,9,,,,
22,01/29/2021 21:30:00,6.39,7,,,,
23,01/29/2021 21:40:00,6.43,4,,,,
24,01/29/2021 21:50:00,6.48,2,,,,
25,01/29/2021 22:00:00,6.48,0,,,,
26,01/29/2021 22:10:00,6.52,0,,,,
27,01/29/2021 22:20:00,6.52,0,,,,
28,01/29/2021 22:30:00,6.60,0,,,,
29,01/29/2021 22:40:00,6.60,0,,,,
30,01/29/2021 22:50:00,6.65,0,,,,
31,01/29/2021 23:00:00,6.69,0,,,,
32,01/29/2021 23:10:00,6.73,0,,,,
33,01/29/2021 23:20:00,6.78,0,,,,
34,01/29/2021 23:30:00,6.78,0,,,,
35,01/29/2021 23:40:00,6.78,0,,,,
36,01/29/2021 23:50:00,6.73,0,,,,
37,01/30/2021 00:00:00,6.69,0,,,,
38,01/30/2021 00:10:00,6.56,0,,,,
39,01/30/2021 00:20:00,6.48,0,,,,
40,01/30/2021 00:30:00,6.39,0,,,,
41,01/30/2021 00:40:00,6.39,0,,,,
42,01/30/2021 00:50:00,6.30,0,,,,
43,01/30/2021 01:00:00,6.26,0,,,,
44,01/30/2021 01:10:00,6.17,0,,,,
45,01/30/2021 01:20:00,6.17,0,,,,
46,01/30/2021 01:30:00,6.13,0,,,,
47,01/30/2021 01:40:00,6.05,0,,,,
48,01/30/2021 01:50:00,5.96,0,,,,
49,01/30/2021 02:00:00,5.92,0,,,,
50,01/30/2021 02:10:00,5.87,0,,,,
51,01/30/2021 02:20:00,5.79,0,,,,
52,01/30/2021 02:30:00,5.79,0,,,,
53,01/30/2021 02:40:00,5.66,0,,,,
54,01/30/2021 02:50:00,5.66,0,,,,
55,01/30/2021 03:00:00,5.62,0,,,,
56,01/30/2021 03:10:00,5.57,0,,,,
57,01/30/2021 03:20:00,5.57,0,,,,
58,01/30/2021 03:30:00,5.53,0,,,,
59,01/30/2021 03:40:00,5.53,0,,,,
60,01/30/2021 03:50:00,5.49,0,,,,
61,01/30/2021 04:00:00,5.45,0,,,,
62,01/30/2021 04:10:00,5.45,0,,,,
63,01/30/2021 04:20:00,5.45,0,,,,
64,01/30/2021 04:30:00,5.40,0,,,,
65,01/30/2021 04:40:00,5.45,0,,,,
66,01/30/2021 04:50:00,5.36,0,,,,
67,01/30/2021 05:00:00,5.36,0,,,,
68,01/30/2021 05:10:00,5.36,0,,,,
69,01/30/2021 05:20:00,5.32,0,,,,
70,01/30/2021 05:30:00,5.32,0,,,,
71,01/30/2021 05:40:00,5.27,0,,,,
72,01/30/2021 05:50:00,5.32,0,,,,
73,01/30/2021 06:00:00,5.27,0,,,,
74,01/30/2021 06:10:00,5.27,2,,,,
75,01/30/2021 06:20:00,5.32,5,,,,
76,01/30/2021 06:30:00,5.27,7,,,,
77,01/30/2021 06:40:00,5.32,9,,,,
78,01/30/2021 06:50:00,5.32,11,,,,
79,01/30/2021 07:00:00,5.36,14,,,,
80,01/30/2021 07:10:00,5.32,16,,,,
81,01/30/2021 07:20:00,5.32,40,,,,
82,01/30/2021 07:30:00,5.36,43,,,,
83,01/30/2021 07:40:00,5.40,48,,,,
84,01/30/2021 07:50:00,5.40,35,,,,
85,01/30/2021 08:00:00,5.45,38,,,,
86,01/30/2021 08:10:00,5.49,41,,,,
87,01/30/2021 08:20:00,5.53,44,,,,
88,01/30/2021 08:30:00,5.62,47,,,,
89,01/30/2021 08:40:00,5.70,139,,,,
90,01/30/2021 08:50:00,5.75,70,,,,
91,01/30/2021 09:00:00,5.83,74,,,,
92,01/30/2021 09:10:00,5.87,76,,,,
93,01/30/2021 09:20:00,5.96,80,,,,
94,01/30/2021 09:30:00,5.87,98,,,,
95,01/30/2021 09:40:00,6.00,87,,,,
96,01/30/2021 09:50:00,6.09,90,,,,
97,01/30/2021 10:00:00,6.13,63,,,,
98,01/30/2021 10:10:00,6.22,64,,,,
99,01/30/2021 10:20:00,6.22,94,,,,
100,01/30/2021 10:30:00,6.26,94,,,,
101,01/30/2021 10:40:00,6.39,93,,,,
102,01/30/2021 10:50:00,6.43,94,,,,
103,01/30/2021 11:00:00,6.52,94,,,,
104,01/30/2021 11:10:00,6.56,94,,,,
105,01/30/2021 11:20:00,6.73,94,,,,
106,01/30/2021 11:30:00,6.82,94,,,,
107,01/30/2021 11:40:00,6.90,94,,,,
108,01/30/2021 11:50:00,6.99,93,,,,
109,01/30/2021 12:00:00,6.99,156,,,,
110,01/30/2021 12:10:00,6.95,73,,,,
111,01/30/2021 12:20:00,6.90,71,,,,
112,01/30/2021 12:30:00,6.86,70,,,,
113,01/30/2021 12:40:00,6.78,72,,,,
114,01/30/2021 12:50:00,6.73,72,,,,
115,01/30/2021 13:00:00,6.73,70,,,,
116,01/30/2021 13:10:00,6.65,72,,,,
117,01/30/2021 13:20:00,6.60,75,,,,
118,01/30/2021 13:30:00,6.52,72,,,,
119,01/30/2021 13:40:00,6.48,73,,,,
120,01/30/2021 13:50:00,6.48,72,,,,
121,01/30/2021 14:00:00,6.48,73,,,,
122,01/30/2021 14:10:00,6.39,74,,,,
123,01/30/2021 14:20:00,6.39,69,,,,
124,01/30/2021 14:30:00,10.94,196,,,,
125,01/30/2021 14:40:00,12.87,196,,,,
126,01/30/2021 14:50:00,13.73,198,,,,
127,01/30/2021 15:00:00,16.90,202,,,,
128,01/30/2021 15:10:00,16.64,202,,,,
129,01/30/2021 15:20:00,16.08,202,,,,
130,01/30/2021 15:30:00,15.78,203,,,,
131,01/30/2021 15:40:00,7.59,4014,,,,
132,01/30/2021 15:50:00,5.70,4044,,,,
133,01/30/2021 16:00:00,5.62,4031,,,,
134,01/30/2021 16:10:00,5.62,3429,,,,
135,01/30/2021 16:20:00,5.57,3433,,,,
136,01/30/2021 16:30:00,5.62,3420,,,,
137,01/30/2021 16:40:00,5.57,3427,,,,
138,01/30/2021 16:50:00,5.53,3420,,,,
139,01/30/2021 17:00:00,5.53,3401,,,,
140,01/30/2021 17:10:00,5.49,3423,,,,
141,01/30/2021 17:20:00,5.53,3420,,,,
142,01/30/2021 17:30:00,5.53,3420,,,,
143,01/30/2021 17:40:00,5.53,3401,,,,
144,01/30/2021 17:50:00,5.49,3404,,,,
145,01/30/2021 18:00:00,5.49,3407,,,,
146,01/30/2021 18:10:00,5.49,3281,,,,
147,01/30/2021 18:20:00,5.53,3119,,,,
148,01/30/2021 18:30:00,5.49,2990,,,,
149,01/30/2021 18:40:00,5.57,2834,,,,
150,01/30/2021 18:50:00,5.57,2689,,,,
151,01/30/2021 19:00:00,5.62,2526,,,,
152,01/30/2021 19:10:00,5.66,2371,,,,
153,01/30/2021 19:20:00,5.62,2207,,,,
154,01/30/2021 19:30:00,5.66,1993,,,,
155,01/30/2021 19:40:00,5.62,1834,,,,
156,01/30/2021 19:50:00,5.66,1668,,,,
157,01/30/2021 20:00:00,5.66,1480,,,,
158,01/30/2021 20:10:00,5.70,1309,,,,
159,01/30/2021 20:20:00,5.66,1146,,,,
160,01/30/2021 20:30:00,5.66,959,,,,
161,01/30/2021 20:40:00,5.66,788,,,,
162,01/30/2021 20:50:00,5.70,657,,,,
163,01/30/2021 21:00:00,5.75,572,,,,
164,01/30/2021 21:10:00,5.79,480,,,,
165,01/30/2021 21:20:00,5.79,386,,,,
166,01/30/2021 21:30:00,5.79,293,,,,
167,01/30/2021 21:40:00,5.83,202,,,,
168,01/30/2021 21:50:00,5.83,110,,,,
169,01/30/2021 22:00:00,5.83,8,,,,
170,01/30/2021 22:10:00,5.92,0,,,,
171,01/30/2021 22:20:00,5.92,0,,,,
172,01/30/2021 22:30:00,5.96,0,,,,
173,01/30/2021 22:40:00,6.05,0,,,,
174,01/30/2021 22:50:00,6.05,0,,,,
175,01/30/2021 23:00:00,6.13,0,,,,
176,01/30/2021 23:10:00,6.13,0,,,,
177,01/30/2021 23:20:00,6.17,0,,,,
178,01/30/2021 23:30:00,6.22,0,,,,
179,01/30/2021 23:40:00,6.22,0,,,,
180,01/30/2021 23:50:00,6.26,0,,,,
181,01/31/2021 00:00:00,6.35,0,,,,
182,01/31/2021 00:10:00,6.35,0,,,,
183,01/31/2021 00:20:00,6.30,0,,,,
184,01/31/2021 00:30:00,6.30,0,,,,
185,01/31/2021 00:40:00,6.26,0,,,,
186,01/31/2021 00:50:00,6.22,0,,,,
187,01/31/2021 01:00:00,6.17,0,,,,
188,01/31/2021 01:10:00,6.13,0,,,,
189,01/31/2021 01:20:00,6.05,0,,,,
190,01/31/2021 01:30:00,6.05,0,,,,
