#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,Stopped,End of File
1,12/21/2020 18:00:00,20.55,201,,,,,
2,12/21/2020 18:10:00,20.25,197,,,,,
3,12/21/2020 18:20:00,20.16,199,,,,,
4,12/21/2020 18:30:00,20.20,202,,,,,
5,12/21/2020 18:40:00,20.46,196,,,,,
6,12/21/2020 18:50:00,19.95,191,,,,,
7,12/21/2020 19:00:00,11.07,635,,,,,
8,12/21/2020 19:10:00,7.81,71,,,,,
9,12/21/2020 19:20:00,7.63,71,,,,,
10,12/21/2020 19:30:00,7.59,448,,,,,
11,12/21/2020 19:40:00,7.55,69,,,,,
12,12/21/2020 19:50:00,7.42,0,,,,,
13,12/21/2020 20:00:00,7.38,0,,,,,
14,12/21/2020 20:10:00,7.38,0,,,,,
15,12/21/2020 20:20:00,7.33,0,,,,,
16,12/21/2020 20:30:00,7.29,0,,,,,
17,12/21/2020 20:40:00,7.25,0,,,,,
18,12/21/2020 20:50:00,7.25,0,,,,,
19,12/21/2020 21:00:00,7.20,0,,,,,
20,12/21/2020 21:10:00,7.20,0,,,,,
21,12/21/2020 21:20:00,7.16,0,,,,,
22,12/21/2020 21:30:00,7.16,0,,,,,
23,12/21/2020 21:40:00,7.12,0,,,,,
24,12/21/2020 21:50:00,7.16,0,,,,,
25,12/21/2020 22:00:00,7.16,0,,,,,
26,12/21/2020 22:10:00,7.12,0,,,,,
27,12/21/2020 22:20:00,7.16,0,,,,,
28,12/21/2020 22:30:00,7.12,0,,,,,
29,12/21/2020 22:40:00,7.16,0,,,,,
30,12/21/2020 22:50:00,7.16,0,,,,,
31,12/21/2020 23:00:00,7.16,0,,,,,
32,12/21/2020 23:10:00,7.20,0,,,,,
33,12/21/2020 23:20:00,7.20,0,,,,,
34,12/21/2020 23:30:00,7.20,0,,,,,
35,12/21/2020 23:40:00,7.29,0,,,,,
36,12/21/2020 23:50:00,7.25,0,,,,,
37,12/22/2020 00:00:00,7.20,0,,,,,
38,12/22/2020 00:10:00,7.25,0,,,,,
39,12/22/2020 00:20:00,7.29,0,,,,,
40,12/22/2020 00:30:00,7.33,0,,,,,
41,12/22/2020 00:40:00,7.33,0,,,,,
42,12/22/2020 00:50:00,7.33,0,,,,,
43,12/22/2020 01:00:00,7.33,0,,,,,
44,12/22/2020 01:10:00,7.33,0,,,,,
45,12/22/2020 01:20:00,7.42,0,,,,,
46,12/22/2020 01:30:00,7.42,0,,,,,
47,12/22/2020 01:40:00,7.50,0,,,,,
48,12/22/2020 01:50:00,7.59,0,,,,,
49,12/22/2020 02:00:00,7.59,0,,,,,
50,12/22/2020 02:10:00,7.72,0,,,,,
51,12/22/2020 02:20:00,7.72,0,,,,,
52,12/22/2020 02:30:00,7.81,0,,,,,
53,12/22/2020 02:40:00,7.85,0,,,,,
54,12/22/2020 02:50:00,7.89,0,,,,,
55,12/22/2020 03:00:00,7.93,0,,,,,
56,12/22/2020 03:10:00,7.93,0,,,,,
57,12/22/2020 03:20:00,8.02,0,,,,,
58,12/22/2020 03:30:00,8.11,0,,,,,
59,12/22/2020 03:40:00,8.11,0,,,,,
60,12/22/2020 03:50:00,8.19,0,,,,,
61,12/22/2020 04:00:00,8.19,0,,,,,
62,12/22/2020 04:10:00,8.15,0,,,,,
63,12/22/2020 04:20:00,8.15,0,,,,,
64,12/22/2020 04:30:00,8.11,0,,,,,
65,12/22/2020 04:40:00,8.11,0,,,,,
66,12/22/2020 04:50:00,8.02,0,,,,,
67,12/22/2020 05:00:00,8.06,0,,,,,
68,12/22/2020 05:10:00,8.11,0,,,,,
69,12/22/2020 05:20:00,8.11,0,,,,,
70,12/22/2020 05:30:00,8.11,0,,,,,
71,12/22/2020 05:40:00,8.06,0,,,,,
72,12/22/2020 05:50:00,8.06,0,,,,,
73,12/22/2020 06:00:00,8.06,0,,,,,
74,12/22/2020 06:10:00,8.02,15,,,,,
75,12/22/2020 06:20:00,7.98,30,,,,,
76,12/22/2020 06:30:00,7.93,50,,,,,
77,12/22/2020 06:40:00,7.93,83,,,,,
