"Plot Title: 20987157"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20987157, SEN S/N: 20987157)","Coupler Detached (LGR S/N: 20987157)","Coupler Attached (LGR S/N: 20987157)","Host Connected (LGR S/N: 20987157)","Stopped (LGR S/N: 20987157)","End Of File (LGR S/N: 20987157)"
1,01/16/21 10:00:00 AM,18.794,Logged,,,,
2,01/16/21 10:10:00 AM,8.792,,,,,
3,01/16/21 10:20:00 AM,8.170,,,,,
4,01/16/21 10:30:00 AM,8.095,,,,,
5,01/16/21 10:40:00 AM,8.145,,,,,
6,01/16/21 10:50:00 AM,8.220,,,,,
7,01/16/21 11:00:00 AM,8.295,,,,,
8,01/16/21 11:10:00 AM,8.344,,,,,
9,01/16/21 11:20:00 AM,8.394,,,,,
10,01/16/21 11:30:00 AM,8.419,,,,,
11,01/16/21 11:40:00 AM,8.444,,,,,
12,01/16/21 11:50:00 AM,8.469,,,,,
13,01/16/21 12:00:00 PM,8.469,,,,,
14,01/16/21 12:10:00 PM,8.494,,,,,
15,01/16/21 12:20:00 PM,8.469,,,,,
16,01/16/21 12:30:00 PM,8.469,,,,,
17,01/16/21 12:40:00 PM,8.444,,,,,
18,01/16/21 12:50:00 PM,8.444,,,,,
19,01/16/21 01:00:00 PM,8.444,,,,,
20,01/16/21 01:10:00 PM,8.444,,,,,
21,01/16/21 01:20:00 PM,8.419,,,,,
22,01/16/21 01:30:00 PM,8.419,,,,,
23,01/16/21 01:40:00 PM,8.419,,,,,
24,01/16/21 01:50:00 PM,8.419,,,,,
25,01/16/21 02:00:00 PM,8.419,,,,,
26,01/16/21 02:10:00 PM,8.419,,,,,
27,01/16/21 02:20:00 PM,8.419,,,,,
28,01/16/21 02:30:00 PM,8.419,,,,,
29,01/16/21 02:40:00 PM,8.419,,,,,
30,01/16/21 02:50:00 PM,8.419,,,,,
31,01/16/21 03:00:00 PM,8.419,,,,,
32,01/16/21 03:10:00 PM,8.419,,,,,
33,01/16/21 03:20:00 PM,8.444,,,,,
34,01/16/21 03:30:00 PM,8.444,,,,,
35,01/16/21 03:40:00 PM,8.444,,,,,
36,01/16/21 03:50:00 PM,8.469,,,,,
37,01/16/21 04:00:00 PM,8.494,,,,,
38,01/16/21 04:10:00 PM,8.519,,,,,
39,01/16/21 04:20:00 PM,8.568,,,,,
40,01/16/21 04:30:00 PM,8.593,,,,,
41,01/16/21 04:40:00 PM,8.643,,,,,
42,01/16/21 04:50:00 PM,8.668,,,,,
43,01/16/21 05:00:00 PM,8.717,,,,,
44,01/16/21 05:10:00 PM,8.767,,,,,
45,01/16/21 05:20:00 PM,8.841,,,,,
46,01/16/21 05:30:00 PM,8.866,,,,,
47,01/16/21 05:40:00 PM,8.891,,,,,
48,01/16/21 05:50:00 PM,8.866,,,,,
49,01/16/21 06:00:00 PM,8.841,,,,,
