"Plot Title: 20987159"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20987159, SEN S/N: 20987159)","Coupler Detached (LGR S/N: 20987159)","Coupler Attached (LGR S/N: 20987159)","Stopped (LGR S/N: 20987159)","End Of File (LGR S/N: 20987159)"
37,01/16/21 04:00:00 PM,8.717,,,,
38,01/16/21 04:10:00 PM,8.742,,,,
39,01/16/21 04:20:00 PM,8.792,,,,
40,01/16/21 04:30:00 PM,8.817,,,,
41,01/16/21 04:40:00 PM,8.841,,,,
42,01/16/21 04:50:00 PM,8.866,,,,
43,01/16/21 05:00:00 PM,8.891,,,,
44,01/16/21 05:10:00 PM,8.941,,,,
45,01/16/21 05:20:00 PM,8.990,,,,
46,01/16/21 05:30:00 PM,9.040,,,,
47,01/16/21 05:40:00 PM,9.064,,,,
48,01/16/21 05:50:00 PM,9.040,,,,
49,01/16/21 06:00:00 PM,9.015,,,,
50,01/16/21 06:10:00 PM,8.990,,,,
51,01/16/21 06:20:00 PM,8.965,,,,
52,01/16/21 06:30:00 PM,8.916,,,,
53,01/16/21 06:40:00 PM,8.891,,,,
54,01/16/21 06:50:00 PM,8.841,,,,
55,01/16/21 07:00:00 PM,8.817,,,,
56,01/16/21 07:10:00 PM,8.792,,,,
57,01/16/21 07:20:00 PM,8.792,,,,
58,01/16/21 07:30:00 PM,8.767,,,,
59,01/16/21 07:40:00 PM,8.767,,,,
60,01/16/21 07:50:00 PM,8.742,,,,
61,01/16/21 08:00:00 PM,8.742,,,,
62,01/16/21 08:10:00 PM,8.742,,,,
63,01/16/21 08:20:00 PM,8.742,,,,
64,01/16/21 08:30:00 PM,8.717,,,,
65,01/16/21 08:40:00 PM,8.717,,,,
66,01/16/21 08:50:00 PM,8.717,,,,
67,01/16/21 09:00:00 PM,8.693,,,,
68,01/16/21 09:10:00 PM,8.693,,,,
69,01/16/21 09:20:00 PM,8.668,,,,
70,01/16/21 09:30:00 PM,8.643,,,,
71,01/16/21 09:40:00 PM,8.618,,,,
72,01/16/21 09:50:00 PM,8.593,,,,
73,01/16/21 10:00:00 PM,8.568,,,,
74,01/16/21 10:10:00 PM,8.543,,,,
75,01/16/21 10:20:00 PM,8.519,,,,
76,01/16/21 10:30:00 PM,8.494,,,,
77,01/16/21 10:40:00 PM,8.469,,,,
78,01/16/21 10:50:00 PM,8.444,,,,
79,01/16/21 11:00:00 PM,8.419,,,,
80,01/16/21 11:10:00 PM,8.394,,,,
81,01/16/21 11:20:00 PM,8.369,,,,
82,01/16/21 11:30:00 PM,8.344,,,,
83,01/16/21 11:40:00 PM,8.319,,,,
84,01/16/21 11:50:00 PM,8.295,,,,
85,01/17/21 12:00:00 AM,8.270,,,,
86,01/17/21 12:10:00 AM,8.245,,,,
87,01/17/21 12:20:00 AM,8.220,,,,
88,01/17/21 12:30:00 AM,8.195,,,,
89,01/17/21 12:40:00 AM,8.170,,,,
90,01/17/21 12:50:00 AM,8.170,,,,
91,01/17/21 01:00:00 AM,8.145,,,,
92,01/17/21 01:10:00 AM,8.120,,,,
93,01/17/21 01:20:00 AM,8.095,,,,
94,01/17/21 01:30:00 AM,8.095,,,,
95,01/17/21 01:40:00 AM,8.070,,,,
96,01/17/21 01:50:00 AM,8.045,,,,
97,01/17/21 02:00:00 AM,8.045,,,,
98,01/17/21 02:10:00 AM,8.045,,,,
99,01/17/21 02:20:00 AM,8.020,,,,
100,01/17/21 02:30:00 AM,8.020,,,,
101,01/17/21 02:40:00 AM,8.020,,,,
102,01/17/21 02:50:00 AM,8.020,,,,
103,01/17/21 03:00:00 AM,7.995,,,,
104,01/17/21 03:10:00 AM,7.995,,,,
105,01/17/21 03:20:00 AM,7.995,,,,
106,01/17/21 03:30:00 AM,8.020,,,,
107,01/17/21 03:40:00 AM,8.020,,,,
108,01/17/21 03:50:00 AM,8.020,,,,
109,01/17/21 04:00:00 AM,8.045,,,,
110,01/17/21 04:10:00 AM,8.045,,,,
111,01/17/21 04:20:00 AM,8.070,,,,
112,01/17/21 04:30:00 AM,8.095,,,,
113,01/17/21 04:40:00 AM,8.145,,,,
114,01/17/21 04:50:00 AM,8.195,,,,
115,01/17/21 05:00:00 AM,8.245,,,,
116,01/17/21 05:10:00 AM,8.295,,,,
117,01/17/21 05:20:00 AM,8.369,,,,
118,01/17/21 05:30:00 AM,8.419,,,,
119,01/17/21 05:40:00 AM,8.469,,,,
120,01/17/21 05:50:00 AM,8.494,,,,
121,01/17/21 06:00:00 AM,8.543,,,,
122,01/17/21 06:10:00 AM,8.593,,,,
123,01/17/21 06:20:00 AM,8.618,,,,
124,01/17/21 06:30:00 AM,8.668,,,,
125,01/17/21 06:40:00 AM,8.693,,,,
126,01/17/21 06:50:00 AM,8.742,,,,
127,01/17/21 07:00:00 AM,8.767,,,,
128,01/17/21 07:10:00 AM,8.817,,,,
129,01/17/21 07:20:00 AM,8.841,,,,
130,01/17/21 07:30:00 AM,8.891,,,,
131,01/17/21 07:40:00 AM,8.916,,,,
132,01/17/21 07:50:00 AM,8.941,,,,
133,01/17/21 08:00:00 AM,8.990,,,,
134,01/17/21 08:10:00 AM,9.015,,,,
135,01/17/21 08:20:00 AM,9.040,,,,
136,01/17/21 08:30:00 AM,9.064,,,,
137,01/17/21 08:40:00 AM,9.064,,,,
138,01/17/21 08:50:00 AM,9.089,,,,
139,01/17/21 09:00:00 AM,9.089,,,,
140,01/17/21 09:10:00 AM,9.089,,,,
141,01/17/21 09:20:00 AM,9.089,,,,
142,01/17/21 09:30:00 AM,9.089,,,,
143,01/17/21 09:40:00 AM,9.064,,,,
144,01/17/21 09:50:00 AM,9.064,,,,
145,01/17/21 10:00:00 AM,8.990,,,,
146,01/17/21 10:10:00 AM,8.866,,,,
147,01/17/21 10:20:00 AM,8.767,,,,
148,01/17/21 10:30:00 AM,8.693,,,,
149,01/17/21 10:40:00 AM,8.618,,,,
150,01/17/21 10:50:00 AM,8.568,,,,
151,01/17/21 11:00:00 AM,8.519,,,,
152,01/17/21 11:10:00 AM,8.494,,,,
153,01/17/21 11:20:00 AM,8.444,,,,
154,01/17/21 11:30:00 AM,8.444,,,,
155,01/17/21 11:40:00 AM,8.419,,,,
156,01/17/21 11:50:00 AM,8.394,,,,
157,01/17/21 12:00:00 PM,8.394,,,,
158,01/17/21 12:10:00 PM,8.369,,,,
159,01/17/21 12:20:00 PM,8.344,,,,
160,01/17/21 12:30:00 PM,8.344,,,,
161,01/17/21 12:40:00 PM,8.319,,,,
162,01/17/21 12:50:00 PM,8.295,,,,
163,01/17/21 01:00:00 PM,8.270,,,,
164,01/17/21 01:10:00 PM,8.245,,,,
165,01/17/21 01:20:00 PM,8.245,,,,
166,01/17/21 01:30:00 PM,8.220,,,,
167,01/17/21 01:40:00 PM,8.220,,,,
168,01/17/21 01:50:00 PM,8.195,,,,
169,01/17/21 02:00:00 PM,8.195,,,,
170,01/17/21 02:10:00 PM,8.195,,,,
171,01/17/21 02:20:00 PM,8.195,,,,
172,01/17/21 02:30:00 PM,8.170,,,,
173,01/17/21 02:40:00 PM,8.170,,,,
174,01/17/21 02:50:00 PM,8.145,,,,
175,01/17/21 03:00:00 PM,8.145,,,,
176,01/17/21 03:10:00 PM,8.145,,,,
177,01/17/21 03:20:00 PM,8.145,,,,
178,01/17/21 03:30:00 PM,8.145,,,,
179,01/17/21 03:40:00 PM,8.145,,,,
180,01/17/21 03:50:00 PM,8.145,,,,
181,01/17/21 04:00:00 PM,8.145,,,,
182,01/17/21 04:10:00 PM,8.145,,,,
183,01/17/21 04:20:00 PM,8.145,,,,
184,01/17/21 04:30:00 PM,8.145,,,,
185,01/17/21 04:40:00 PM,8.120,,,,
186,01/17/21 04:50:00 PM,8.120,,,,
187,01/17/21 05:00:00 PM,8.344,,,,
188,01/17/21 05:10:00 PM,8.344,,,,
189,01/17/21 05:20:00 PM,8.295,,,,
190,01/17/21 05:30:00 PM,8.270,,,,
191,01/17/21 05:40:00 PM,8.245,,,,
192,01/17/21 05:50:00 PM,8.220,,,,
193,01/17/21 06:00:00 PM,8.220,,,,
194,01/17/21 06:10:00 PM,8.245,,,,
195,01/17/21 06:20:00 PM,8.245,,,,
196,01/17/21 06:30:00 PM,8.245,,,,
197,01/17/21 06:40:00 PM,8.270,,,,
198,01/17/21 06:50:00 PM,8.295,,,,
199,01/17/21 07:00:00 PM,8.295,,,,
200,01/17/21 07:10:00 PM,8.319,,,,
201,01/17/21 07:20:00 PM,8.319,,,,
202,01/17/21 07:30:00 PM,8.344,,,,
203,01/17/21 07:40:00 PM,8.344,,,,
204,01/17/21 07:50:00 PM,8.369,,,,
205,01/17/21 08:00:00 PM,8.369,,,,
206,01/17/21 08:10:00 PM,8.369,,,,
207,01/17/21 08:20:00 PM,8.394,,,,
208,01/17/21 08:30:00 PM,8.394,,,,
209,01/17/21 08:40:00 PM,8.394,,,,
210,01/17/21 08:50:00 PM,8.394,,,,
211,01/17/21 09:00:00 PM,8.419,,,,
212,01/17/21 09:10:00 PM,8.419,,,,
213,01/17/21 09:20:00 PM,8.444,,,,
214,01/17/21 09:30:00 PM,8.444,,,,
215,01/17/21 09:40:00 PM,8.444,,,,
216,01/17/21 09:50:00 PM,8.444,,,,
217,01/17/21 10:00:00 PM,8.444,,,,
218,01/17/21 10:10:00 PM,8.444,,,,
219,01/17/21 10:20:00 PM,8.444,,,,
220,01/17/21 10:30:00 PM,8.419,,,,
221,01/17/21 10:40:00 PM,8.394,,,,
222,01/17/21 10:50:00 PM,8.369,,,,
223,01/17/21 11:00:00 PM,8.319,,,,
224,01/17/21 11:10:00 PM,8.270,,,,
225,01/17/21 11:20:00 PM,8.245,,,,
226,01/17/21 11:30:00 PM,8.195,,,,
227,01/17/21 11:40:00 PM,8.170,,,,
228,01/17/21 11:50:00 PM,8.120,,,,
229,01/18/21 12:00:00 AM,8.295,,,,
230,01/18/21 12:10:00 AM,8.319,,,,
231,01/18/21 12:20:00 AM,8.245,,,,
232,01/18/21 12:30:00 AM,8.195,,,,
233,01/18/21 12:40:00 AM,8.145,,,,
234,01/18/21 12:50:00 AM,8.319,,,,
235,01/18/21 01:00:00 AM,8.344,,,,
236,01/18/21 01:10:00 AM,8.245,,,,
237,01/18/21 01:20:00 AM,8.170,,,,
238,01/18/21 01:30:00 AM,8.145,,,,
239,01/18/21 01:40:00 AM,8.295,,,,
240,01/18/21 01:50:00 AM,8.195,,,,
241,01/18/21 02:00:00 AM,8.145,,,,
242,01/18/21 02:10:00 AM,8.344,,,,
243,01/18/21 02:20:00 AM,8.344,,,,
244,01/18/21 02:30:00 AM,8.245,,,,
245,01/18/21 02:40:00 AM,8.170,,,,
246,01/18/21 02:50:00 AM,8.170,,,,
247,01/18/21 03:00:00 AM,8.369,,,,
248,01/18/21 03:10:00 AM,8.270,,,,
249,01/18/21 03:20:00 AM,8.195,,,,
250,01/18/21 03:30:00 AM,8.120,,,,
251,01/18/21 03:40:00 AM,8.394,,,,
252,01/18/21 03:50:00 AM,8.295,,,,
253,01/18/21 04:00:00 AM,8.220,,,,
254,01/18/21 04:10:00 AM,8.145,,,,
255,01/18/21 04:20:00 AM,8.295,,,,
256,01/18/21 04:30:00 AM,8.369,,,,
257,01/18/21 04:40:00 AM,8.270,,,,
258,01/18/21 04:50:00 AM,8.195,,,,
259,01/18/21 05:00:00 AM,8.120,,,,
260,01/18/21 05:10:00 AM,8.394,,,,
261,01/18/21 05:20:00 AM,8.344,,,,
262,01/18/21 05:30:00 AM,8.295,,,,
263,01/18/21 05:40:00 AM,8.245,,,,
264,01/18/21 05:50:00 AM,8.195,,,,
265,01/18/21 06:00:00 AM,8.195,,,,
266,01/18/21 06:10:00 AM,8.195,,,,
267,01/18/21 06:20:00 AM,8.195,,,,
268,01/18/21 06:30:00 AM,8.220,,,,
269,01/18/21 06:40:00 AM,8.220,,,,
270,01/18/21 06:50:00 AM,8.270,,,,
271,01/18/21 07:00:00 AM,8.295,,,,
272,01/18/21 07:10:00 AM,8.319,,,,
273,01/18/21 07:20:00 AM,8.319,,,,
274,01/18/21 07:30:00 AM,8.344,,,,
275,01/18/21 07:40:00 AM,8.369,,,,
276,01/18/21 07:50:00 AM,8.369,,,,
277,01/18/21 08:00:00 AM,8.394,,,,
278,01/18/21 08:10:00 AM,8.419,,,,
279,01/18/21 08:20:00 AM,8.444,,,,
280,01/18/21 08:30:00 AM,8.444,,,,
281,01/18/21 08:40:00 AM,8.444,,,,
282,01/18/21 08:50:00 AM,8.444,,,,
283,01/18/21 09:00:00 AM,8.444,,,,
284,01/18/21 09:10:00 AM,8.444,,,,
285,01/18/21 09:20:00 AM,8.469,,,,
286,01/18/21 09:30:00 AM,8.469,,,,
287,01/18/21 09:40:00 AM,8.494,,,,
288,01/18/21 09:50:00 AM,8.519,,,,
289,01/18/21 10:00:00 AM,8.519,,,,
290,01/18/21 10:10:00 AM,8.543,,,,
291,01/18/21 10:20:00 AM,8.543,,,,
292,01/18/21 10:30:00 AM,8.543,,,,
293,01/18/21 10:40:00 AM,8.543,,,,
294,01/18/21 10:50:00 AM,8.543,,,,
295,01/18/21 11:00:00 AM,8.543,,,,
296,01/18/21 11:10:00 AM,8.543,,,,
297,01/18/21 11:20:00 AM,8.519,,,,
298,01/18/21 11:30:00 AM,8.519,,,,
299,01/18/21 11:40:00 AM,8.494,,,,
300,01/18/21 11:50:00 AM,8.469,,,,
301,01/18/21 12:00:00 PM,8.469,,,,
302,01/18/21 12:10:00 PM,8.444,,,,
303,01/18/21 12:20:00 PM,8.419,,,,
304,01/18/21 12:30:00 PM,8.419,,,,
305,01/18/21 12:40:00 PM,8.394,,,,
306,01/18/21 12:50:00 PM,8.369,,,,
307,01/18/21 01:00:00 PM,8.344,,,,
308,01/18/21 01:10:00 PM,8.344,,,,
309,01/18/21 01:20:00 PM,8.319,,,,
310,01/18/21 01:30:00 PM,8.295,,,,
311,01/18/21 01:40:00 PM,8.295,,,,
312,01/18/21 01:50:00 PM,8.270,,,,
313,01/18/21 02:00:00 PM,8.270,,,,
314,01/18/21 02:10:00 PM,8.270,,,,
315,01/18/21 02:20:00 PM,8.245,,,,
316,01/18/21 02:30:00 PM,8.245,,,,
317,01/18/21 02:40:00 PM,8.220,,,,
318,01/18/21 02:50:00 PM,8.195,,,,
319,01/18/21 03:00:00 PM,8.195,,,,
320,01/18/21 03:10:00 PM,8.170,,,,
321,01/18/21 03:20:00 PM,8.145,,,,
322,01/18/21 03:30:00 PM,8.145,,,,
323,01/18/21 03:40:00 PM,8.170,,,,
324,01/18/21 03:50:00 PM,8.245,,,,
325,01/18/21 04:00:00 PM,8.220,,,,
326,01/18/21 04:10:00 PM,8.170,,,,
327,01/18/21 04:20:00 PM,8.120,,,,
328,01/18/21 04:30:00 PM,8.369,,,,
329,01/18/21 04:40:00 PM,8.319,,,,
330,01/18/21 04:50:00 PM,8.245,,,,
331,01/18/21 05:00:00 PM,8.170,,,,
332,01/18/21 05:10:00 PM,8.120,,,,
333,01/18/21 05:20:00 PM,8.344,,,,
334,01/18/21 05:30:00 PM,8.319,,,,
335,01/18/21 05:40:00 PM,8.245,,,,
336,01/18/21 05:50:00 PM,8.195,,,,
337,01/18/21 06:00:00 PM,8.170,,,,
338,01/18/21 06:10:00 PM,8.120,,,,
339,01/18/21 06:20:00 PM,8.319,,,,
340,01/18/21 06:30:00 PM,8.295,,,,
341,01/18/21 06:40:00 PM,8.245,,,,
342,01/18/21 06:50:00 PM,8.195,,,,
343,01/18/21 07:00:00 PM,8.170,,,,
344,01/18/21 07:10:00 PM,8.145,,,,
345,01/18/21 07:20:00 PM,8.145,,,,
346,01/18/21 07:30:00 PM,8.195,,,,
347,01/18/21 07:40:00 PM,8.319,,,,
348,01/18/21 07:50:00 PM,8.270,,,,
349,01/18/21 08:00:00 PM,8.245,,,,
350,01/18/21 08:10:00 PM,8.195,,,,
351,01/18/21 08:20:00 PM,8.170,,,,
352,01/18/21 08:30:00 PM,8.145,,,,
353,01/18/21 08:40:00 PM,8.145,,,,
354,01/18/21 08:50:00 PM,8.145,,,,
355,01/18/21 09:00:00 PM,8.145,,,,
356,01/18/21 09:10:00 PM,8.120,,,,
357,01/18/21 09:20:00 PM,8.145,,,,
358,01/18/21 09:30:00 PM,8.145,,,,
359,01/18/21 09:40:00 PM,8.145,,,,
360,01/18/21 09:50:00 PM,8.170,,,,
361,01/18/21 10:00:00 PM,8.195,,,,
362,01/18/21 10:10:00 PM,8.195,,,,
363,01/18/21 10:20:00 PM,8.195,,,,
364,01/18/21 10:30:00 PM,8.195,,,,
365,01/18/21 10:40:00 PM,8.195,,,,
366,01/18/21 10:50:00 PM,8.195,,,,
367,01/18/21 11:00:00 PM,8.195,,,,
368,01/18/21 11:10:00 PM,8.170,,,,
369,01/18/21 11:20:00 PM,8.170,,,,
370,01/18/21 11:30:00 PM,8.145,,,,
371,01/18/21 11:40:00 PM,8.120,,,,
372,01/18/21 11:50:00 PM,8.195,,,,
373,01/19/21 12:00:00 AM,8.170,,,,
374,01/19/21 12:10:00 AM,8.120,,,,
375,01/19/21 12:20:00 AM,8.344,,,,
376,01/19/21 12:30:00 AM,8.319,,,,
377,01/19/21 12:40:00 AM,8.220,,,,
378,01/19/21 12:50:00 AM,8.145,,,,
379,01/19/21 01:00:00 AM,8.344,,,,
380,01/19/21 01:10:00 AM,8.295,,,,
381,01/19/21 01:20:00 AM,8.195,,,,
382,01/19/21 01:30:00 AM,8.120,,,,
383,01/19/21 01:40:00 AM,8.344,,,,
384,01/19/21 01:50:00 AM,8.245,,,,
385,01/19/21 02:00:00 AM,8.120,,,,
386,01/19/21 02:10:00 AM,8.369,,,,
387,01/19/21 02:20:00 AM,8.295,,,,
388,01/19/21 02:30:00 AM,8.170,,,,
389,01/19/21 02:40:00 AM,8.270,,,,
390,01/19/21 02:50:00 AM,8.319,,,,
391,01/19/21 03:00:00 AM,8.195,,,,
392,01/19/21 03:10:00 AM,8.120,,,,
393,01/19/21 03:20:00 AM,8.369,,,,
394,01/19/21 03:30:00 AM,8.245,,,,
395,01/19/21 03:40:00 AM,8.145,,,,
396,01/19/21 03:50:00 AM,8.369,,,,
397,01/19/21 04:00:00 AM,8.344,,,,
398,01/19/21 04:10:00 AM,8.245,,,,
399,01/19/21 04:20:00 AM,8.145,,,,
400,01/19/21 04:30:00 AM,8.394,,,,
401,01/19/21 04:40:00 AM,8.344,,,,
402,01/19/21 04:50:00 AM,8.220,,,,
403,01/19/21 05:00:00 AM,8.120,,,,
404,01/19/21 05:10:00 AM,8.394,,,,
405,01/19/21 05:20:00 AM,8.319,,,,
406,01/19/21 05:30:00 AM,8.220,,,,
407,01/19/21 05:40:00 AM,8.145,,,,
408,01/19/21 05:50:00 AM,8.369,,,,
409,01/19/21 06:00:00 AM,8.369,,,,
410,01/19/21 06:10:00 AM,8.319,,,,
411,01/19/21 06:20:00 AM,8.319,,,,
412,01/19/21 06:30:00 AM,8.344,,,,
413,01/19/21 06:40:00 AM,8.344,,,,
414,01/19/21 06:50:00 AM,8.295,,,,
415,01/19/21 07:00:00 AM,8.270,,,,
416,01/19/21 07:10:00 AM,8.245,,,,
417,01/19/21 07:20:00 AM,8.220,,,,
418,01/19/21 07:30:00 AM,8.195,,,,
419,01/19/21 07:40:00 AM,8.170,,,,
420,01/19/21 07:50:00 AM,8.145,,,,
421,01/19/21 08:00:00 AM,8.120,,,,
422,01/19/21 08:10:00 AM,8.120,,,,
423,01/19/21 08:20:00 AM,8.095,,,,
424,01/19/21 08:30:00 AM,8.095,,,,
425,01/19/21 08:40:00 AM,8.295,,,,
426,01/19/21 08:50:00 AM,8.295,,,,
427,01/19/21 09:00:00 AM,8.270,,,,
428,01/19/21 09:10:00 AM,8.195,,,,
429,01/19/21 09:20:00 AM,8.145,,,,
430,01/19/21 09:30:00 AM,8.120,,,,
431,01/19/21 09:40:00 AM,8.095,,,,
432,01/19/21 09:50:00 AM,8.245,,,,
433,01/19/21 10:00:00 AM,8.220,,,,
434,01/19/21 10:10:00 AM,8.220,,,,
435,01/19/21 10:20:00 AM,8.195,,,,
436,01/19/21 10:30:00 AM,8.195,,,,
437,01/19/21 10:40:00 AM,8.195,,,,
438,01/19/21 10:50:00 AM,8.195,,,,
439,01/19/21 11:00:00 AM,8.195,,,,
440,01/19/21 11:10:00 AM,8.195,,,,
441,01/19/21 11:20:00 AM,8.195,,,,
442,01/19/21 11:30:00 AM,8.195,,,,
443,01/19/21 11:40:00 AM,8.195,,,,
444,01/19/21 11:50:00 AM,8.170,,,,
445,01/19/21 12:00:00 PM,8.145,,,,
446,01/19/21 12:10:00 PM,8.120,,,,
447,01/19/21 12:20:00 PM,8.095,,,,
448,01/19/21 12:30:00 PM,8.145,,,,
449,01/19/21 12:40:00 PM,8.245,,,,
450,01/19/21 12:50:00 PM,8.195,,,,
451,01/19/21 01:00:00 PM,8.145,,,,
452,01/19/21 01:10:00 PM,8.095,,,,
453,01/19/21 01:20:00 PM,8.369,,,,
454,01/19/21 01:30:00 PM,8.295,,,,
455,01/19/21 01:40:00 PM,8.195,,,,
456,01/19/21 01:50:00 PM,8.095,,,,
457,01/19/21 02:00:00 PM,8.394,,,,
458,01/19/21 02:10:00 PM,8.344,,,,
459,01/19/21 02:20:00 PM,8.220,,,,
460,01/19/21 02:30:00 PM,8.095,,,,
461,01/19/21 02:40:00 PM,8.394,,,,
462,01/19/21 02:50:00 PM,8.319,,,,
463,01/19/21 03:00:00 PM,8.170,,,,
464,01/19/21 03:10:00 PM,8.095,,,,
465,01/19/21 03:20:00 PM,8.394,,,,
466,01/19/21 03:30:00 PM,8.245,,,,
467,01/19/21 03:40:00 PM,8.095,,,,
468,01/19/21 03:50:00 PM,8.394,,,,
469,01/19/21 04:00:00 PM,8.295,,,,
470,01/19/21 04:10:00 PM,8.145,,,,
471,01/19/21 04:20:00 PM,8.295,,,,
472,01/19/21 04:30:00 PM,8.344,,,,
473,01/19/21 04:40:00 PM,8.220,,,,
474,01/19/21 04:50:00 PM,8.095,,,,
475,01/19/21 05:00:00 PM,8.369,,,,
476,01/19/21 05:10:00 PM,8.319,,,,
477,01/19/21 05:20:00 PM,8.195,,,,
478,01/19/21 05:30:00 PM,8.095,,,,
479,01/19/21 05:40:00 PM,8.394,,,,
480,01/19/21 05:50:00 PM,8.295,,,,
481,01/19/21 06:00:00 PM,8.170,,,,
482,01/19/21 06:10:00 PM,8.095,,,,
483,01/19/21 06:20:00 PM,8.394,,,,
484,01/19/21 06:30:00 PM,8.270,,,,
485,01/19/21 06:40:00 PM,8.170,,,,
486,01/19/21 06:50:00 PM,8.120,,,,
487,01/19/21 07:00:00 PM,8.369,,,,
488,01/19/21 07:10:00 PM,8.245,,,,
489,01/19/21 07:20:00 PM,8.145,,,,
490,01/19/21 07:30:00 PM,8.120,,,,
491,01/19/21 07:40:00 PM,8.369,,,,
492,01/19/21 07:50:00 PM,8.270,,,,
493,01/19/21 08:00:00 PM,8.195,,,,
494,01/19/21 08:10:00 PM,8.120,,,,
495,01/19/21 08:20:00 PM,8.295,,,,
496,01/19/21 08:30:00 PM,8.344,,,,
497,01/19/21 08:40:00 PM,8.270,,,,
498,01/19/21 08:50:00 PM,8.195,,,,
499,01/19/21 09:00:00 PM,8.145,,,,
500,01/19/21 09:10:00 PM,8.095,,,,
501,01/19/21 09:20:00 PM,8.344,,,,
502,01/19/21 09:30:00 PM,8.295,,,,
503,01/19/21 09:40:00 PM,8.195,,,,
504,01/19/21 09:50:00 PM,8.145,,,,
505,01/19/21 10:00:00 PM,8.195,,,,
506,01/19/21 10:10:00 PM,8.369,,,,
507,01/19/21 10:20:00 PM,8.270,,,,
508,01/19/21 10:30:00 PM,8.195,,,,
509,01/19/21 10:40:00 PM,8.145,,,,
510,01/19/21 10:50:00 PM,8.095,,,,
511,01/19/21 11:00:00 PM,8.369,,,,
512,01/19/21 11:10:00 PM,8.344,,,,
513,01/19/21 11:20:00 PM,8.245,,,,
514,01/19/21 11:30:00 PM,8.170,,,,
515,01/19/21 11:40:00 PM,8.095,,,,
516,01/19/21 11:50:00 PM,8.344,,,,
517,01/20/21 12:00:00 AM,8.295,,,,
518,01/20/21 12:10:00 AM,8.195,,,,
519,01/20/21 12:20:00 AM,8.070,,,,
520,01/20/21 12:30:00 AM,8.369,,,,
521,01/20/21 12:40:00 AM,8.245,,,,
522,01/20/21 12:50:00 AM,8.095,,,,
523,01/20/21 01:00:00 AM,8.394,,,,
524,01/20/21 01:10:00 AM,8.270,,,,
525,01/20/21 01:20:00 AM,8.120,,,,
526,01/20/21 01:30:00 AM,8.369,,,,
527,01/20/21 01:40:00 AM,8.295,,,,
528,01/20/21 01:50:00 AM,8.120,,,,
529,01/20/21 02:00:00 AM,8.394,,,,
530,01/20/21 02:10:00 AM,8.295,,,,
531,01/20/21 02:20:00 AM,8.145,,,,
532,01/20/21 02:30:00 AM,8.369,,,,
533,01/20/21 02:40:00 AM,8.344,,,,
534,01/20/21 02:50:00 AM,8.170,,,,
535,01/20/21 03:00:00 AM,8.245,,,,
536,01/20/21 03:10:00 AM,8.344,,,,
537,01/20/21 03:20:00 AM,8.195,,,,
538,01/20/21 03:30:00 AM,8.618,,,,
539,01/20/21 03:40:00 AM,10.173,,,,
540,01/20/21 03:50:00 AM,11.467,,,,
541,01/20/21 04:00:00 AM,7.645,,,,
542,01/20/21 04:10:00 AM,7.569,,,,
543,01/20/21 04:20:00 AM,8.369,,,,
544,01/20/21 04:30:00 AM,8.195,,,,
545,01/20/21 04:40:00 AM,8.195,,,,
546,01/20/21 04:50:00 AM,8.245,,,,
547,01/20/21 05:00:00 AM,8.045,,,,
548,01/20/21 05:10:00 AM,8.295,,,,
