Run,Light_Level,Light_Value,Date,Start.time,Stop.time
1,1,0,20201219,12:29,12:43
1,2,5,20201219,12:48,13:03
1,3,19,20201219,13:08,13:22
1,4,30,20201219,13:26,13:40
1,5,49,20201219,13:49,14:03
1,6,70,20201219,14:21,14:36
1,7,133,20201219,14:39,14:55
1,8,208,20201219,14:58,15:13
1,9,253,20201219,15:18,15:34
1,10,345,20201219,15:37,15:51
