Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9258380,19/12/20 12:28:05,0.000,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.554,µmol/L,10.175,°C,1029.000,hPa,Humid,35,0
9258383,19/12/20 12:28:07,0.023,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.441,µmol/L,10.180,°C,1029.000,hPa,Humid,35,0
9258385,19/12/20 12:28:08,0.040,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.306,µmol/L,10.188,°C,1029.000,hPa,Humid,35,0
9258387,19/12/20 12:28:09,0.056,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.422,µmol/L,10.172,°C,1029.000,hPa,Humid,35,0
9258389,19/12/20 12:28:10,0.073,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.481,µmol/L,10.173,°C,1029.000,hPa,Humid,35,0
9258392,19/12/20 12:28:11,0.089,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.329,µmol/L,10.178,°C,1029.000,hPa,Humid,35,0
9258396,19/12/20 12:28:12,0.106,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.416,µmol/L,10.183,°C,1029.000,hPa,Humid,35,0
9258401,19/12/20 12:28:13,0.123,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.368,µmol/L,10.178,°C,1029.000,hPa,Humid,35,0
9258405,19/12/20 12:28:14,0.139,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.262,µmol/L,10.183,°C,1029.000,hPa,Humid,35,0
9258407,19/12/20 12:28:15,0.156,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.324,µmol/L,10.181,°C,1029.000,hPa,Humid,35,0
9258414,19/12/20 12:28:16,0.173,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.292,µmol/L,10.182,°C,1029.000,hPa,Humid,35,0
9258417,19/12/20 12:28:17,0.189,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.375,µmol/L,10.172,°C,1029.000,hPa,Humid,35,0
9258420,19/12/20 12:28:18,0.206,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.292,µmol/L,10.177,°C,1029.000,hPa,Humid,35,0
9258427,19/12/20 12:28:19,0.223,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.169,µmol/L,10.178,°C,1029.000,hPa,Humid,35,0
9258434,19/12/20 12:28:20,0.240,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.414,µmol/L,10.170,°C,1029.000,hPa,Humid,35,0
9258437,19/12/20 12:28:21,0.256,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.414,µmol/L,10.168,°C,1029.000,hPa,Humid,35,0
9258442,19/12/20 12:28:22,0.272,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.342,µmol/L,10.168,°C,1029.000,hPa,Humid,35,0
9258449,19/12/20 12:28:23,0.289,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,266.930,µmol/L,10.203,°C,1029.000,hPa,Humid,35,0
9258459,19/12/20 12:28:24,0.306,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.021,µmol/L,10.200,°C,1029.000,hPa,Humid,35,0
9258467,19/12/20 12:28:25,0.323,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,267.189,µmol/L,10.181,°C,1030.000,hPa,Humid,35,0
