Id,Date,Delta T [min],Device,Channel,Phase [°],Amplitude [µV],Reference Amplitude [µV],User Signal Intensity,Signal LED Current,Reference LED Current,Battery [V]
9258454,19/12/20 12:28:23,0.000,Devices!A2:F2,7,23.425,74694,0,360890.6886,28.0,85.0,#N/A
9258461,19/12/20 12:28:24,0.010,Devices!A2:F2,7,23.422,74677,0,360777.2927,28.0,85.0,#N/A
9258468,19/12/20 12:28:25,0.027,Devices!A2:F2,7,23.417,74675,0,360729.7003,28.0,85.0,#N/A
9258475,19/12/20 12:28:26,0.044,Devices!A2:F2,7,23.423,74661,0,360690.5689,28.0,85.0,#N/A
9258481,19/12/20 12:28:27,0.060,Devices!A2:F2,7,23.426,74660,0,360653.9054,28.0,85.0,#N/A
9258486,19/12/20 12:28:28,0.077,Devices!A2:F2,7,23.429,74655,0,360630.4702,28.0,85.0,#N/A
9258500,19/12/20 12:28:29,0.094,Devices!A2:F2,7,23.427,74650,0,360625.6935,28.0,85.0,#N/A
9258508,19/12/20 12:28:30,0.111,Devices!A2:F2,7,23.426,74649,0,360613.3894,28.0,85.0,#N/A
9258509,19/12/20 12:28:31,0.127,Devices!A2:F2,7,23.427,74641,0,360589.9157,28.0,85.0,#N/A
9258523,19/12/20 12:28:32,0.144,Devices!A2:F2,7,23.425,74637,0,360577.3777,28.0,85.0,#N/A
9258532,19/12/20 12:28:33,0.160,Devices!A2:F2,7,23.42,74636,0,360575.8622,28.0,85.0,#N/A
9258540,19/12/20 12:28:34,0.177,Devices!A2:F2,7,23.427,74636,0,360568.1951,28.0,85.0,#N/A
9258545,19/12/20 12:28:35,0.193,Devices!A2:F2,7,23.425,74624,0,360554.0379,28.0,85.0,#N/A
9258553,19/12/20 12:28:36,0.210,Devices!A2:F2,7,23.429,74623,0,360546.8633,28.0,85.0,#N/A
9258564,19/12/20 12:28:37,0.227,Devices!A2:F2,7,23.428,74619,0,360534.9656,28.0,85.0,#N/A
9258572,19/12/20 12:28:38,0.244,Devices!A2:F2,7,23.426,74615,0,360524.3901,28.0,85.0,#N/A
9258578,19/12/20 12:28:39,0.260,Devices!A2:F2,7,23.422,74619,0,360512.9481,28.0,85.0,#N/A
9258588,19/12/20 12:28:40,0.277,Devices!A2:F2,7,23.42,74613,0,360516.7547,28.0,85.0,#N/A
9258593,19/12/20 12:28:41,0.297,Devices!A2:F2,7,23.426,74615,0,360527.2006,28.0,85.0,#N/A
9258602,19/12/20 12:28:42,0.310,Devices!A2:F2,7,23.426,74606,0,360491.3151,28.0,85.0,#N/A
9258612,19/12/20 12:28:43,0.327,Devices!A2:F2,7,23.426,74602,0,360498.2672,28.0,85.0,#N/A
9258620,19/12/20 12:28:44,0.344,Devices!A2:F2,7,23.425,74598,0,360486.6036,28.0,85.0,#N/A
9258623,19/12/20 12:28:45,0.361,Devices!A2:F2,7,23.424,74599,0,360477.7428,28.0,85.0,#N/A
9258629,19/12/20 12:28:46,0.377,Devices!A2:F2,7,23.43,74589,0,360478.745,28.0,85.0,#N/A
9258644,19/12/20 12:28:47,0.394,Devices!A2:F2,7,23.426,74590,0,360475.6683,28.0,85.0,#N/A
9258651,19/12/20 12:28:48,0.411,Devices!A2:F2,7,23.429,74580,0,360459.0501,28.0,85.0,#N/A
9258660,19/12/20 12:28:49,0.427,Devices!A2:F2,7,23.426,74584,0,360454.4844,28.0,85.0,#N/A
9258668,19/12/20 12:28:50,0.443,Devices!A2:F2,7,23.425,74585,0,360446.0954,28.0,85.0,#N/A
9258676,19/12/20 12:28:51,0.461,Devices!A2:F2,7,23.43,74581,0,360457.7242,28.0,85.0,#N/A
9258677,19/12/20 12:28:52,0.477,Devices!A2:F2,7,23.427,74577,0,360441.2502,28.0,85.0,#N/A
9258692,19/12/20 12:28:53,0.493,Devices!A2:F2,7,23.425,74567,0,360444.2938,28.0,85.0,#N/A
9258699,19/12/20 12:28:54,0.510,Devices!A2:F2,7,23.428,74572,0,360437.2315,28.0,85.0,#N/A
9258708,19/12/20 12:28:55,0.527,Devices!A2:F2,7,23.43,74567,0,360434.7037,28.0,85.0,#N/A
9258716,19/12/20 12:28:56,0.543,Devices!A2:F2,7,23.428,74569,0,360416.8911,28.0,85.0,#N/A
9258723,19/12/20 12:28:57,0.560,Devices!A2:F2,7,23.425,74567,0,360416.172,28.0,85.0,#N/A
9258732,19/12/20 12:28:58,0.577,Devices!A2:F2,7,23.426,74564,0,360419.3273,28.0,85.0,#N/A
9258735,19/12/20 12:28:59,0.594,Devices!A2:F2,7,23.422,74565,0,360402.1756,28.0,85.0,#N/A
9258748,19/12/20 12:29:00,0.611,Devices!A2:F2,7,23.426,74553,0,360395.6722,28.0,85.0,#N/A
9258750,19/12/20 12:29:01,0.627,Devices!A2:F2,7,23.427,74550,0,360392.3544,28.0,85.0,#N/A
9258757,19/12/20 12:29:02,0.644,Devices!A2:F2,7,23.421,74553,0,360382.3165,28.0,85.0,#N/A
9258772,19/12/20 12:29:03,0.660,Devices!A2:F2,7,23.422,74555,0,360388.5326,28.0,85.0,#N/A
9258776,19/12/20 12:29:04,0.677,Devices!A2:F2,7,23.425,74548,0,360372.8,28.0,85.0,#N/A
9258787,19/12/20 12:29:05,0.693,Devices!A2:F2,7,23.428,74542,0,360378.3284,28.0,85.0,#N/A
9258789,19/12/20 12:29:06,0.710,Devices!A2:F2,7,23.423,74544,0,360373.7029,28.0,85.0,#N/A
9258804,19/12/20 12:29:07,0.727,Devices!A2:F2,7,23.427,74539,0,360379.1582,28.0,85.0,#N/A
9258812,19/12/20 12:29:08,0.744,Devices!A2:F2,7,23.42,74530,0,360359.7082,28.0,85.0,#N/A
9258819,19/12/20 12:29:09,0.760,Devices!A2:F2,7,23.429,74537,0,360353.6261,28.0,85.0,#N/A
9258828,19/12/20 12:29:10,0.777,Devices!A2:F2,7,23.428,74534,0,360340.6009,28.0,85.0,#N/A
9258835,19/12/20 12:29:11,0.794,Devices!A2:F2,7,23.422,74533,0,360347.5424,28.0,85.0,#N/A
9258840,19/12/20 12:29:12,0.810,Devices!A2:F2,7,23.426,74528,0,360334.7382,28.0,85.0,#N/A
9258848,19/12/20 12:29:13,0.827,Devices!A2:F2,7,23.426,74532,0,360328.7648,28.0,85.0,#N/A
9258853,19/12/20 12:29:14,0.843,Devices!A2:F2,7,23.423,74526,0,360334.3287,28.0,85.0,#N/A
9258862,19/12/20 12:29:15,0.860,Devices!A2:F2,7,23.427,74521,0,360321.722,28.0,85.0,#N/A
9258870,19/12/20 12:29:16,0.877,Devices!A2:F2,7,23.424,74522,0,360317.8723,28.0,85.0,#N/A
9258879,19/12/20 12:29:17,0.894,Devices!A2:F2,7,23.421,74521,0,360321.3906,28.0,85.0,#N/A
9258885,19/12/20 12:29:18,0.910,Devices!A2:F2,7,23.422,74519,0,360319.7157,28.0,85.0,#N/A
9258893,19/12/20 12:29:19,0.927,Devices!A2:F2,7,23.429,74511,0,360309.1654,28.0,85.0,#N/A
9258901,19/12/20 12:29:20,0.944,Devices!A2:F2,7,23.428,74519,0,360315.2584,28.0,85.0,#N/A
9258911,19/12/20 12:29:21,0.960,Devices!A2:F2,7,23.425,74504,0,360311.8167,28.0,85.0,#N/A
9258923,19/12/20 12:29:22,0.977,Devices!A2:F2,7,23.426,74512,0,360302.485,28.0,85.0,#N/A
9258925,19/12/20 12:29:23,0.993,Devices!A2:F2,7,23.425,74505,0,360289.1296,28.0,85.0,#N/A
9258933,19/12/20 12:29:24,1.010,Devices!A2:F2,7,23.425,74507,0,360301.0146,28.0,85.0,#N/A
9258944,19/12/20 12:29:25,1.027,Devices!A2:F2,7,23.422,74504,0,360291.9006,28.0,85.0,#N/A
9258949,19/12/20 12:29:26,1.043,Devices!A2:F2,7,23.427,74500,0,360290.4956,28.0,85.0,#N/A
9258957,19/12/20 12:29:27,1.060,Devices!A2:F2,7,23.424,74502,0,360294.5159,28.0,85.0,#N/A
9258965,19/12/20 12:29:28,1.077,Devices!A2:F2,7,23.431,74501,0,360289.9738,28.0,85.0,#N/A
9258975,19/12/20 12:29:29,1.094,Devices!A2:F2,7,23.429,74496,0,360282.2991,28.0,85.0,#N/A
9258981,19/12/20 12:29:30,1.110,Devices!A2:F2,7,23.426,74493,0,360276.3855,28.0,85.0,#N/A
9258989,19/12/20 12:29:31,1.127,Devices!A2:F2,7,23.428,74494,0,360282.7038,28.0,85.0,#N/A
9258998,19/12/20 12:29:32,1.144,Devices!A2:F2,7,23.424,74498,0,360280.7499,28.0,85.0,#N/A
9259005,19/12/20 12:29:33,1.160,Devices!A2:F2,7,23.43,74492,0,360267.6627,28.0,85.0,#N/A
9259016,19/12/20 12:29:34,1.177,Devices!A2:F2,7,23.422,74495,0,360262.2273,28.0,85.0,#N/A
9259023,19/12/20 12:29:35,1.193,Devices!A2:F2,7,23.425,74487,0,360254.2281,28.0,85.0,#N/A
9259031,19/12/20 12:29:36,1.210,Devices!A2:F2,7,23.426,74486,0,360255.5662,28.0,85.0,#N/A
9259037,19/12/20 12:29:37,1.227,Devices!A2:F2,7,23.42,74480,0,360253.349,28.0,85.0,#N/A
9259047,19/12/20 12:29:38,1.244,Devices!A2:F2,7,23.428,74482,0,360242.314,28.0,85.0,#N/A
9259053,19/12/20 12:29:39,1.260,Devices!A2:F2,7,23.426,74478,0,360228.6174,28.0,85.0,#N/A
9259061,19/12/20 12:29:40,1.277,Devices!A2:F2,7,23.427,74475,0,360226.4168,28.0,85.0,#N/A
9259069,19/12/20 12:29:41,1.294,Devices!A2:F2,7,23.425,74474,0,360224.2662,28.0,85.0,#N/A
9259077,19/12/20 12:29:42,1.310,Devices!A2:F2,7,23.428,74476,0,360218.9824,28.0,85.0,#N/A
9259087,19/12/20 12:29:43,1.326,Devices!A2:F2,7,23.424,74470,0,360216.3747,28.0,85.0,#N/A
9259094,19/12/20 12:29:44,1.343,Devices!A2:F2,7,23.423,74474,0,360218.9755,28.0,85.0,#N/A
9259103,19/12/20 12:29:45,1.360,Devices!A2:F2,7,23.429,74476,0,360230.1013,28.0,85.0,#N/A
9259111,19/12/20 12:29:46,1.377,Devices!A2:F2,7,23.43,74466,0,360217.7169,28.0,85.0,#N/A
9259123,19/12/20 12:29:47,1.394,Devices!A2:F2,7,23.429,74472,0,360224.5009,28.0,85.0,#N/A
9259125,19/12/20 12:29:48,1.410,Devices!A2:F2,7,23.422,74463,0,360206.1393,28.0,85.0,#N/A
9259136,19/12/20 12:29:49,1.427,Devices!A2:F2,7,23.427,74469,0,360218.6802,28.0,85.0,#N/A
9259144,19/12/20 12:29:50,1.444,Devices!A2:F2,7,23.423,74466,0,360207.534,28.0,85.0,#N/A
9259152,19/12/20 12:29:51,1.461,Devices!A2:F2,7,23.427,74466,0,360208.9752,28.0,85.0,#N/A
9259157,19/12/20 12:29:52,1.477,Devices!A2:F2,7,23.425,74457,0,360200.3243,28.0,85.0,#N/A
9259166,19/12/20 12:29:53,1.493,Devices!A2:F2,7,23.427,74464,0,360200.8128,28.0,85.0,#N/A
9259174,19/12/20 12:29:54,1.510,Devices!A2:F2,7,23.427,74462,0,360191.1375,28.0,85.0,#N/A
9259181,19/12/20 12:29:55,1.527,Devices!A2:F2,7,23.425,74458,0,360187.1036,28.0,85.0,#N/A
9259189,19/12/20 12:29:56,1.543,Devices!A2:F2,7,23.423,74454,0,360186.0075,28.0,85.0,#N/A
9259198,19/12/20 12:29:57,1.560,Devices!A2:F2,7,23.427,74447,0,360173.9032,28.0,85.0,#N/A
9259206,19/12/20 12:29:58,1.577,Devices!A2:F2,7,23.429,74458,0,360183.0501,28.0,85.0,#N/A
9259216,19/12/20 12:29:59,1.594,Devices!A2:F2,7,23.424,74456,0,360181.2198,28.0,85.0,#N/A
9259224,19/12/20 12:30:00,1.610,Devices!A2:F2,7,23.421,74448,0,360162.7792,28.0,85.0,#N/A
9259230,19/12/20 12:30:01,1.627,Devices!A2:F2,7,23.426,74451,0,360164.6602,28.0,85.0,#N/A
9259239,19/12/20 12:30:02,1.644,Devices!A2:F2,7,23.428,74447,0,360168.5622,28.0,85.0,#N/A
9259248,19/12/20 12:30:03,1.660,Devices!A2:F2,7,23.428,74449,0,360165.5485,28.0,85.0,#N/A
9259256,19/12/20 12:30:04,1.677,Devices!A2:F2,7,23.425,74448,0,360151.4946,28.0,85.0,#N/A
9259262,19/12/20 12:30:05,1.693,Devices!A2:F2,7,23.423,74442,0,360151.3747,28.0,85.0,#N/A
9259270,19/12/20 12:30:06,1.710,Devices!A2:F2,7,23.423,74442,0,360156.4739,28.0,85.0,#N/A
9259279,19/12/20 12:30:07,1.727,Devices!A2:F2,7,23.425,74440,0,360158.5633,28.0,85.0,#N/A
9259285,19/12/20 12:30:08,1.743,Devices!A2:F2,7,23.427,74438,0,360141.7851,28.0,85.0,#N/A
9259295,19/12/20 12:30:09,1.760,Devices!A2:F2,7,23.427,74438,0,360136.2405,28.0,85.0,#N/A
9259302,19/12/20 12:30:10,1.777,Devices!A2:F2,7,23.424,74432,0,360144.9712,28.0,85.0,#N/A
9259310,19/12/20 12:30:11,1.794,Devices!A2:F2,7,23.423,74435,0,360135.2899,28.0,85.0,#N/A
9259318,19/12/20 12:30:12,1.811,Devices!A2:F2,7,23.423,74432,0,360139.8399,28.0,85.0,#N/A
9259325,19/12/20 12:30:13,1.827,Devices!A2:F2,7,23.425,74435,0,360139.4413,28.0,85.0,#N/A
9259334,19/12/20 12:30:14,1.843,Devices!A2:F2,7,23.424,74428,0,360133.2378,28.0,85.0,#N/A
9259341,19/12/20 12:30:15,1.860,Devices!A2:F2,7,23.426,74423,0,360136.2542,28.0,85.0,#N/A
9259349,19/12/20 12:30:16,1.877,Devices!A2:F2,7,23.421,74434,0,360135.675,28.0,85.0,#N/A
9259357,19/12/20 12:30:17,1.893,Devices!A2:F2,7,23.424,74422,0,360120.1224,28.0,85.0,#N/A
9259365,19/12/20 12:30:18,1.910,Devices!A2:F2,7,23.428,74428,0,360121.7662,28.0,85.0,#N/A
9259374,19/12/20 12:30:19,1.927,Devices!A2:F2,7,23.425,74431,0,360117.8598,28.0,85.0,#N/A
9259382,19/12/20 12:30:20,1.944,Devices!A2:F2,7,23.428,74425,0,360113.4839,28.0,85.0,#N/A
9259389,19/12/20 12:30:21,1.960,Devices!A2:F2,7,23.422,74424,0,360107.3611,28.0,85.0,#N/A
9259397,19/12/20 12:30:22,1.977,Devices!A2:F2,7,23.427,74421,0,360099.5051,28.0,85.0,#N/A
9259405,19/12/20 12:30:23,1.994,Devices!A2:F2,7,23.424,74420,0,360103.8059,28.0,85.0,#N/A
9259413,19/12/20 12:30:24,2.011,Devices!A2:F2,7,23.426,74419,0,360101.8242,28.0,85.0,#N/A
9259421,19/12/20 12:30:25,2.027,Devices!A2:F2,7,23.422,74420,0,360088.2302,28.0,85.0,#N/A
9259435,19/12/20 12:30:26,2.044,Devices!A2:F2,7,23.424,74418,0,360105.2112,28.0,85.0,#N/A
9259438,19/12/20 12:30:27,2.060,Devices!A2:F2,7,23.427,74414,0,360094.7299,28.0,85.0,#N/A
9259446,19/12/20 12:30:28,2.077,Devices!A2:F2,7,23.427,74415,0,360082.7745,28.0,85.0,#N/A
9259453,19/12/20 12:30:29,2.093,Devices!A2:F2,7,23.426,74412,0,360080.8016,28.0,85.0,#N/A
9259468,19/12/20 12:30:30,2.110,Devices!A2:F2,7,23.425,74408,0,360096.591,28.0,85.0,#N/A
9259476,19/12/20 12:30:31,2.127,Devices!A2:F2,7,23.428,74413,0,360098.8401,28.0,85.0,#N/A
9259484,19/12/20 12:30:32,2.144,Devices!A2:F2,7,23.425,74409,0,360086.4477,28.0,85.0,#N/A
9259488,19/12/20 12:30:33,2.160,Devices!A2:F2,7,23.422,74406,0,360076.8047,28.0,85.0,#N/A
9259493,19/12/20 12:30:34,2.177,Devices!A2:F2,7,23.42,74401,0,360059.2239,28.0,85.0,#N/A
9259508,19/12/20 12:30:35,2.194,Devices!A2:F2,7,23.429,74404,0,360067.0023,28.0,85.0,#N/A
9259516,19/12/20 12:30:36,2.210,Devices!A2:F2,7,23.426,74396,0,360067.6882,28.0,85.0,#N/A
9259517,19/12/20 12:30:37,2.227,Devices!A2:F2,7,23.431,74402,0,360068.1181,28.0,85.0,#N/A
9259525,19/12/20 12:30:38,2.243,Devices!A2:F2,7,23.431,74397,0,360056.8659,28.0,85.0,#N/A
9259533,19/12/20 12:30:39,2.260,Devices!A2:F2,7,23.427,74398,0,360059.3146,28.0,85.0,#N/A
9259548,19/12/20 12:30:40,2.277,Devices!A2:F2,7,23.43,74404,0,360055.9142,28.0,85.0,#N/A
9259549,19/12/20 12:30:41,2.294,Devices!A2:F2,7,23.427,74397,0,360054.5276,28.0,85.0,#N/A
9259558,19/12/20 12:30:42,2.310,Devices!A2:F2,7,23.421,74389,0,360039.0539,28.0,85.0,#N/A
9259567,19/12/20 12:30:43,2.327,Devices!A2:F2,7,23.425,74391,0,360054.7198,28.0,85.0,#N/A
9259574,19/12/20 12:30:44,2.344,Devices!A2:F2,7,23.425,74391,0,360049.8127,28.0,85.0,#N/A
9259581,19/12/20 12:30:45,2.360,Devices!A2:F2,7,23.423,74390,0,360040.2129,28.0,85.0,#N/A
9259592,19/12/20 12:30:46,2.377,Devices!A2:F2,7,23.427,74390,0,360037.3563,28.0,85.0,#N/A
9259599,19/12/20 12:30:47,2.393,Devices!A2:F2,7,23.425,74386,0,360035.1774,28.0,85.0,#N/A
9259608,19/12/20 12:30:48,2.410,Devices!A2:F2,7,23.423,74394,0,360037.935,28.0,85.0,#N/A
9259620,19/12/20 12:30:49,2.427,Devices!A2:F2,7,23.426,74389,0,360038.0351,28.0,85.0,#N/A
9259628,19/12/20 12:30:50,2.444,Devices!A2:F2,7,23.428,74391,0,360036.8174,28.0,85.0,#N/A
9259629,19/12/20 12:30:51,2.460,Devices!A2:F2,7,23.424,74379,0,360024.4066,28.0,85.0,#N/A
9259637,19/12/20 12:30:52,2.477,Devices!A2:F2,7,23.428,74381,0,360019.3003,28.0,85.0,#N/A
9259646,19/12/20 12:30:53,2.494,Devices!A2:F2,7,23.423,74379,0,360025.1457,28.0,85.0,#N/A
9259655,19/12/20 12:30:54,2.511,Devices!A2:F2,7,23.423,74376,0,360014.2071,28.0,85.0,#N/A
9259661,19/12/20 12:30:55,2.527,Devices!A2:F2,7,23.42,74381,0,360014.3089,28.0,85.0,#N/A
9259670,19/12/20 12:30:56,2.543,Devices!A2:F2,7,23.425,74372,0,360013.3721,28.0,85.0,#N/A
9259678,19/12/20 12:30:57,2.560,Devices!A2:F2,7,23.426,74385,0,360012.4546,28.0,85.0,#N/A
9259686,19/12/20 12:30:58,2.577,Devices!A2:F2,7,23.429,74381,0,360015.0583,28.0,85.0,#N/A
9259698,19/12/20 12:30:59,2.593,Devices!A2:F2,7,23.426,74377,0,360005.3335,28.0,85.0,#N/A
9259706,19/12/20 12:31:00,2.610,Devices!A2:F2,7,23.424,74376,0,360014.381,28.0,85.0,#N/A
9259709,19/12/20 12:31:01,2.627,Devices!A2:F2,7,23.426,74370,0,360002.0411,28.0,85.0,#N/A
9259717,19/12/20 12:31:02,2.644,Devices!A2:F2,7,23.418,74371,0,360003.4225,28.0,85.0,#N/A
9259729,19/12/20 12:31:03,2.661,Devices!A2:F2,7,23.426,74365,0,360002.3602,28.0,85.0,#N/A
9259734,19/12/20 12:31:04,2.677,Devices!A2:F2,7,23.425,74369,0,360004.6856,28.0,85.0,#N/A
9259742,19/12/20 12:31:05,2.693,Devices!A2:F2,7,23.426,74369,0,359990.832,28.0,85.0,#N/A
9259751,19/12/20 12:31:06,2.710,Devices!A2:F2,7,23.426,74370,0,359995.1167,28.0,85.0,#N/A
9259759,19/12/20 12:31:07,2.727,Devices!A2:F2,7,23.428,74364,0,359990.952,28.0,85.0,#N/A
9259765,19/12/20 12:31:08,2.743,Devices!A2:F2,7,23.419,74365,0,359974.1799,28.0,85.0,#N/A
9259774,19/12/20 12:31:09,2.760,Devices!A2:F2,7,23.423,74365,0,359979.7993,28.0,85.0,#N/A
9259783,19/12/20 12:31:10,2.777,Devices!A2:F2,7,23.421,74367,0,359978.0533,28.0,85.0,#N/A
9259791,19/12/20 12:31:11,2.794,Devices!A2:F2,7,23.428,74366,0,359977.0778,28.0,85.0,#N/A
9259802,19/12/20 12:31:12,2.811,Devices!A2:F2,7,23.426,74364,0,359963.4122,28.0,85.0,#N/A
9259806,19/12/20 12:31:13,2.827,Devices!A2:F2,7,23.43,74365,0,359971.756,28.0,85.0,#N/A
9259814,19/12/20 12:31:14,2.843,Devices!A2:F2,7,23.426,74363,0,359969.2421,28.0,85.0,#N/A
9259823,19/12/20 12:31:15,2.860,Devices!A2:F2,7,23.427,74357,0,359980.3067,28.0,85.0,#N/A
9259830,19/12/20 12:31:16,2.877,Devices!A2:F2,7,23.427,74364,0,359974.8396,28.0,85.0,#N/A
9259837,19/12/20 12:31:17,2.893,Devices!A2:F2,7,23.421,74361,0,359967.3961,28.0,85.0,#N/A
9259846,19/12/20 12:31:18,2.910,Devices!A2:F2,7,23.429,74355,0,359969.0184,28.0,85.0,#N/A
9259854,19/12/20 12:31:19,2.927,Devices!A2:F2,7,23.427,74361,0,359962.2073,28.0,85.0,#N/A
9259862,19/12/20 12:31:20,2.944,Devices!A2:F2,7,23.426,74353,0,359958.0161,28.0,85.0,#N/A
9259869,19/12/20 12:31:21,2.960,Devices!A2:F2,7,23.423,74356,0,359944.4915,28.0,85.0,#N/A
9259877,19/12/20 12:31:22,2.977,Devices!A2:F2,7,23.425,74352,0,359948.8158,28.0,85.0,#N/A
9259887,19/12/20 12:31:23,2.994,Devices!A2:F2,7,23.428,74355,0,359953.3308,28.0,85.0,#N/A
9259900,19/12/20 12:31:24,3.010,Devices!A2:F2,7,23.423,74351,0,359949.0467,28.0,85.0,#N/A
9259901,19/12/20 12:31:25,3.026,Devices!A2:F2,7,23.426,74354,0,359954.716,28.0,85.0,#N/A
9259911,19/12/20 12:31:26,3.043,Devices!A2:F2,7,23.423,74351,0,359936.4983,28.0,85.0,#N/A
9259919,19/12/20 12:31:27,3.060,Devices!A2:F2,7,23.421,74350,0,359944.8526,28.0,85.0,#N/A
9259926,19/12/20 12:31:28,3.077,Devices!A2:F2,7,23.424,74347,0,359958.8543,28.0,85.0,#N/A
9259935,19/12/20 12:31:29,3.094,Devices!A2:F2,7,23.418,74348,0,359941.6508,28.0,85.0,#N/A
9259942,19/12/20 12:31:30,3.110,Devices!A2:F2,7,23.422,74341,0,359932.0204,28.0,85.0,#N/A
9259950,19/12/20 12:31:31,3.127,Devices!A2:F2,7,23.422,74343,0,359929.5583,28.0,85.0,#N/A
9259958,19/12/20 12:31:32,3.144,Devices!A2:F2,7,23.424,74348,0,359923.2618,28.0,85.0,#N/A
9259967,19/12/20 12:31:33,3.160,Devices!A2:F2,7,23.427,74344,0,359940.5501,28.0,85.0,#N/A
9259974,19/12/20 12:31:34,3.177,Devices!A2:F2,7,23.425,74339,0,359919.2675,28.0,85.0,#N/A
9259982,19/12/20 12:31:35,3.193,Devices!A2:F2,7,23.422,74334,0,359924.099,28.0,85.0,#N/A
9259990,19/12/20 12:31:36,3.210,Devices!A2:F2,7,23.425,74341,0,359937.1168,28.0,85.0,#N/A
9259998,19/12/20 12:31:37,3.227,Devices!A2:F2,7,23.424,74333,0,359923.7102,28.0,85.0,#N/A
9260006,19/12/20 12:31:38,3.243,Devices!A2:F2,7,23.424,74333,0,359914.8941,28.0,85.0,#N/A
9260015,19/12/20 12:31:39,3.260,Devices!A2:F2,7,23.427,74332,0,359916.1983,28.0,85.0,#N/A
9260021,19/12/20 12:31:40,3.277,Devices!A2:F2,7,23.421,74340,0,359912.2247,28.0,85.0,#N/A
9260030,19/12/20 12:31:41,3.294,Devices!A2:F2,7,23.424,74342,0,359905.2575,28.0,85.0,#N/A
9260041,19/12/20 12:31:42,3.311,Devices!A2:F2,7,23.427,74328,0,359911.3326,28.0,85.0,#N/A
9260048,19/12/20 12:31:43,3.327,Devices!A2:F2,7,23.424,74338,0,359891.3264,28.0,85.0,#N/A
9260055,19/12/20 12:31:44,3.343,Devices!A2:F2,7,23.428,74328,0,359910.4767,28.0,85.0,#N/A
9260062,19/12/20 12:31:45,3.360,Devices!A2:F2,7,23.425,74330,0,359907.0323,28.0,85.0,#N/A
9260072,19/12/20 12:31:46,3.377,Devices!A2:F2,7,23.423,74336,0,359899.1878,28.0,85.0,#N/A
9260078,19/12/20 12:31:47,3.393,Devices!A2:F2,7,23.427,74330,0,359891.1397,28.0,85.0,#N/A
9260086,19/12/20 12:31:48,3.410,Devices!A2:F2,7,23.425,74325,0,359895.9188,28.0,85.0,#N/A
9260095,19/12/20 12:31:49,3.427,Devices!A2:F2,7,23.427,74326,0,359894.9256,28.0,85.0,#N/A
9260102,19/12/20 12:31:50,3.444,Devices!A2:F2,7,23.423,74329,0,359894.8652,28.0,85.0,#N/A
9260110,19/12/20 12:31:51,3.460,Devices!A2:F2,7,23.426,74324,0,359880.2506,28.0,85.0,#N/A
9260119,19/12/20 12:31:52,3.477,Devices!A2:F2,7,23.421,74324,0,359882.655,28.0,85.0,#N/A
9260127,19/12/20 12:31:53,3.494,Devices!A2:F2,7,23.421,74325,0,359875.619,28.0,85.0,#N/A
9260136,19/12/20 12:31:54,3.510,Devices!A2:F2,7,23.427,74319,0,359885.6755,28.0,85.0,#N/A
9260141,19/12/20 12:31:55,3.527,Devices!A2:F2,7,23.424,74323,0,359884.0062,28.0,85.0,#N/A
9260156,19/12/20 12:31:56,3.544,Devices!A2:F2,7,23.428,74326,0,359898.0007,28.0,85.0,#N/A
9260159,19/12/20 12:31:57,3.560,Devices!A2:F2,7,23.427,74321,0,359880.6587,28.0,85.0,#N/A
9260166,19/12/20 12:31:58,3.577,Devices!A2:F2,7,23.425,74317,0,359881.6016,28.0,85.0,#N/A
9260173,19/12/20 12:31:59,3.593,Devices!A2:F2,7,23.425,74320,0,359867.9006,28.0,85.0,#N/A
9260181,19/12/20 12:32:00,3.610,Devices!A2:F2,7,23.428,74315,0,359868.0023,28.0,85.0,#N/A
9260195,19/12/20 12:32:01,3.627,Devices!A2:F2,7,23.424,74319,0,359879.855,28.0,85.0,#N/A
9260204,19/12/20 12:32:02,3.644,Devices!A2:F2,7,23.428,74319,0,359872.5418,28.0,85.0,#N/A
9260206,19/12/20 12:32:03,3.660,Devices!A2:F2,7,23.422,74312,0,359854.2847,28.0,85.0,#N/A
9260214,19/12/20 12:32:04,3.677,Devices!A2:F2,7,23.425,74311,0,359863.7637,28.0,85.0,#N/A
9260224,19/12/20 12:32:05,3.694,Devices!A2:F2,7,23.427,74318,0,359874.232,28.0,85.0,#N/A
9260230,19/12/20 12:32:06,3.710,Devices!A2:F2,7,23.428,74314,0,359856.4668,28.0,85.0,#N/A
9260243,19/12/20 12:32:07,3.727,Devices!A2:F2,7,23.428,74314,0,359863.2394,28.0,85.0,#N/A
9260251,19/12/20 12:32:08,3.744,Devices!A2:F2,7,23.424,74311,0,359864.3726,28.0,85.0,#N/A
9260259,19/12/20 12:32:09,3.761,Devices!A2:F2,7,23.423,74306,0,359852.3014,28.0,85.0,#N/A
9260263,19/12/20 12:32:10,3.777,Devices!A2:F2,7,23.423,74306,0,359843.8314,28.0,85.0,#N/A
9260274,19/12/20 12:32:11,3.793,Devices!A2:F2,7,23.428,74311,0,359868.0836,28.0,85.0,#N/A
9260281,19/12/20 12:32:12,3.810,Devices!A2:F2,7,23.426,74309,0,359862.1651,28.0,85.0,#N/A
9260291,19/12/20 12:32:13,3.827,Devices!A2:F2,7,23.427,74314,0,359851.5676,28.0,85.0,#N/A
9260294,19/12/20 12:32:14,3.843,Devices!A2:F2,7,23.427,74309,0,359858.1026,28.0,85.0,#N/A
