Id,Date,Delta T [min],Device,Channel,Phase [°],Amplitude [µV],Reference Amplitude [µV],User Signal Intensity,Signal LED Current,Reference LED Current,Battery [V]
9310480,19/12/20 14:34:02,125.643,Devices!A2:F2,7,23.343,72940,0,358122.4598,28.0,85.0,#N/A
9310493,19/12/20 14:34:03,125.660,Devices!A2:F2,7,23.346,72944,0,358135.4524,28.0,85.0,#N/A
9310501,19/12/20 14:34:04,125.677,Devices!A2:F2,7,23.345,72938,0,358120.7164,28.0,85.0,#N/A
9310503,19/12/20 14:34:05,125.693,Devices!A2:F2,7,23.344,72941,0,358119.3277,28.0,85.0,#N/A
9310510,19/12/20 14:34:06,125.710,Devices!A2:F2,7,23.344,72931,0,358116.609,28.0,85.0,#N/A
9310525,19/12/20 14:34:07,125.727,Devices!A2:F2,7,23.34,72938,0,358126.1631,28.0,85.0,#N/A
9310533,19/12/20 14:34:08,125.744,Devices!A2:F2,7,23.345,72943,0,358125.6399,28.0,85.0,#N/A
9310534,19/12/20 14:34:09,125.760,Devices!A2:F2,7,23.345,72933,0,358120.1931,28.0,85.0,#N/A
9310542,19/12/20 14:34:10,125.777,Devices!A2:F2,7,23.345,72935,0,358134.1282,28.0,85.0,#N/A
9310555,19/12/20 14:34:11,125.794,Devices!A2:F2,7,23.342,72938,0,358125.4412,28.0,85.0,#N/A
9310564,19/12/20 14:34:12,125.811,Devices!A2:F2,7,23.339,72937,0,358120.3455,28.0,85.0,#N/A
9310567,19/12/20 14:34:13,125.827,Devices!A2:F2,7,23.342,72938,0,358114.8281,28.0,85.0,#N/A
9310578,19/12/20 14:34:14,125.843,Devices!A2:F2,7,23.344,72938,0,358122.6169,28.0,85.0,#N/A
9310589,19/12/20 14:34:15,125.860,Devices!A2:F2,7,23.348,72942,0,358122.355,28.0,85.0,#N/A
9310597,19/12/20 14:34:16,125.877,Devices!A2:F2,7,23.342,72939,0,358135.2023,28.0,85.0,#N/A
9310602,19/12/20 14:34:17,125.893,Devices!A2:F2,7,23.34,72935,0,358137.2262,28.0,85.0,#N/A
9310606,19/12/20 14:34:18,125.910,Devices!A2:F2,7,23.342,72938,0,358125.0877,28.0,85.0,#N/A
9310615,19/12/20 14:34:19,125.927,Devices!A2:F2,7,23.346,72937,0,358127.7475,28.0,85.0,#N/A
9310622,19/12/20 14:34:20,125.944,Devices!A2:F2,7,23.346,72928,0,358115.2711,28.0,85.0,#N/A
9310631,19/12/20 14:34:21,125.960,Devices!A2:F2,7,23.344,72933,0,358124.7443,28.0,85.0,#N/A
9310644,19/12/20 14:34:22,125.977,Devices!A2:F2,7,23.346,72927,0,358134.2907,28.0,85.0,#N/A
9310647,19/12/20 14:34:23,125.994,Devices!A2:F2,7,23.342,72927,0,358127.4916,28.0,85.0,#N/A
9310658,19/12/20 14:34:24,126.010,Devices!A2:F2,7,23.345,72928,0,358128.5336,28.0,85.0,#N/A
9310667,19/12/20 14:34:25,126.027,Devices!A2:F2,7,23.339,72938,0,358135.5904,28.0,85.0,#N/A
9310670,19/12/20 14:34:26,126.043,Devices!A2:F2,7,23.345,72942,0,358146.6106,28.0,85.0,#N/A
9310684,19/12/20 14:34:27,126.060,Devices!A2:F2,7,23.345,72934,0,358146.2347,28.0,85.0,#N/A
9310693,19/12/20 14:34:28,126.077,Devices!A2:F2,7,23.343,72935,0,358138.286,28.0,85.0,#N/A
9310696,19/12/20 14:34:29,126.093,Devices!A2:F2,7,23.344,72933,0,358127.9682,28.0,85.0,#N/A
9310707,19/12/20 14:34:30,126.110,Devices!A2:F2,7,23.345,72929,0,358118.4182,28.0,85.0,#N/A
9310717,19/12/20 14:34:31,126.127,Devices!A2:F2,7,23.343,72930,0,358117.0659,28.0,85.0,#N/A
9310719,19/12/20 14:34:32,126.144,Devices!A2:F2,7,23.345,72932,0,358131.6013,28.0,85.0,#N/A
9310731,19/12/20 14:34:33,126.160,Devices!A2:F2,7,23.342,72931,0,358126.4366,28.0,85.0,#N/A
9310739,19/12/20 14:34:34,126.177,Devices!A2:F2,7,23.346,72928,0,358124.1159,28.0,85.0,#N/A
9310744,19/12/20 14:34:35,126.193,Devices!A2:F2,7,23.344,72929,0,358119.8857,28.0,85.0,#N/A
9310756,19/12/20 14:34:36,126.210,Devices!A2:F2,7,23.344,72930,0,358121.472,28.0,85.0,#N/A
9310765,19/12/20 14:34:37,126.227,Devices!A2:F2,7,23.338,72931,0,358117.7159,28.0,85.0,#N/A
9310773,19/12/20 14:34:38,126.244,Devices!A2:F2,7,23.343,72930,0,358130.6244,28.0,85.0,#N/A
9310780,19/12/20 14:34:39,126.260,Devices!A2:F2,7,23.347,72931,0,358125.9599,28.0,85.0,#N/A
9310785,19/12/20 14:34:40,126.277,Devices!A2:F2,7,23.339,72934,0,358122.5661,28.0,85.0,#N/A
9310792,19/12/20 14:34:41,126.294,Devices!A2:F2,7,23.341,72928,0,358126.2809,28.0,85.0,#N/A
9310805,19/12/20 14:34:42,126.311,Devices!A2:F2,7,23.343,72926,0,358121.7722,28.0,85.0,#N/A
9310808,19/12/20 14:34:43,126.326,Devices!A2:F2,7,23.341,72928,0,358116.3875,28.0,85.0,#N/A
9310815,19/12/20 14:34:44,126.343,Devices!A2:F2,7,23.342,72923,0,358124.7297,28.0,85.0,#N/A
9310827,19/12/20 14:34:45,126.360,Devices!A2:F2,7,23.344,72929,0,358128.7544,28.0,85.0,#N/A
9310833,19/12/20 14:34:46,126.377,Devices!A2:F2,7,23.34,72927,0,358130.9513,28.0,85.0,#N/A
9310841,19/12/20 14:34:47,126.394,Devices!A2:F2,7,23.347,72929,0,358133.6311,28.0,85.0,#N/A
9310847,19/12/20 14:34:48,126.410,Devices!A2:F2,7,23.345,72923,0,358124.3473,28.0,85.0,#N/A
9310860,19/12/20 14:34:49,126.427,Devices!A2:F2,7,23.345,72921,0,358122.5246,28.0,85.0,#N/A
9310867,19/12/20 14:34:50,126.444,Devices!A2:F2,7,23.343,72924,0,358125.7502,28.0,85.0,#N/A
9310874,19/12/20 14:34:51,126.461,Devices!A2:F2,7,23.341,72923,0,358116.7205,28.0,85.0,#N/A
9310878,19/12/20 14:34:52,126.477,Devices!A2:F2,7,23.342,72930,0,358125.4485,28.0,85.0,#N/A
9310892,19/12/20 14:34:53,126.493,Devices!A2:F2,7,23.345,72924,0,358124.6964,28.0,85.0,#N/A
9310897,19/12/20 14:34:54,126.510,Devices!A2:F2,7,23.344,72923,0,358138.6637,28.0,85.0,#N/A
9310908,19/12/20 14:34:55,126.527,Devices!A2:F2,7,23.335,72925,0,358129.5965,28.0,85.0,#N/A
9310911,19/12/20 14:34:56,126.543,Devices!A2:F2,7,23.339,72919,0,358133.4689,28.0,85.0,#N/A
9310922,19/12/20 14:34:57,126.560,Devices!A2:F2,7,23.343,72926,0,358127.9639,28.0,85.0,#N/A
9310928,19/12/20 14:34:58,126.577,Devices!A2:F2,7,23.338,72923,0,358118.6165,28.0,85.0,#N/A
9310935,19/12/20 14:34:59,126.593,Devices!A2:F2,7,23.344,72924,0,358115.723,28.0,85.0,#N/A
9310944,19/12/20 14:35:00,126.610,Devices!A2:F2,7,23.341,72924,0,358123.5958,28.0,85.0,#N/A
9310950,19/12/20 14:35:01,126.627,Devices!A2:F2,7,23.346,72925,0,358128.0123,28.0,85.0,#N/A
9310964,19/12/20 14:35:02,126.644,Devices!A2:F2,7,23.344,72919,0,358119.952,28.0,85.0,#N/A
9310973,19/12/20 14:35:03,126.661,Devices!A2:F2,7,23.343,72921,0,358121.4322,28.0,85.0,#N/A
9310976,19/12/20 14:35:04,126.677,Devices!A2:F2,7,23.345,72923,0,358117.257,28.0,85.0,#N/A
9310986,19/12/20 14:35:05,126.694,Devices!A2:F2,7,23.345,72916,0,358117.8681,28.0,85.0,#N/A
9310996,19/12/20 14:35:06,126.711,Devices!A2:F2,7,23.34,72923,0,358107.9374,28.0,85.0,#N/A
9310998,19/12/20 14:35:07,126.727,Devices!A2:F2,7,23.342,72922,0,358115.6425,28.0,85.0,#N/A
9311008,19/12/20 14:35:08,126.743,Devices!A2:F2,7,23.34,72924,0,358124.7129,28.0,85.0,#N/A
9311014,19/12/20 14:35:09,126.760,Devices!A2:F2,7,23.34,72917,0,358113.3296,28.0,85.0,#N/A
9311026,19/12/20 14:35:10,126.777,Devices!A2:F2,7,23.34,72914,0,358118.916,28.0,85.0,#N/A
9311034,19/12/20 14:35:11,126.794,Devices!A2:F2,7,23.343,72922,0,358114.6712,28.0,85.0,#N/A
9311038,19/12/20 14:35:12,126.810,Devices!A2:F2,7,23.339,72914,0,358110.941,28.0,85.0,#N/A
9311048,19/12/20 14:35:13,126.827,Devices!A2:F2,7,23.342,72920,0,358117.1869,28.0,85.0,#N/A
9311060,19/12/20 14:35:14,126.843,Devices!A2:F2,7,23.34,72926,0,358116.4711,28.0,85.0,#N/A
9311066,19/12/20 14:35:15,126.860,Devices!A2:F2,7,23.347,72919,0,358113.5369,28.0,85.0,#N/A
9311077,19/12/20 14:35:16,126.877,Devices!A2:F2,7,23.337,72924,0,358118.102,28.0,85.0,#N/A
9311085,19/12/20 14:35:17,126.894,Devices!A2:F2,7,23.338,72921,0,358121.4006,28.0,85.0,#N/A
9311093,19/12/20 14:35:18,126.910,Devices!A2:F2,7,23.34,72920,0,358113.0255,28.0,85.0,#N/A
9311101,19/12/20 14:35:19,126.927,Devices!A2:F2,7,23.344,72918,0,358100.0356,28.0,85.0,#N/A
9311107,19/12/20 14:35:20,126.944,Devices!A2:F2,7,23.339,72918,0,358112.3268,28.0,85.0,#N/A
9311115,19/12/20 14:35:21,126.960,Devices!A2:F2,7,23.343,72915,0,358111.7292,28.0,85.0,#N/A
9311122,19/12/20 14:35:22,126.977,Devices!A2:F2,7,23.342,72917,0,358113.4034,28.0,85.0,#N/A
9311128,19/12/20 14:35:23,126.994,Devices!A2:F2,7,23.341,72924,0,358114.5025,28.0,85.0,#N/A
9311135,19/12/20 14:35:24,127.010,Devices!A2:F2,7,23.341,72916,0,358116.011,28.0,85.0,#N/A
9311145,19/12/20 14:35:25,127.027,Devices!A2:F2,7,23.339,72919,0,358121.6983,28.0,85.0,#N/A
9311156,19/12/20 14:35:26,127.043,Devices!A2:F2,7,23.34,72911,0,358110.6515,28.0,85.0,#N/A
9311161,19/12/20 14:35:27,127.060,Devices!A2:F2,7,23.343,72914,0,358109.4979,28.0,85.0,#N/A
9311169,19/12/20 14:35:28,127.077,Devices!A2:F2,7,23.34,72916,0,358110.1281,28.0,85.0,#N/A
9311177,19/12/20 14:35:29,127.094,Devices!A2:F2,7,23.339,72919,0,358103.2406,28.0,85.0,#N/A
9311183,19/12/20 14:35:30,127.111,Devices!A2:F2,7,23.337,72916,0,358118.5817,28.0,85.0,#N/A
9311196,19/12/20 14:35:31,127.127,Devices!A2:F2,7,23.338,72911,0,358113.2466,28.0,85.0,#N/A
9311204,19/12/20 14:35:32,127.144,Devices!A2:F2,7,23.343,72908,0,358116.9823,28.0,85.0,#N/A
9311213,19/12/20 14:35:33,127.160,Devices!A2:F2,7,23.34,72914,0,358108.5473,28.0,85.0,#N/A
9311219,19/12/20 14:35:34,127.176,Devices!A2:F2,7,23.338,72916,0,358110.6667,28.0,85.0,#N/A
9311227,19/12/20 14:35:35,127.193,Devices!A2:F2,7,23.338,72922,0,358115.3189,28.0,85.0,#N/A
9311235,19/12/20 14:35:36,127.210,Devices!A2:F2,7,23.342,72922,0,358120.8383,28.0,85.0,#N/A
9311244,19/12/20 14:35:37,127.227,Devices!A2:F2,7,23.342,72915,0,358106.7561,28.0,85.0,#N/A
9311248,19/12/20 14:35:38,127.243,Devices!A2:F2,7,23.346,72915,0,358109.1692,28.0,85.0,#N/A
9311256,19/12/20 14:35:39,127.260,Devices!A2:F2,7,23.342,72917,0,358110.3018,28.0,85.0,#N/A
9311269,19/12/20 14:35:40,127.277,Devices!A2:F2,7,23.345,72921,0,358104.9668,28.0,85.0,#N/A
9311273,19/12/20 14:35:41,127.294,Devices!A2:F2,7,23.341,72916,0,358108.6606,28.0,85.0,#N/A
9311280,19/12/20 14:35:42,127.310,Devices!A2:F2,7,23.34,72912,0,358096.9668,28.0,85.0,#N/A
9311287,19/12/20 14:35:43,127.327,Devices!A2:F2,7,23.34,72911,0,358116.542,28.0,85.0,#N/A
9311296,19/12/20 14:35:44,127.344,Devices!A2:F2,7,23.335,72914,0,358107.9535,28.0,85.0,#N/A
9311304,19/12/20 14:35:45,127.361,Devices!A2:F2,7,23.34,72916,0,358108.4587,28.0,85.0,#N/A
9311310,19/12/20 14:35:46,127.377,Devices!A2:F2,7,23.344,72915,0,358105.4102,28.0,85.0,#N/A
9311320,19/12/20 14:35:47,127.393,Devices!A2:F2,7,23.34,72918,0,358109.1708,28.0,85.0,#N/A
9311333,19/12/20 14:35:48,127.410,Devices!A2:F2,7,23.34,72912,0,358101.3135,28.0,85.0,#N/A
9311341,19/12/20 14:35:49,127.427,Devices!A2:F2,7,23.346,72920,0,358117.2556,28.0,85.0,#N/A
9311345,19/12/20 14:35:50,127.443,Devices!A2:F2,7,23.338,72913,0,358095.2181,28.0,85.0,#N/A
9311354,19/12/20 14:35:51,127.460,Devices!A2:F2,7,23.343,72911,0,358103.1562,28.0,85.0,#N/A
9311364,19/12/20 14:35:52,127.477,Devices!A2:F2,7,23.344,72914,0,358106.8192,28.0,85.0,#N/A
9311372,19/12/20 14:35:53,127.494,Devices!A2:F2,7,23.348,72913,0,358097.1585,28.0,85.0,#N/A
9311378,19/12/20 14:35:54,127.510,Devices!A2:F2,7,23.337,72908,0,358094.9183,28.0,85.0,#N/A
9311386,19/12/20 14:35:55,127.527,Devices!A2:F2,7,23.336,72908,0,358089.7129,28.0,85.0,#N/A
9311395,19/12/20 14:35:56,127.544,Devices!A2:F2,7,23.343,72917,0,358095.1146,28.0,85.0,#N/A
9311404,19/12/20 14:35:57,127.561,Devices!A2:F2,7,23.343,72923,0,358099.1243,28.0,85.0,#N/A
9311408,19/12/20 14:35:58,127.577,Devices!A2:F2,7,23.339,72910,0,358100.5728,28.0,85.0,#N/A
9311418,19/12/20 14:35:59,127.594,Devices!A2:F2,7,23.34,72915,0,358103.6822,28.0,85.0,#N/A
9311428,19/12/20 14:36:00,127.610,Devices!A2:F2,7,23.341,72913,0,358098.1727,28.0,85.0,#N/A
9311436,19/12/20 14:36:01,127.627,Devices!A2:F2,7,23.338,72910,0,358094.9424,28.0,85.0,#N/A
9311443,19/12/20 14:36:02,127.643,Devices!A2:F2,7,23.339,72911,0,358091.0451,28.0,85.0,#N/A
9311449,19/12/20 14:36:03,127.660,Devices!A2:F2,7,23.341,72911,0,358082.8889,28.0,85.0,#N/A
9311459,19/12/20 14:36:04,127.677,Devices!A2:F2,7,23.339,72911,0,358113.8769,28.0,85.0,#N/A
9311469,19/12/20 14:36:05,127.694,Devices!A2:F2,7,23.34,72902,0,358103.0902,28.0,85.0,#N/A
9311472,19/12/20 14:36:06,127.710,Devices!A2:F2,7,23.336,72905,0,358091.879,28.0,85.0,#N/A
9311478,19/12/20 14:36:07,127.727,Devices!A2:F2,7,23.338,72904,0,358093.3769,28.0,85.0,#N/A
9311493,19/12/20 14:36:08,127.744,Devices!A2:F2,7,23.339,72908,0,358100.4391,28.0,85.0,#N/A
9311495,19/12/20 14:36:09,127.761,Devices!A2:F2,7,23.338,72902,0,358088.0279,28.0,85.0,#N/A
9311502,19/12/20 14:36:10,127.777,Devices!A2:F2,7,23.337,72899,0,358080.8026,28.0,85.0,#N/A
9311511,19/12/20 14:36:11,127.793,Devices!A2:F2,7,23.342,72905,0,358090.2845,28.0,85.0,#N/A
9311523,19/12/20 14:36:12,127.810,Devices!A2:F2,7,23.338,72910,0,358084.3623,28.0,85.0,#N/A
9311532,19/12/20 14:36:13,127.827,Devices!A2:F2,7,23.337,72907,0,358095.0997,28.0,85.0,#N/A
9311535,19/12/20 14:36:14,127.843,Devices!A2:F2,7,23.337,72907,0,358089.8078,28.0,85.0,#N/A
9311543,19/12/20 14:36:15,127.860,Devices!A2:F2,7,23.341,72901,0,358086.4475,28.0,85.0,#N/A
9311552,19/12/20 14:36:16,127.877,Devices!A2:F2,7,23.346,72909,0,358088.9363,28.0,85.0,#N/A
9311561,19/12/20 14:36:17,127.894,Devices!A2:F2,7,23.337,72904,0,358091.2289,28.0,85.0,#N/A
9311567,19/12/20 14:36:18,127.910,Devices!A2:F2,7,23.345,72901,0,358079.8089,28.0,85.0,#N/A
9311575,19/12/20 14:36:19,127.927,Devices!A2:F2,7,23.338,72907,0,358091.3849,28.0,85.0,#N/A
9311588,19/12/20 14:36:20,127.944,Devices!A2:F2,7,23.344,72911,0,358097.3451,28.0,85.0,#N/A
9311594,19/12/20 14:36:21,127.960,Devices!A2:F2,7,23.337,72904,0,358089.8472,28.0,85.0,#N/A
9311603,19/12/20 14:36:22,127.977,Devices!A2:F2,7,23.339,72905,0,358090.0853,28.0,85.0,#N/A
9311609,19/12/20 14:36:23,127.994,Devices!A2:F2,7,23.34,72904,0,358101.2668,28.0,85.0,#N/A
9311617,19/12/20 14:36:24,128.010,Devices!A2:F2,7,23.339,72913,0,358095.0969,28.0,85.0,#N/A
9311628,19/12/20 14:36:25,128.027,Devices!A2:F2,7,23.34,72909,0,358087.7589,28.0,85.0,#N/A
9311636,19/12/20 14:36:26,128.044,Devices!A2:F2,7,23.337,72902,0,358088.5574,28.0,85.0,#N/A
9311645,19/12/20 14:36:27,128.061,Devices!A2:F2,7,23.336,72906,0,358096.678,28.0,85.0,#N/A
9311648,19/12/20 14:36:28,128.077,Devices!A2:F2,7,23.342,72902,0,358086.7508,28.0,85.0,#N/A
9311660,19/12/20 14:36:29,128.093,Devices!A2:F2,7,23.338,72898,0,358099.5553,28.0,85.0,#N/A
9311668,19/12/20 14:36:30,128.110,Devices!A2:F2,7,23.337,72898,0,358089.6695,28.0,85.0,#N/A
9311677,19/12/20 14:36:31,128.127,Devices!A2:F2,7,23.339,72904,0,358086.1342,28.0,85.0,#N/A
9311680,19/12/20 14:36:32,128.143,Devices!A2:F2,7,23.341,72901,0,358083.2172,28.0,85.0,#N/A
9311692,19/12/20 14:36:33,128.160,Devices!A2:F2,7,23.336,72906,0,358078.0828,28.0,85.0,#N/A
9311700,19/12/20 14:36:34,128.177,Devices!A2:F2,7,23.338,72904,0,358079.3738,28.0,85.0,#N/A
9311709,19/12/20 14:36:35,128.194,Devices!A2:F2,7,23.342,72898,0,358082.1174,28.0,85.0,#N/A
9311711,19/12/20 14:36:36,128.210,Devices!A2:F2,7,23.34,72894,0,358071.8992,28.0,85.0,#N/A
9311723,19/12/20 14:36:37,128.227,Devices!A2:F2,7,23.34,72896,0,358074.888,28.0,85.0,#N/A
9311731,19/12/20 14:36:38,128.244,Devices!A2:F2,7,23.344,72897,0,358089.668,28.0,85.0,#N/A
9311741,19/12/20 14:36:39,128.261,Devices!A2:F2,7,23.336,72898,0,358087.47,28.0,85.0,#N/A
9311745,19/12/20 14:36:40,128.277,Devices!A2:F2,7,23.344,72894,0,358079.3435,28.0,85.0,#N/A
9311756,19/12/20 14:36:41,128.293,Devices!A2:F2,7,23.335,72901,0,358071.0745,28.0,85.0,#N/A
9311765,19/12/20 14:36:42,128.310,Devices!A2:F2,7,23.339,72899,0,358075.3233,28.0,85.0,#N/A
9311772,19/12/20 14:36:43,128.326,Devices!A2:F2,7,23.341,72892,0,358078.7857,28.0,85.0,#N/A
9311780,19/12/20 14:36:44,128.343,Devices!A2:F2,7,23.339,72900,0,358093.0105,28.0,85.0,#N/A
9311788,19/12/20 14:36:45,128.360,Devices!A2:F2,7,23.341,72895,0,358068.7209,28.0,85.0,#N/A
9311797,19/12/20 14:36:46,128.377,Devices!A2:F2,7,23.336,72892,0,358069.2622,28.0,85.0,#N/A
9311804,19/12/20 14:36:47,128.394,Devices!A2:F2,7,23.341,72894,0,358069.3848,28.0,85.0,#N/A
9311810,19/12/20 14:36:48,128.410,Devices!A2:F2,7,23.343,72898,0,358067.0345,28.0,85.0,#N/A
9311819,19/12/20 14:36:49,128.427,Devices!A2:F2,7,23.339,72895,0,358065.8251,28.0,85.0,#N/A
9311827,19/12/20 14:36:50,128.444,Devices!A2:F2,7,23.332,72895,0,358079.7477,28.0,85.0,#N/A
9311837,19/12/20 14:36:51,128.461,Devices!A2:F2,7,23.339,72892,0,358081.4786,28.0,85.0,#N/A
9311841,19/12/20 14:36:52,128.477,Devices!A2:F2,7,23.343,72891,0,358075.1479,28.0,85.0,#N/A
9311852,19/12/20 14:36:53,128.494,Devices!A2:F2,7,23.342,72893,0,358066.3759,28.0,85.0,#N/A
9311861,19/12/20 14:36:54,128.511,Devices!A2:F2,7,23.343,72891,0,358064.0994,28.0,85.0,#N/A
9311868,19/12/20 14:36:55,128.527,Devices!A2:F2,7,23.34,72888,0,358062.0077,28.0,85.0,#N/A
9311876,19/12/20 14:36:56,128.543,Devices!A2:F2,7,23.341,72895,0,358070.3964,28.0,85.0,#N/A
9311884,19/12/20 14:36:57,128.560,Devices!A2:F2,7,23.341,72893,0,358071.671,28.0,85.0,#N/A
9311892,19/12/20 14:36:58,128.577,Devices!A2:F2,7,23.339,72894,0,358073.38,28.0,85.0,#N/A
9311894,19/12/20 14:36:59,128.593,Devices!A2:F2,7,23.339,72887,0,358052.0829,28.0,85.0,#N/A
9311902,19/12/20 14:37:00,128.610,Devices!A2:F2,7,23.34,72890,0,358064.6337,28.0,85.0,#N/A
9311914,19/12/20 14:37:01,128.627,Devices!A2:F2,7,23.337,72894,0,358079.089,28.0,85.0,#N/A
9311921,19/12/20 14:37:02,128.643,Devices!A2:F2,7,23.335,72893,0,358077.5599,28.0,85.0,#N/A
9311926,19/12/20 14:37:03,128.660,Devices!A2:F2,7,23.337,72898,0,358072.4619,28.0,85.0,#N/A
9311941,19/12/20 14:37:04,128.677,Devices!A2:F2,7,23.339,72892,0,358072.1217,28.0,85.0,#N/A
9311947,19/12/20 14:37:05,128.693,Devices!A2:F2,7,23.341,72888,0,358069.3781,28.0,85.0,#N/A
9311953,19/12/20 14:37:06,128.710,Devices!A2:F2,7,23.337,72890,0,358073.1992,28.0,85.0,#N/A
9311960,19/12/20 14:37:07,128.727,Devices!A2:F2,7,23.338,72890,0,358062.0464,28.0,85.0,#N/A
9311972,19/12/20 14:37:08,128.743,Devices!A2:F2,7,23.336,72889,0,358067.936,28.0,85.0,#N/A
9311980,19/12/20 14:37:09,128.760,Devices!A2:F2,7,23.336,72893,0,358066.7719,28.0,85.0,#N/A
9311986,19/12/20 14:37:10,128.777,Devices!A2:F2,7,23.331,72890,0,358071.2132,28.0,85.0,#N/A
9311995,19/12/20 14:37:11,128.794,Devices!A2:F2,7,23.342,72888,0,358069.8208,28.0,85.0,#N/A
9312003,19/12/20 14:37:12,128.810,Devices!A2:F2,7,23.339,72887,0,358054.6356,28.0,85.0,#N/A
9312006,19/12/20 14:37:13,128.827,Devices!A2:F2,7,23.339,72881,0,358062.9557,28.0,85.0,#N/A
9312014,19/12/20 14:37:14,128.844,Devices!A2:F2,7,23.337,72885,0,358045.7797,28.0,85.0,#N/A
9312022,19/12/20 14:37:15,128.861,Devices!A2:F2,7,23.338,72885,0,358052.3999,28.0,85.0,#N/A
9312028,19/12/20 14:37:16,128.877,Devices!A2:F2,7,23.337,72889,0,358051.0308,28.0,85.0,#N/A
9312040,19/12/20 14:37:17,128.894,Devices!A2:F2,7,23.332,72887,0,358071.6663,28.0,85.0,#N/A
9312046,19/12/20 14:37:18,128.910,Devices!A2:F2,7,23.33,72892,0,358055.076,28.0,85.0,#N/A
9312048,19/12/20 14:37:19,128.927,Devices!A2:F2,7,23.335,72890,0,358069.9108,28.0,85.0,#N/A
9312056,19/12/20 14:37:20,128.943,Devices!A2:F2,7,23.336,72887,0,358059.4634,28.0,85.0,#N/A
9312058,19/12/20 14:37:21,128.960,Devices!A2:F2,7,23.335,72889,0,358062.4775,28.0,85.0,#N/A
9312066,19/12/20 14:37:22,128.977,Devices!A2:F2,7,23.339,72880,0,358046.1388,28.0,85.0,#N/A
9312070,19/12/20 14:37:23,128.994,Devices!A2:F2,7,23.337,72887,0,358053.2679,28.0,85.0,#N/A
9312073,19/12/20 14:37:24,129.010,Devices!A2:F2,7,23.342,72885,0,358047.9966,28.0,85.0,#N/A
9312074,19/12/20 14:37:25,129.026,Devices!A2:F2,7,23.333,72888,0,358048.206,28.0,85.0,#N/A
9312078,19/12/20 14:37:26,129.043,Devices!A2:F2,7,23.334,72885,0,358052.2407,28.0,85.0,#N/A
9312081,19/12/20 14:37:27,129.060,Devices!A2:F2,7,23.34,72886,0,358058.7996,28.0,85.0,#N/A
9312083,19/12/20 14:37:28,129.077,Devices!A2:F2,7,23.336,72882,0,358049.2347,28.0,85.0,#N/A
9312136,19/12/20 14:39:50,131.459,Devices!A2:F2,7,23.333,73093,0,358444.6574,28.0,85.0,#N/A
9312149,19/12/20 14:39:52,131.477,Devices!A2:F2,7,23.337,73081,0,358386.9561,28.0,85.0,#N/A
9312150,19/12/20 14:39:53,131.493,Devices!A2:F2,7,23.328,73065,0,358340.6052,28.0,85.0,#N/A
9312164,19/12/20 14:39:54,131.510,Devices!A2:F2,7,23.333,73062,0,358318.4254,28.0,85.0,#N/A
9312173,19/12/20 14:39:55,131.527,Devices!A2:F2,7,23.335,73054,0,358314.8408,28.0,85.0,#N/A
9312181,19/12/20 14:39:56,131.544,Devices!A2:F2,7,23.334,73050,0,358308.0406,28.0,85.0,#N/A
9312182,19/12/20 14:39:57,131.560,Devices!A2:F2,7,23.331,73045,0,358275.6103,28.0,85.0,#N/A
9312194,19/12/20 14:39:58,131.577,Devices!A2:F2,7,23.333,73047,0,358281.9265,28.0,85.0,#N/A
9312203,19/12/20 14:39:59,131.594,Devices!A2:F2,7,23.333,73045,0,358286.8531,28.0,85.0,#N/A
9312213,19/12/20 14:40:00,131.610,Devices!A2:F2,7,23.334,73049,0,358272.6084,28.0,85.0,#N/A
9312221,19/12/20 14:40:01,131.627,Devices!A2:F2,7,23.333,73044,0,358278.4074,28.0,85.0,#N/A
9312226,19/12/20 14:40:02,131.643,Devices!A2:F2,7,23.333,73044,0,358266.979,28.0,85.0,#N/A
9312231,19/12/20 14:40:03,131.660,Devices!A2:F2,7,23.328,73035,0,358273.7724,28.0,85.0,#N/A
9312239,19/12/20 14:40:04,131.677,Devices!A2:F2,7,23.331,73037,0,358272.9951,28.0,85.0,#N/A
9312253,19/12/20 14:40:05,131.693,Devices!A2:F2,7,23.327,73034,0,358264.5402,28.0,85.0,#N/A
9312259,19/12/20 14:40:06,131.710,Devices!A2:F2,7,23.327,73027,0,358263.6679,28.0,85.0,#N/A
9312269,19/12/20 14:40:07,131.727,Devices!A2:F2,7,23.326,73026,0,358258.4849,28.0,85.0,#N/A
9312277,19/12/20 14:40:08,131.744,Devices!A2:F2,7,23.337,73032,0,358275.3904,28.0,85.0,#N/A
9312285,19/12/20 14:40:09,131.760,Devices!A2:F2,7,23.332,73033,0,358258.8749,28.0,85.0,#N/A
9312287,19/12/20 14:40:10,131.777,Devices!A2:F2,7,23.328,73022,0,358258.933,28.0,85.0,#N/A
9312295,19/12/20 14:40:11,131.794,Devices!A2:F2,7,23.332,73023,0,358258.8574,28.0,85.0,#N/A
9312305,19/12/20 14:40:12,131.811,Devices!A2:F2,7,23.333,73018,0,358247.8284,28.0,85.0,#N/A
9312310,19/12/20 14:40:13,131.827,Devices!A2:F2,7,23.334,73020,0,358253.2245,28.0,85.0,#N/A
9312318,19/12/20 14:40:14,131.844,Devices!A2:F2,7,23.336,73024,0,358260.149,28.0,85.0,#N/A
9312327,19/12/20 14:40:15,131.861,Devices!A2:F2,7,23.332,73026,0,358254.8607,28.0,85.0,#N/A
