YYYY	MM	DD	hh	WD	WSP	D GST	WVHT	DPD	APD	MWD	BAR	ATMP	WTMP	DEWP	VIS	TIDE
2004	11	16	13	14	1.4	3.8	99	99	99	999	1028.4	6.7	9.1	999	99	99
2004	11	16	14	358	1.3	3.2	99	99	99	999	1028.5	8.2	9.4	999	99	99
2004	11	16	15	42	2.5	4.2	99	99	99	999	1028.3	7.3	9.2	999	99	99
2004	11	16	16	41	3.3	4.9	99	99	99	999	1027.7	7.8	9	999	99	99
2004	11	16	17	36	2.1	4.7	99	99	99	999	1026.8	8.7	9	999	99	99
2004	11	16	18	35	2.5	4.3	99	99	99	999	1026	8.4	9.1	999	99	99
2004	11	16	19	49	4.3	5.2	99	99	99	999	1025.8	8.4	9.2	999	99	99
2004	11	16	20	50	2.8	3.5	99	99	99	999	1025.8	8.8	9.5	999	99	99
2004	11	16	21	49	2.8	3.8	99	99	99	999	1025.7	8.8	10.1	999	99	99
2004	11	16	22	57	0.1	4	99	99	99	999	1026	7.3	10.2	999	99	99
2004	11	16	23	46	0	99	99	99	99	999	1026.2	6	10.1	999	99	99
2004	11	17	0	344	0	99	99	99	99	999	1026.5	5	10.2	999	99	99
2004	11	17	1	79	0	99	99	99	99	999	1026.1	4.4	10.3	999	99	99
2004	11	17	2	126	0	0.5	99	99	99	999	1026.2	4.1	10.2	999	99	99
2004	11	17	3	43	0	99	99	99	99	999	1026.3	4.7	9.8	999	99	99
2004	11	17	4	57	0	99	99	99	99	999	1026.1	4.4	9.7	999	99	99
2004	11	17	5	18	0	1.5	99	99	99	999	1026	4.5	9.4	999	99	99
2004	11	17	6	73	0	99	99	99	99	999	1025.8	3.7	9.2	999	99	99
2004	11	17	7	63	0	99	99	99	99	999	1026.1	3.5	9.1	999	99	99
2004	11	17	8	31	1.7	2.7	99	99	99	999	1025.8	3.7	9.3	999	99	99
2004	11	17	9	8	2.2	3.3	99	99	99	999	1026.1	3.7	9.6	999	99	99
2004	11	17	10	31	2.1	3.2	99	99	99	999	1026.2	3.4	9.5	999	99	99
2004	11	17	11	34	1.4	2.9	99	99	99	999	1026.6	3.3	9.8	999	99	99
2004	11	17	12	44	2.2	3.2	99	99	99	999	1026.8	3.3	9.7	999	99	99
2004	11	17	13	27	1.6	4	99	99	99	999	1027.3	4.7	9.6	999	99	99
2004	11	17	14	33	1.8	4	99	99	99	999	1027.4	5.4	9.6	999	99	99
2004	11	17	15	17	1.6	3.8	99	99	99	999	1027.5	7.4	9.3	999	99	99
2004	11	17	16	354	0.6	3.1	99	99	99	999	1026.8	9.2	9.7	999	99	99
2004	11	17	17	68	0	99	99	99	99	999	1026	8.9	9.5	999	99	99
2004	11	17	18	195	0	99	99	99	99	999	1025.2	9.3	9.5	999	99	99
2004	11	17	19	280	0	2.3	99	99	99	999	1024.9	11.3	9.5	999	99	99
2004	11	17	20	248	1.1	1.8	99	99	99	999	1025	10.2	9.6	999	99	99
2004	11	17	21	231	1.6	2.6	99	99	99	999	1025.4	9	9.8	999	99	99
2004	11	17	22	999	0.5	2.4	99	99	99	999	1025.4	8.8	10	999	99	99
2004	11	17	23	999	0	99	99	99	99	999	1025.3	7.8	10.1	999	99	99
2004	11	18	0	999	0	99	99	99	99	999	1025.2	6.5	10.1	999	99	99
2004	11	18	1	999	0	99	99	99	99	999	1025	6	10.1	999	99	99
2004	11	18	2	999	0	99	99	99	99	999	1024.7	6.7	10.2	999	99	99
2004	11	18	3	999	0	99	99	99	99	999	1024.5	6	10.2	999	99	99
2004	11	18	4	999	0	99	99	99	99	999	1024.3	6.3	10.1	999	99	99
2004	11	18	6	999	0	99	99	99	99	999	1023.4	7.4	9.6	999	99	99
2004	11	18	7	999	0.9	1.4	99	99	99	999	1023.5	7.5	9.4	999	99	99
2004	11	18	8	999	0	0.6	99	99	99	999	1022.9	8.8	9.6	999	99	99
2004	11	18	9	999	0	99	99	99	99	999	1022.5	8.7	9.6	999	99	99
2004	11	18	10	999	1.4	2.9	99	99	99	999	1022.4	8.7	9.5	999	99	99
2004	11	18	11	999	0	99	99	99	99	999	1022.6	8.6	9.4	999	99	99
2004	11	18	12	999	0	99	99	99	99	999	1022.9	7.4	9.6	999	99	99
2004	11	18	13	999	0	99	99	99	99	999	1023.3	8.8	9.6	999	99	99
2004	11	18	14	999	2.8	3.6	99	99	99	999	1023.1	9.6	9.7	999	99	99
2004	11	18	15	999	2.2	4.1	99	99	99	999	1022.9	9.9	10	999	99	99
2004	11	18	16	999	2.8	3.1	99	99	99	999	1021.8	10.6	10	999	99	99
2004	11	18	17	999	3.6	4.4	99	99	99	999	1020.8	11.4	9.9	999	99	99
2004	11	18	18	999	6.1	7.2	99	99	99	999	1020.1	11.9	10	999	99	99
2004	11	18	19	999	5.5	6.9	99	99	99	999	1019.5	12.1	10	999	99	99
2004	11	18	20	999	4.9	6.9	99	99	99	999	1019.3	11.6	10.2	999	99	99
2004	11	18	21	999	5.1	6.2	99	99	99	999	1019.6	10.9	10	999	99	99
2004	11	18	22	999	2.9	4	99	99	99	999	1020	10.7	10.1	999	99	99
2004	11	18	23	999	1.1	3.8	99	99	99	999	1019.8	10.4	10.1	999	99	99
2004	11	19	0	999	2.2	3.2	99	99	99	999	1020	10.7	10	999	99	99
2004	11	19	1	999	2.5	4	99	99	99	999	1020	11.1	10.1	999	99	99
2004	11	19	2	999	2.6	4	99	99	99	999	1019.9	11	10.1	999	99	99
2004	11	19	3	999	3.6	4.6	99	99	99	999	1019.4	10.8	10.1	999	99	99
2004	11	19	4	999	3.3	4.5	99	99	99	999	1018.8	10.6	10.1	999	99	99
2004	11	19	5	999	1.9	4.1	99	99	99	999	1018.7	10.5	10.1	999	99	99
2004	11	19	6	999	3	5	99	99	99	999	1018.4	10.7	10	999	99	99
2004	11	19	7	999	0.3	2.2	99	99	99	999	1018.7	10.6	10	999	99	99
2004	11	19	8	999	2.8	3.7	99	99	99	999	1018.2	10.7	9.9	999	99	99
2004	11	19	9	999	0.6	1.5	99	99	99	999	1018.2	10.1	9.9	999	99	99
2004	11	19	10	999	1.1	2.5	99	99	99	999	1018.5	10.5	10	999	99	99
2004	11	19	11	999	1.3	2.9	99	99	99	999	1018.7	10.3	10	999	99	99
2004	11	19	12	999	0.8	2.4	99	99	99	999	1019	10.1	10.1	999	99	99
2004	11	19	13	999	0.8	1.4	99	99	99	999	1019.5	10.3	10.1	999	99	99
2004	11	19	14	999	0	1.9	99	99	99	999	1019.7	10.9	10.2	999	99	99
2004	11	19	15	999	2.1	2.8	99	99	99	999	1019.4	11.3	10.2	999	99	99
2004	11	19	16	999	0.2	1.1	99	99	99	999	1019.1	12.8	10.1	999	99	99
2004	11	19	17	999	0	2.8	99	99	99	999	1018.4	12.9	10.1	999	99	99
2004	11	19	18	999	0.7	1.6	99	99	99	999	1018.1	14	10.2	999	99	99
2004	11	19	19	999	0	99	99	99	99	999	1017.8	16.4	10.5	999	99	99
2004	11	19	20	999	0	1.4	99	99	99	999	1018.1	15.6	10.5	999	99	99
2004	11	19	21	999	2	3.7	99	99	99	999	1018.7	14.4	10.4	999	99	99
2004	11	19	22	999	1.4	5.3	99	99	99	999	1019.5	13.7	10.4	999	99	99
2004	11	19	23	999	0	1.4	99	99	99	999	1020.1	12.1	10.4	999	99	99
2004	11	20	0	999	3	3.8	99	99	99	999	1020.8	12.1	10.4	999	99	99
2004	11	20	1	999	0.9	3.1	99	99	99	999	1021.3	10.6	10.4	999	99	99
2004	11	20	2	999	3.1	5.1	99	99	99	999	1021.6	10.1	10.4	999	99	99
2004	11	20	3	999	0.6	2.5	99	99	99	999	1022.3	8.8	10.4	999	99	99
2004	11	20	4	999	3.3	4.2	99	99	99	999	1022.6	8.2	10.4	999	99	99
2004	11	20	5	999	3.6	5.6	99	99	99	999	1022.6	8	10.4	999	99	99
2004	11	20	6	999	4.3	5.7	99	99	99	999	1022.3	7.7	10.4	999	99	99
2004	11	20	7	999	3.4	7.4	99	99	99	999	1022.7	6.9	10.3	999	99	99
2004	11	20	8	999	2.2	3.4	99	99	99	999	1022.9	6.4	10.1	999	99	99
2004	11	20	9	999	3.1	4.5	99	99	99	999	1023	6	9.9	999	99	99
2004	11	20	10	999	3.4	4.7	99	99	99	999	1023.3	5.8	9.7	999	99	99
2004	11	20	11	999	2.7	4	99	99	99	999	1023.6	5.8	10	999	99	99
2004	11	20	12	999	3.5	5	99	99	99	999	1023.8	4.9	10.5	999	99	99
2004	11	20	13	999	3.1	5.1	99	99	99	999	1024.4	5.3	10.4	999	99	99
2004	11	20	14	999	1.6	4.9	99	99	99	999	1024.6	5.8	10.2	999	99	99
2004	11	20	15	999	1.6	4.6	99	99	99	999	1024.4	6.7	10.4	999	99	99
2004	11	20	16	999	1.4	2.8	99	99	99	999	1024.4	8.7	10.5	999	99	99
2004	11	20	17	999	2.9	4.2	99	99	99	999	1023.7	8.8	10.4	999	99	99
2004	11	20	18	999	2.5	3.5	99	99	99	999	1023.7	8.6	10.4	999	99	99
2004	11	20	19	999	3.2	4	99	99	99	999	1023.1	8.5	10.4	999	99	99
2004	11	20	20	999	1.9	3.8	99	99	99	999	1023.4	8.4	10.4	999	99	99
2004	11	20	21	999	1.8	3.8	99	99	99	999	1023.4	8.4	10.2	999	99	99
2004	11	20	22	999	0	2.3	99	99	99	999	1023.4	7.9	10.1	999	99	99
2004	11	20	23	999	2.2	3.8	99	99	99	999	1023.7	8	10.2	999	99	99
2004	11	21	0	999	1	3	99	99	99	999	1024.2	7.9	10.1	999	99	99
2004	11	21	1	999	0	3.1	99	99	99	999	1023.9	7.7	10.2	999	99	99
2004	11	21	2	999	2.8	4.5	99	99	99	999	1024.2	7.1	10.3	999	99	99
2004	11	21	3	999	3.9	5.8	99	99	99	999	1024.4	6.7	10.3	999	99	99
2004	11	21	4	999	3.3	4.4	99	99	99	999	1024.7	6.7	10.3	999	99	99
2004	11	21	5	999	1.8	5.1	99	99	99	999	1025.1	6.5	10.3	999	99	99
2004	11	21	6	999	4	6.8	99	99	99	999	1024.1	6	10.3	999	99	99
2004	11	21	7	999	3.8	6.3	99	99	99	999	1024.1	6	10	999	99	99
2004	11	21	8	999	2.2	4.8	99	99	99	999	1023.9	6.3	9.9	999	99	99
2004	11	21	9	999	0.8	5.2	99	99	99	999	1023.7	6.6	9.9	999	99	99
2004	11	21	10	999	2.9	4.9	99	99	99	999	1023.7	6.7	9.9	999	99	99
2004	11	21	11	999	1.2	5	99	99	99	999	1024	6.6	9.9	999	99	99
2004	11	21	12	999	2.3	3.8	99	99	99	999	1024.2	6.3	10.3	999	99	99
2004	11	21	13	999	1.2	3.4	99	99	99	999	1024.8	6.5	10.5	999	99	99
2004	11	21	14	999	0.4	2.7	99	99	99	999	1025	7	10.5	999	99	99
2004	11	21	15	999	0.1	3.2	99	99	99	999	1025.1	7.5	10.5	999	99	99
2004	11	21	16	999	0.2	3	99	99	99	999	1024.4	7.5	10.5	999	99	99
2004	11	21	17	999	0	99	99	99	99	999	1023.8	8.1	10.5	999	99	99
2004	11	21	18	999	1.6	3.3	99	99	99	999	1023.4	7.7	10.6	999	99	99
2004	11	21	19	999	0.6	3.1	99	99	99	999	1023.1	7.5	10.5	999	99	99
2004	11	21	20	999	2.1	3.2	99	99	99	999	1023.5	7.6	10.5	999	99	99
2004	11	21	21	999	0	99	99	99	99	999	1023.5	7.6	10.3	999	99	99
2004	11	21	22	999	0	2.3	99	99	99	999	1023.7	7.8	10.2	999	99	99
2004	11	21	23	999	0	1.5	99	99	99	999	1023.6	7.7	10.1	999	99	99
2004	11	22	0	999	0	99	99	99	99	999	1023.5	7.7	10.3	999	99	99
2004	11	22	1	999	0	99	99	99	99	999	1023.6	7.8	10.3	999	99	99
2004	11	22	2	999	0	99	99	99	99	999	1023.3	7.9	10.4	999	99	99
2004	11	22	4	999	0	99	99	99	99	999	1023.2	7.8	10.4	999	99	99
2004	11	22	5	999	0.8	2.7	99	99	99	999	1022.6	8.4	10.4	999	99	99
2004	11	22	6	999	0.5	2.7	99	99	99	999	1022.1	8.4	10.4	999	99	99
2004	11	22	9	999	0	99	99	99	99	999	1021.4	7.8	10.2	999	99	99
2004	11	22	10	999	0	99	99	99	99	999	1021.5	7.9	10.1	999	99	99
2004	11	22	11	999	0	99	99	99	99	999	1021.2	8	9.9	999	99	99
2004	11	22	12	999	0	99	99	99	99	999	1021.9	8.3	9.9	999	99	99
2004	11	22	13	999	0	0.1	99	99	99	999	1022	8.6	10	999	99	99
2004	11	22	14	999	0	99	99	99	99	999	1021.8	9.6	10.3	999	99	99
2004	11	22	15	999	0	0.4	99	99	99	999	1022	9.5	10.4	999	99	99
2004	11	22	16	999	0.4	2.6	99	99	99	999	1021.2	9.7	10.3	999	99	99
2004	11	22	17	999	0	1.8	99	99	99	999	1020	10	10.3	999	99	99
2004	11	22	18	999	0	99	99	99	99	999	1019.7	10	10.3	999	99	99
2004	11	22	19	999	0	0.8	99	99	99	999	1019.3	9.7	10.3	999	99	99
2004	11	22	20	999	0.9	2.3	99	99	99	999	1018.8	9.6	10.3	999	99	99
2004	11	22	21	999	2	3.2	99	99	99	999	1018.8	9.6	10.4	999	99	99
2004	11	22	22	999	0.9	2.8	99	99	99	999	1019.3	9.5	10.2	999	99	99
2004	11	22	23	999	0	99	99	99	99	999	1019.6	8.9	10.1	999	99	99
2004	11	23	0	999	0.1	2.8	99	99	99	999	1019.9	8.5	10	999	99	99
2004	11	23	1	999	0	0.5	99	99	99	999	1019.8	8.1	10.1	999	99	99
2004	11	23	2	999	0	1.4	99	99	99	999	1019.8	8.2	10.1	999	99	99
2004	11	23	3	999	0	0.3	99	99	99	999	1019.7	8	10.3	999	99	99
2004	11	23	4	999	0	99	99	99	99	999	1019.6	7.7	10.3	999	99	99
2004	11	23	5	999	0.3	1.2	99	99	99	999	1019.8	6.7	10.2	999	99	99
2004	11	23	6	999	0	1.3	99	99	99	999	1020.2	6.6	10.2	999	99	99
2004	11	23	7	999	0.2	2.6	99	99	99	999	1020.1	6.1	10.2	999	99	99
2004	11	23	8	999	0	99	99	99	99	999	1020.1	4.9	10.1	999	99	99
2004	11	23	9	999	0.9	1.4	99	99	99	999	1020.2	4.8	10	999	99	99
2004	11	23	10	999	0	99	99	99	99	999	1020.6	4.9	9.9	999	99	99
2004	11	23	11	999	0	0.6	99	99	99	999	1020.9	4.8	9.6	999	99	99
2004	11	23	13	999	0.1	1.3	99	99	99	999	1021.7	6.2	9.5	999	99	99
2004	11	23	16	999	0	1	99	99	99	999	1021.4	12.9	10.4	999	99	99
2004	11	23	17	999	2.4	3.6	99	99	99	999	1020.5	10	10.4	999	99	99
2004	11	23	18	999	1.8	4.8	99	99	99	999	1020.2	9.9	10.4	999	99	99
2004	11	23	19	999	3.2	4.4	99	99	99	999	1020.2	10.2	10.3	999	99	99
2004	11	23	20	999	2.4	3.8	99	99	99	999	1020.3	10.2	10.3	999	99	99
2004	11	23	21	999	3.1	3.7	99	99	99	999	1020.6	9.9	10.2	999	99	99
2004	11	23	22	999	2.7	3.5	99	99	99	999	1020.6	9.9	10.4	999	99	99
2004	11	23	23	999	3.1	3.9	99	99	99	999	1020.9	10	10.3	999	99	99
2004	11	24	0	999	2.7	5.3	99	99	99	999	1021.5	10	10.3	999	99	99
2004	11	24	1	999	2.2	3.4	99	99	99	999	1021.9	10	10.3	999	99	99
2004	11	24	2	999	4.2	5.1	99	99	99	999	1021.4	10	10.2	999	99	99
2004	11	24	3	999	4.1	4.9	99	99	99	999	1021	9.8	10.2	999	99	99
2004	11	24	4	999	3.9	6.2	99	99	99	999	1021.5	9.6	10.1	999	99	99
2004	11	24	5	999	3	5.5	99	99	99	999	1021.4	9.4	10.2	999	99	99
2004	11	24	6	999	4.1	5.4	99	99	99	999	1020.8	9.3	10.2	999	99	99
2004	11	24	7	999	3.8	5.9	99	99	99	999	1020.9	9.3	10.1	999	99	99
2004	11	24	8	999	0	4.2	99	99	99	999	1021.1	9.1	10	999	99	99
2004	11	24	11	999	2.2	3.3	99	99	99	999	1020.7	8.3	9.8	999	99	99
2004	11	24	12	999	2	2.9	99	99	99	999	1020.7	8	9.7	999	99	99
2004	11	24	13	999	1.1	3.9	99	99	99	999	1020.8	8.8	9.7	999	99	99
2004	11	24	14	999	2.1	3.6	99	99	99	999	1020.2	9	9.7	999	99	99
2004	11	24	15	999	3.8	5.6	99	99	99	999	1019.8	10.1	9.9	999	99	99
2004	11	24	16	999	6	7.8	99	99	99	999	1018.5	10.5	10.2	999	99	99
2004	11	24	17	999	4.6	7.5	99	99	99	999	1017.5	10.7	9.9	999	99	99
2004	11	24	18	999	4.7	6.3	99	99	99	999	1015.8	10.8	10.1	999	99	99
2004	11	24	19	999	4.7	7.4	99	99	99	999	1014.6	11.3	10.3	999	99	99
2004	11	24	20	999	5.8	9.1	99	99	99	999	1013.2	11.8	10.3	999	99	99
2004	11	24	21	999	5.8	9.4	99	99	99	999	1011.8	11.8	10.3	999	99	99
2004	11	24	22	999	5.9	9.5	99	99	99	999	1010.7	11.8	10.2	999	99	99
2004	11	24	23	999	7.2	10.8	99	99	99	999	1009.2	12.1	10.2	999	99	99
2004	11	25	0	999	8	11.5	99	99	99	999	1007.9	12.6	10.2	999	99	99
2004	11	25	1	999	6	12.6	99	99	99	999	1006.2	13.1	10.3	999	99	99
2004	11	25	3	999	5.8	10.5	99	99	99	999	1005.4	12.5	10.3	999	99	99
2004	11	25	4	999	6.1	8.1	99	99	99	999	1004.1	12.6	10.3	999	99	99
2004	11	25	5	999	9.8	13.9	99	99	99	999	1002.5	13.9	10.4	999	99	99
2004	11	25	6	999	9.7	13.9	99	99	99	999	1001	14	10.4	999	99	99
2004	11	25	7	999	9.7	14.5	99	99	99	999	1000.2	13.9	10.4	999	99	99
2004	11	25	8	999	8.3	13	99	99	99	999	999.8	13.5	10.4	999	99	99
2004	11	25	9	999	10.1	14.4	99	99	99	999	998.8	13.9	10.4	999	99	99
2004	11	25	10	999	7	12.3	99	99	99	999	999.2	13.7	10.4	999	99	99
2004	11	25	11	999	6.1	9	99	99	99	999	999.1	13.6	10.5	999	99	99
2004	11	25	12	999	4.3	5.4	99	99	99	999	997.9	12.9	10.7	999	99	99
2004	11	25	13	999	5.8	7.6	99	99	99	999	997.5	12.8	10.7	999	99	99
2004	11	25	14	999	5.1	8	99	99	99	999	996.4	13.3	10.7	999	99	99
2004	11	25	15	999	4.9	6.4	99	99	99	999	994.9	13.5	10.7	999	99	99
2004	11	25	16	999	7.8	10.7	99	99	99	999	993.2	13.7	10.8	999	99	99
2004	11	25	17	999	7.6	10.8	99	99	99	999	991.6	13.4	10.9	999	99	99
2004	11	25	18	999	6.7	11.5	99	99	99	999	990.4	12.9	10.9	999	99	99
2004	11	25	19	999	4.4	8.5	99	99	99	999	989.8	12.5	10.9	999	99	99
2004	11	25	20	999	5.9	8.1	99	99	99	999	989.4	12.7	10.9	999	99	99
2004	11	25	21	999	4.8	7.8	99	99	99	999	988.5	12.1	10.5	999	99	99
2004	11	25	22	999	4.9	6.3	99	99	99	999	988.7	11.7	10.5	999	99	99
2004	11	25	23	999	13.1	16.4	99	99	99	999	990.8	11.4	10.6	999	99	99
2004	11	26	0	999	8.8	15.1	99	99	99	999	993.2	7.7	10.5	999	99	99
2004	11	26	1	999	8.5	18	99	99	99	999	995.9	6	10.9	999	99	99
2004	11	26	2	999	9.4	12.2	99	99	99	999	998.5	4.8	10.6	999	99	99
2004	11	26	3	999	10.6	15.4	99	99	99	999	1000.4	4.5	10.6	999	99	99
2004	11	26	4	999	10.7	14.9	99	99	99	999	1001.8	4	10.4	999	99	99
2004	11	26	5	999	9	14.8	99	99	99	999	1003.7	3.2	10.3	999	99	99
2004	11	26	6	999	5.2	9.6	99	99	99	999	1005.5	2.5	10.1	999	99	99
2004	11	26	7	999	6.8	11.3	99	99	99	999	1007.1	2.2	9.9	999	99	99
2004	11	26	8	999	6.7	13.1	99	99	99	999	1008.9	1.6	9.8	999	99	99
2004	11	26	9	999	5.7	10.6	99	99	99	999	1009.9	1.2	9.7	999	99	99
2004	11	26	10	999	5.8	8.7	99	99	99	999	1011.4	0.7	9.7	999	99	99
2004	11	26	11	999	4.7	7.5	99	99	99	999	1012.9	0.5	9.4	999	99	99
2004	11	26	12	999	4.6	7.9	99	99	99	999	1014.4	0.5	9.4	999	99	99
2004	11	26	13	999	5.5	6.9	99	99	99	999	1015.7	1.2	8.6	999	99	99
2004	11	26	14	999	4.7	8.3	99	99	99	999	1016.8	2.5	8.5	999	99	99
2004	11	26	15	999	5	8.1	99	99	99	999	1017.7	3.2	8.5	999	99	99
2004	11	26	16	999	6.7	11.2	99	99	99	999	1018.1	4.3	9.2	999	99	99
2004	11	26	17	999	7.4	10	99	99	99	999	1018	4.2	9.4	999	99	99
2004	11	26	18	999	4.3	9.2	99	99	99	999	1018.3	5.5	9.4	999	99	99
2004	11	26	19	999	6.2	9.1	99	99	99	999	1018.9	5.8	9.4	999	99	99
2004	11	26	20	999	5.6	9	99	99	99	999	1019.5	5.8	9.1	999	99	99
2004	11	26	21	999	5.1	9.3	99	99	99	999	1020.5	5	9.1	999	99	99
2004	11	26	22	999	3.3	5.8	99	99	99	999	1021.4	4.2	9.1	999	99	99
2004	11	26	23	999	2.3	3.2	99	99	99	999	1022.5	4.3	9.2	999	99	99
2004	11	27	0	999	2.6	4.5	99	99	99	999	9999	4.1	9.2	999	99	99
2004	11	27	1	999	2	4.3	99	99	99	999	9999	4.1	8.9	999	99	99
2004	11	27	2	999	2	4.3	99	99	99	999	9999	3.9	8.6	999	99	99
2004	11	27	3	999	2.8	3.7	99	99	99	999	9999	4.1	8.6	999	99	99
2004	11	27	4	999	2	4	99	99	99	999	9999	3.9	8.8	999	99	99
2004	11	27	5	999	2.7	3.9	99	99	99	999	9999	3.5	8.8	999	99	99
2004	11	27	6	999	2.5	4.5	99	99	99	999	9999	3.4	8.7	999	99	99
2004	11	27	7	999	2.8	4.1	99	99	99	999	9999	3.6	9	999	99	99
2004	11	27	8	999	0.6	4.4	99	99	99	999	9999	3.6	8.6	999	99	99
2004	11	27	9	999	1.7	3	99	99	99	999	9999	3.8	9.1	999	99	99
2004	11	27	10	999	0	2.4	99	99	99	999	9999	1.5	9.1	999	99	99
2004	11	27	11	999	0	99	99	99	99	999	9999	1.2	9.2	999	99	99
2004	11	27	12	999	0	0.9	99	99	99	999	9999	1.8	9	999	99	99
2004	11	27	13	999	1.6	3	99	99	99	999	9999	5.6	8.8	999	99	99
2004	11	27	14	999	1.3	3.3	99	99	99	999	9999	8	8.3	999	99	99
2004	11	27	15	999	4.7	6.1	99	99	99	999	9999	8.2	8.4	999	99	99
2004	11	27	16	999	5.9	6.9	99	99	99	999	9999	8.5	8.5	999	99	99
2004	11	27	17	999	4.9	7.4	99	99	99	999	9999	8.4	8.6	999	99	99
2004	11	27	18	999	5	7.9	99	99	99	999	9999	8.6	8.7	999	99	99
2004	11	27	19	999	5.8	8.3	99	99	99	999	9999	8.7	8.7	999	99	99
2004	11	27	20	999	5.6	9.5	99	99	99	999	9999	8.7	8.7	999	99	99
2004	11	27	21	999	4.2	8.2	99	99	99	999	9999	8.4	8.7	999	99	99
2004	11	27	22	999	4.8	8.4	99	99	99	999	9999	8.2	9.3	999	99	99
2004	11	27	23	999	5.3	7.9	99	99	99	999	1030.3	8.4	9.4	999	99	99
2004	11	28	0	999	6.7	10.3	99	99	99	999	1029.6	8.4	9.5	999	99	99
2004	11	28	1	999	7.1	11.2	99	99	99	999	1029.6	8.6	9.1	999	99	99
2004	11	28	2	999	6.9	11.3	99	99	99	999	1028.9	8.6	8.9	999	99	99
2004	11	28	3	999	6.7	11	99	99	99	999	1028.6	8.5	9	999	99	99
2004	11	28	4	999	7.6	12.9	99	99	99	999	1028.3	8.6	9	999	99	99
2004	11	28	5	999	8.1	11.8	99	99	99	999	1026.5	8.4	9.2	999	99	99
2004	11	28	6	999	7.9	12.2	99	99	99	999	1025.9	8.3	9.1	999	99	99
2004	11	28	7	999	6.5	11.2	99	99	99	999	1025.4	8.5	9	999	99	99
2004	11	28	9	999	6.6	11.1	99	99	99	999	1023.2	9.2	8.8	999	99	99
2004	11	28	10	999	6.9	11.4	99	99	99	999	1022.7	9.8	8.8	999	99	99
2004	11	28	11	999	6.8	10.6	99	99	99	999	1021.3	10.1	8.8	999	99	99
2004	11	28	12	999	8.1	13.6	99	99	99	999	1019.9	10.3	9.5	999	99	99
2004	11	28	13	999	8.6	13.4	99	99	99	999	1019.6	10.4	9.4	999	99	99
2004	11	28	14	999	9.8	12.8	99	99	99	999	1019.1	10.5	9.3	999	99	99
2004	11	28	15	999	8.2	11.2	99	99	99	999	1017.9	10.9	9.2	999	99	99
2004	11	28	16	999	9	13.2	99	99	99	999	1015.8	11	9.3	999	99	99
2004	11	28	17	999	10.4	16	99	99	99	999	1013.7	11.6	9.3	999	99	99
2004	11	28	18	999	9.8	14.1	99	99	99	999	1012.1	11.6	9.3	999	99	99
2004	11	28	19	999	10	12.6	99	99	99	999	1011.5	11.7	9.6	999	99	99
2004	11	28	20	999	8.5	14	99	99	99	999	1011.2	11.8	9.7	999	99	99
2004	11	28	21	999	10.4	15.9	99	99	99	999	1009.9	11.7	9.7	999	99	99
2004	11	28	22	999	10	16	99	99	99	999	1010	12.4	9.7	999	99	99
2004	11	28	23	999	6.6	11.8	99	99	99	999	1008.8	12.6	9.8	999	99	99
2004	11	29	0	999	8.1	12.2	99	99	99	999	1008.3	12.4	9.7	999	99	99
2004	11	29	1	999	1.2	11.5	99	99	99	999	1008.8	12.3	9.9	999	99	99
2004	11	29	2	999	2.2	3.4	99	99	99	999	1009.1	12.9	9.8	999	99	99
2004	11	29	3	999	6.5	16.1	99	99	99	999	1010.3	10.8	9.9	999	99	99
2004	11	29	4	999	8.4	13.1	99	99	99	999	1012	9.7	9.9	999	99	99
2004	11	29	5	999	8.2	17	99	99	99	999	1013.6	8.5	9.9	999	99	99
2004	11	29	6	999	6.4	10.4	99	99	99	999	1014	7.7	9.9	999	99	99
2004	11	29	7	999	7.1	13.5	99	99	99	999	1015.2	7.3	9.9	999	99	99
2004	11	29	8	999	5.6	9	99	99	99	999	1016.3	7.2	9.8	999	99	99
2004	11	29	9	999	4	11.8	99	99	99	999	1017.8	6.6	9.8	999	99	99
2004	11	29	10	999	3	5.7	99	99	99	999	1019.4	6.2	9.7	999	99	99
2004	11	29	11	999	4.6	5.7	99	99	99	999	1020.3	5.5	9.5	999	99	99
2004	11	29	12	999	3.4	6.1	99	99	99	999	1021.1	5.1	9.4	999	99	99
2004	11	29	13	999	4.6	6.2	99	99	99	999	1022.1	6.6	9.5	999	99	99
2004	11	29	14	999	3.9	6.6	99	99	99	999	1023.1	8.2	9.5	999	99	99
2004	11	29	15	999	5.3	7.8	99	99	99	999	1023	8.6	9.8	999	99	99
2004	11	29	16	999	5.6	8.8	99	99	99	999	1022.4	8.6	9.3	999	99	99
2004	11	29	17	999	3.2	7	99	99	99	999	1022.3	9.3	9.8	999	99	99
2004	11	29	18	999	4.7	6.6	99	99	99	999	1022.2	9.6	9.7	999	99	99
2004	11	29	19	999	3.5	6.4	99	99	99	999	1022.3	10.1	9.7	999	99	99
2004	11	29	20	999	3.9	6	99	99	99	999	1022.2	10.2	9.7	999	99	99
2004	11	29	21	999	2.3	3.4	99	99	99	999	1023.3	9.6	9.7	999	99	99
2004	11	29	22	999	0	1.3	99	99	99	999	1023	8.6	9.7	999	99	99
2004	11	29	23	999	0	99	99	99	99	999	1023.4	6.5	9.7	999	99	99
2004	11	30	0	999	3.1	4.9	99	99	99	999	1024.2	8.1	9.7	999	99	99
2004	11	30	1	999	3	4.9	99	99	99	999	1024.6	7.5	9.6	999	99	99
