"","colony_id","Light_Value","Run","Treatment","micromol.cm2.s","micromol.cm2.h","Date"
"1","AST-1147","0",3,"Acclimatization",-1.28778465642994e-05,-0.0463602476314779,20210204
"2","AST-1147","350",3,"Acclimatization",1.37173506912747e-05,0.0493824624885888,20210204
"3","AST-1233","0",2,"Acclimatization",-7.22058533595564e-06,-0.0259941072094403,20210204
"4","AST-1233","350",2,"Acclimatization",-4.30808393413879e-05,-0.155091021628996,20210204
"5","AST-1345","0",3,"Acclimatization",2.41938659113899e-05,0.0870979172810035,20210204
"6","AST-1345","350",3,"Acclimatization",6.4111277102379e-05,0.230800597568565,20210204
"7","AST-1423","0",2,"Acclimatization",-3.660738968565e-05,-0.13178660286834,20210204
"8","AST-1423","350",2,"Acclimatization",-3.08701063962913e-05,-0.111132383026649,20210204
"9","AST-1567","0",3,"Acclimatization",-1.88182120737484e-05,-0.0677455634654942,20210204
"10","AST-1567","350",3,"Acclimatization",-3.09535506739617e-05,-0.111432782426262,20210204
"11","AST-1585","0",1,"Acclimatization",2.26026552991553e-05,0.081369559076959,20210204
"12","AST-1585","350",1,"Acclimatization",-5.68879169327766e-05,-0.204796500957996,20210204
"13","AST-1593","0",3,"Acclimatization",3.23814053642871e-05,0.116573059311434,20210204
"14","AST-1593","350",3,"Acclimatization",5.10775741466944e-05,0.1838792669281,20210204
"15","AST-1618","0",2,"Acclimatization",-9.61826108212591e-06,-0.0346257398956533,20210204
"16","AST-1618","350",2,"Acclimatization",-6.2872658861957e-05,-0.226341571903045,20210204
"17","AST-1722","0",1,"Acclimatization",-2.01964353651968e-05,-0.0727071673147085,20210204
"18","AST-1722","350",1,"Acclimatization",-3.32672462143679e-05,-0.119762086371725,20210204
"19","AST-2003","0",1,"Acclimatization",6.79027693850059e-06,0.0244449969786021,20210204
"20","AST-2003","350",1,"Acclimatization",0.000105715256267129,0.380574922561664,20210204
"21","AST-2197","0",2,"Acclimatization",3.0485018588679e-06,0.0109746066919244,20210204
"22","AST-2197","350",2,"Acclimatization",-3.64535160191005e-05,-0.131232657668762,20210204
"23","AST-2198","0",4,"Acclimatization",6.57164709754098e-05,0.236579295511475,20210204
"24","AST-2198","350",4,"Acclimatization",0.000225614004403579,0.812210415852885,20210204
"25","AST-2398","0",3,"Acclimatization",2.55487034624206e-05,0.0919753324647143,20210204
"26","AST-2398","350",3,"Acclimatization",6.67108433878357e-06,0.0240159036196209,20210204
"27","AST-2533","0",1,"Acclimatization",3.62327230596169e-05,0.130437803014621,20210204
"28","AST-2533","350",1,"Acclimatization",1.38032885429437e-05,0.0496918387545972,20210204
"29","AST-2859","0",2,"Acclimatization",-1.79107969607983e-05,-0.064478869058874,20210204
"30","AST-2859","350",2,"Acclimatization",-6.27356867015206e-05,-0.225848472125474,20210204
"31","AST-2873","0",1,"Acclimatization",9.96981378596471e-06,0.035891329629473,20210204
"32","AST-2873","350",1,"Acclimatization",-1.74646624823098e-05,-0.0628727849363152,20210204
