"","Date.Time","Tank1","Tank2","Tank3","Tank4","Tank5","Tank6","Tank7","Tank8","Tank9","Tank10","Tank11","Tank12","Tank15","Tank16","Tank17","Tank18"
"1",2021-01-16 15:10:00,9.238,8.195,8.543,8.866,8.866,8.593,9.312,8.99,8.195,8.693,8.941,8.817,8.965,8.792,10.81,10.026
"2",2021-01-16 15:20:00,9.188,8.17,8.543,8.866,8.866,8.593,9.312,8.99,8.195,8.668,8.941,8.817,8.319,8.17,10.443,9.829
"3",2021-01-16 15:30:00,9.163,8.17,8.543,8.866,8.866,8.568,9.287,8.99,8.17,8.668,8.941,8.817,8.245,8.095,10.271,9.829
"4",2021-01-16 15:40:00,9.139,8.195,8.543,8.866,8.891,8.568,9.287,9.04,8.145,8.643,8.916,8.792,8.195,8.145,10.051,9.657
"5",2021-01-16 15:50:00,9.089,8.22,8.519,8.841,8.891,8.568,9.262,9.089,8.145,8.643,8.891,8.792,8.17,8.22,9.854,9.485
"6",2021-01-16 16:00:00,9.089,8.27,8.543,8.841,8.891,8.568,9.262,9.139,8.145,8.643,8.891,8.767,8.17,8.295,9.682,9.361
"7",2021-01-16 16:10:00,9.064,8.319,8.543,8.866,8.891,8.593,9.262,9.188,8.195,8.643,8.891,8.792,8.17,8.344,9.534,9.238
"8",2021-01-16 16:20:00,9.064,8.941,8.568,8.866,8.916,8.593,9.287,9.238,8.643,8.643,8.891,8.792,8.195,8.394,9.435,9.163
"9",2021-01-16 16:30:00,9.064,8.866,8.568,8.866,8.916,8.618,9.312,9.287,8.568,8.668,8.891,8.792,8.195,8.419,9.336,9.114
"10",2021-01-16 16:40:00,9.089,8.767,8.593,8.891,8.941,8.618,9.312,9.336,8.469,8.668,8.891,8.792,8.195,8.444,9.262,9.064
"11",2021-01-16 16:50:00,9.089,8.693,8.593,8.891,8.941,8.618,9.336,9.361,8.419,8.668,8.891,8.792,8.195,8.469,9.188,9.015
"12",2021-01-16 17:00:00,9.064,8.618,8.593,8.891,8.941,8.618,9.336,9.386,8.344,8.668,8.891,8.792,8.195,8.469,9.114,8.965
"13",2021-01-16 17:10:00,9.064,8.568,8.593,8.891,8.941,8.593,9.336,9.435,8.295,8.668,8.891,8.792,8.17,8.494,9.064,8.916
"14",2021-01-16 17:20:00,9.064,8.693,8.593,8.866,8.941,8.593,9.336,9.435,8.394,8.668,8.866,8.767,8.145,8.469,9.015,8.891
"15",2021-01-16 17:30:00,9.04,8.717,8.568,8.866,8.941,8.568,9.336,9.46,8.469,8.643,8.866,8.742,8.12,8.469,8.965,8.841
"16",2021-01-16 17:40:00,9.04,8.643,8.568,8.866,8.916,8.568,9.312,9.485,8.394,8.643,8.841,8.742,8.12,8.444,8.916,8.817
"17",2021-01-16 17:50:00,9.015,8.568,8.568,8.841,8.916,8.543,9.312,9.485,8.319,8.618,8.841,8.717,8.095,8.444,8.891,8.792
"18",2021-01-16 18:00:00,8.99,8.717,8.543,8.841,8.916,8.543,9.312,9.509,8.419,8.618,8.841,8.717,8.095,8.444,8.841,8.767
"19",2021-01-16 18:10:00,8.99,8.742,8.543,8.841,8.891,8.543,9.287,9.509,8.494,8.618,8.841,8.693,8.07,8.444,8.817,8.742
"20",2021-01-16 18:20:00,8.99,8.643,8.543,8.841,8.891,8.519,9.287,9.534,8.394,8.593,8.817,8.693,8.07,8.419,8.792,8.742
"21",2021-01-16 18:30:00,8.99,8.568,8.543,8.817,8.891,8.519,9.287,9.534,8.319,8.593,8.817,8.693,8.07,8.419,8.792,8.742
"22",2021-01-16 18:40:00,8.99,8.593,8.519,8.817,8.891,8.519,9.287,9.534,8.319,8.593,8.792,8.693,8.07,8.419,8.767,8.717
"23",2021-01-16 18:50:00,8.965,8.742,8.519,8.817,8.891,8.519,9.287,9.534,8.519,8.593,8.792,8.668,8.07,8.419,8.742,8.717
"24",2021-01-16 19:00:00,8.965,8.643,8.519,8.817,8.891,8.519,9.262,9.534,8.419,8.593,8.792,8.668,8.07,8.419,8.742,8.717
"25",2021-01-16 19:10:00,8.965,8.593,8.519,8.792,8.891,8.519,9.262,9.558,8.344,8.593,8.792,8.668,8.07,8.419,8.717,8.693
"26",2021-01-16 19:20:00,8.965,8.519,8.519,8.792,8.891,8.519,9.262,9.558,8.295,8.568,8.792,8.668,8.095,8.419,8.717,8.693
"27",2021-01-16 19:30:00,8.965,8.767,8.519,8.792,8.866,8.519,9.262,9.558,8.494,8.568,8.792,8.668,8.095,8.419,8.717,8.693
"28",2021-01-16 19:40:00,8.965,8.693,8.519,8.792,8.866,8.519,9.262,9.558,8.419,8.568,8.767,8.668,8.095,8.419,8.693,8.693
"29",2021-01-16 19:50:00,8.965,8.618,8.519,8.792,8.866,8.543,9.238,9.558,8.344,8.568,8.767,8.668,8.095,8.419,8.693,8.693
"30",2021-01-16 20:00:00,8.965,8.568,8.543,8.792,8.866,8.543,9.238,9.558,8.295,8.568,8.767,8.668,8.095,8.419,8.693,8.693
"31",2021-01-16 20:10:00,8.965,8.643,8.543,8.792,8.866,8.543,9.238,9.558,8.394,8.593,8.767,8.668,8.12,8.419,8.693,8.693
"32",2021-01-16 20:20:00,8.99,8.742,8.543,8.792,8.891,8.543,9.238,9.558,8.494,8.593,8.792,8.693,8.12,8.444,8.693,8.693
"33",2021-01-16 20:30:00,8.99,8.668,8.543,8.792,8.891,8.543,9.238,9.558,8.419,8.593,8.792,8.693,8.145,8.444,8.693,8.693
"34",2021-01-16 20:40:00,8.99,8.618,8.568,8.817,8.891,8.568,9.238,9.558,8.369,8.593,8.792,8.693,8.145,8.444,8.693,8.693
"35",2021-01-16 20:50:00,8.99,8.568,8.568,8.817,8.891,8.568,9.238,9.583,8.344,8.593,8.792,8.693,8.17,8.469,8.693,8.717
"36",2021-01-16 21:00:00,9.015,8.568,8.593,8.841,8.891,8.593,9.262,9.583,8.344,8.643,8.792,8.742,8.22,8.494,8.717,8.742
"37",2021-01-16 21:10:00,9.04,8.568,8.618,8.841,8.916,8.643,9.287,9.608,8.369,8.668,8.841,8.767,8.27,8.519,8.742,8.767
"38",2021-01-16 21:20:00,9.089,8.593,8.668,8.866,8.941,8.668,9.312,9.632,8.394,8.693,8.841,8.792,8.344,8.568,8.792,8.817
"39",2021-01-16 21:30:00,9.114,8.593,8.693,8.891,8.965,8.717,9.336,9.632,8.419,8.717,8.866,8.841,8.369,8.593,8.817,8.841
