#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,End of File
1,02/06/2021 20:00:00,4.50,1142,,,,
2,02/06/2021 20:10:00,4.42,1010,,,,
3,02/06/2021 20:20:00,4.84,861,,,,
4,02/06/2021 20:30:00,5.27,698,,,,
5,02/06/2021 20:40:00,5.62,562,,,,
6,02/06/2021 20:50:00,5.40,449,,,,
7,02/06/2021 21:00:00,5.06,390,,,,
8,02/06/2021 21:10:00,4.72,323,,,,
9,02/06/2021 21:20:00,4.46,259,,,,
10,02/06/2021 21:30:00,4.50,198,,,,
11,02/06/2021 21:40:00,4.89,133,,,,
12,02/06/2021 21:50:00,5.32,70,,,,
13,02/06/2021 22:00:00,5.53,0,,,,
14,02/06/2021 22:10:00,5.57,0,,,,
15,02/06/2021 22:20:00,5.10,0,,,,
16,02/06/2021 22:30:00,4.76,0,,,,
17,02/06/2021 22:40:00,4.50,0,,,,
18,02/06/2021 22:50:00,4.42,0,,,,
19,02/06/2021 23:00:00,4.80,0,,,,
20,02/06/2021 23:10:00,5.10,0,,,,
21,02/06/2021 23:20:00,5.45,0,,,,
22,02/06/2021 23:30:00,5.66,0,,,,
23,02/06/2021 23:40:00,5.19,0,,,,
24,02/06/2021 23:50:00,4.84,0,,,,
25,02/07/2021 00:00:00,4.46,0,,,,
26,02/07/2021 00:10:00,4.59,0,,,,
27,02/07/2021 00:20:00,4.97,0,,,,
28,02/07/2021 00:30:00,5.32,0,,,,
29,02/07/2021 00:40:00,5.62,0,,,,
30,02/07/2021 00:50:00,5.49,0,,,,
31,02/07/2021 01:00:00,5.02,0,,,,
32,02/07/2021 01:10:00,4.63,0,,,,
33,02/07/2021 01:20:00,4.37,0,,,,
34,02/07/2021 01:30:00,4.63,0,,,,
35,02/07/2021 01:40:00,5.02,0,,,,
36,02/07/2021 01:50:00,5.36,0,,,,
37,02/07/2021 02:00:00,5.66,0,,,,
38,02/07/2021 02:10:00,5.57,0,,,,
39,02/07/2021 02:20:00,5.10,0,,,,
40,02/07/2021 02:30:00,4.80,0,,,,
41,02/07/2021 02:40:00,4.50,0,,,,
42,02/07/2021 02:50:00,4.42,0,,,,
43,02/07/2021 03:00:00,4.80,0,,,,
44,02/07/2021 03:10:00,5.15,0,,,,
45,02/07/2021 03:20:00,5.49,0,,,,
46,02/07/2021 03:30:00,5.66,0,,,,
47,02/07/2021 03:40:00,5.32,0,,,,
48,02/07/2021 03:50:00,4.97,0,,,,
49,02/07/2021 04:00:00,4.67,0,,,,
50,02/07/2021 04:10:00,4.42,0,,,,
51,02/07/2021 04:20:00,4.33,0,,,,
52,02/07/2021 04:30:00,4.72,0,,,,
53,02/07/2021 04:40:00,5.19,0,,,,
54,02/07/2021 04:50:00,5.62,0,,,,
55,02/07/2021 05:00:00,5.40,0,,,,
56,02/07/2021 05:10:00,4.97,0,,,,
57,02/07/2021 05:20:00,4.76,0,,,,
58,02/07/2021 05:30:00,4.59,0,,,,
59,02/07/2021 05:40:00,4.46,0,,,,
60,02/07/2021 05:50:00,4.37,0,,,,
61,02/07/2021 06:00:00,4.59,0,,,,
62,02/07/2021 06:10:00,5.15,58,,,,
63,02/07/2021 06:20:00,5.66,121,,,,
64,02/07/2021 06:30:00,5.45,186,,,,
65,02/07/2021 06:40:00,5.10,248,,,,
66,02/07/2021 06:50:00,4.84,318,,,,
67,02/07/2021 07:00:00,4.63,384,,,,
68,02/07/2021 07:10:00,4.46,451,,,,
69,02/07/2021 07:20:00,4.33,557,,,,
70,02/07/2021 07:30:00,4.63,720,,,,
71,02/07/2021 07:40:00,5.19,882,,,,
72,02/07/2021 07:50:00,5.57,1000,,,,
73,02/07/2021 08:00:00,5.53,1135,,,,
74,02/07/2021 08:10:00,5.15,1291,,,,
75,02/07/2021 08:20:00,4.93,1414,,,,
76,02/07/2021 08:30:00,4.67,1551,,,,
77,02/07/2021 08:40:00,4.50,1695,,,,
78,02/07/2021 08:50:00,4.46,1850,,,,
79,02/07/2021 09:00:00,4.97,1981,,,,
80,02/07/2021 09:10:00,5.40,2115,,,,
81,02/07/2021 09:20:00,5.70,2245,,,,
82,02/07/2021 09:30:00,5.49,2356,,,,
83,02/07/2021 09:40:00,5.10,2455,,,,
84,02/07/2021 09:50:00,4.84,2564,,,,
85,02/07/2021 10:00:00,4.59,2664,,,,
86,02/07/2021 10:10:00,4.50,2697,,,,
87,02/07/2021 10:20:00,4.67,2726,,,,
88,02/07/2021 10:30:00,5.15,2738,,,,
89,02/07/2021 10:40:00,5.49,2728,,,,
90,02/07/2021 10:50:00,5.66,2729,,,,
91,02/07/2021 11:00:00,5.27,2758,,,,
92,02/07/2021 11:10:00,4.89,2780,,,,
93,02/07/2021 11:20:00,4.63,2788,,,,
94,02/07/2021 11:30:00,4.42,2787,,,,
95,02/07/2021 11:40:00,4.84,2796,,,,
96,02/07/2021 11:50:00,5.27,2789,,,,
97,02/07/2021 12:00:00,5.57,2787,,,,
98,02/07/2021 12:10:00,5.70,2788,,,,
99,02/07/2021 12:20:00,5.23,2784,,,,
100,02/07/2021 12:30:00,4.89,2788,,,,
101,02/07/2021 12:40:00,4.72,2788,,,,
102,02/07/2021 12:50:00,4.54,2790,,,,
103,02/07/2021 13:00:00,4.46,2794,,,,
104,02/07/2021 13:10:00,4.37,2796,,,,
105,02/07/2021 13:20:00,4.33,2790,,,,
106,02/07/2021 13:30:00,4.50,2796,,,,
107,02/07/2021 13:40:00,4.84,2788,,,,
108,02/07/2021 13:50:00,5.23,2790,,,,
109,02/07/2021 14:00:00,5.53,2794,,,,
110,02/07/2021 14:10:00,5.70,2793,,,,
111,02/07/2021 14:20:00,5.32,2796,,,,
112,02/07/2021 14:30:00,5.02,2781,,,,
113,02/07/2021 14:40:00,4.72,2787,,,,
114,02/07/2021 14:50:00,4.54,2788,,,,
