#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,End of File
1,02/06/2021 20:00:00,8.79,1235,,,,
2,02/06/2021 20:10:00,8.75,1105,,,,
3,02/06/2021 20:20:00,8.58,941,,,,
4,02/06/2021 20:30:00,8.79,780,,,,
5,02/06/2021 20:40:00,8.75,634,,,,
6,02/06/2021 20:50:00,8.66,626,,,,
7,02/06/2021 21:00:00,8.62,538,,,,
8,02/06/2021 21:10:00,8.79,452,,,,
9,02/06/2021 21:20:00,8.71,359,,,,
10,02/06/2021 21:30:00,8.62,269,,,,
11,02/06/2021 21:40:00,8.79,186,,,,
12,02/06/2021 21:50:00,8.66,93,,,,
13,02/06/2021 22:00:00,8.53,0,,,,
14,02/06/2021 22:10:00,8.79,0,,,,
15,02/06/2021 22:20:00,8.66,0,,,,
16,02/06/2021 22:30:00,8.53,0,,,,
17,02/06/2021 22:40:00,8.75,0,,,,
18,02/06/2021 22:50:00,8.66,0,,,,
19,02/06/2021 23:00:00,8.58,0,,,,
20,02/06/2021 23:10:00,8.71,0,,,,
21,02/06/2021 23:20:00,8.62,0,,,,
22,02/06/2021 23:30:00,8.75,0,,,,
23,02/06/2021 23:40:00,8.79,0,,,,
24,02/06/2021 23:50:00,8.62,0,,,,
25,02/07/2021 00:00:00,8.75,0,,,,
26,02/07/2021 00:10:00,8.71,0,,,,
27,02/07/2021 00:20:00,8.58,0,,,,
28,02/07/2021 00:30:00,8.75,0,,,,
29,02/07/2021 00:40:00,8.66,0,,,,
30,02/07/2021 00:50:00,8.53,0,,,,
31,02/07/2021 01:00:00,8.79,0,,,,
32,02/07/2021 01:10:00,8.66,0,,,,
33,02/07/2021 01:20:00,8.58,0,,,,
34,02/07/2021 01:30:00,8.79,0,,,,
35,02/07/2021 01:40:00,8.62,0,,,,
36,02/07/2021 01:50:00,8.58,0,,,,
37,02/07/2021 02:00:00,8.71,0,,,,
38,02/07/2021 02:10:00,8.62,0,,,,
39,02/07/2021 02:20:00,8.71,0,,,,
40,02/07/2021 02:30:00,8.75,0,,,,
41,02/07/2021 02:40:00,8.62,0,,,,
42,02/07/2021 02:50:00,8.58,0,,,,
43,02/07/2021 03:00:00,8.75,0,,,,
44,02/07/2021 03:10:00,8.58,0,,,,
45,02/07/2021 03:20:00,8.62,0,,,,
46,02/07/2021 03:30:00,8.75,0,,,,
47,02/07/2021 03:40:00,8.66,0,,,,
48,02/07/2021 03:50:00,8.58,0,,,,
49,02/07/2021 04:00:00,8.71,0,,,,
50,02/07/2021 04:10:00,8.71,0,,,,
51,02/07/2021 04:20:00,8.66,0,,,,
52,02/07/2021 04:30:00,8.58,0,,,,
53,02/07/2021 04:40:00,8.79,0,,,,
54,02/07/2021 04:50:00,8.71,0,,,,
55,02/07/2021 05:00:00,8.66,0,,,,
56,02/07/2021 05:10:00,8.58,0,,,,
57,02/07/2021 05:20:00,8.75,0,,,,
58,02/07/2021 05:30:00,8.66,0,,,,
59,02/07/2021 05:40:00,8.66,0,,,,
60,02/07/2021 05:50:00,8.62,0,,,,
61,02/07/2021 06:00:00,8.53,0,,,,
62,02/07/2021 06:10:00,8.79,75,,,,
63,02/07/2021 06:20:00,8.75,167,,,,
64,02/07/2021 06:30:00,8.71,257,,,,
65,02/07/2021 06:40:00,8.66,336,,,,
66,02/07/2021 06:50:00,8.58,430,,,,
67,02/07/2021 07:00:00,8.79,524,,,,
68,02/07/2021 07:10:00,8.79,601,,,,
69,02/07/2021 07:20:00,8.71,694,,,,
70,02/07/2021 07:30:00,8.66,838,,,,
71,02/07/2021 07:40:00,8.79,986,,,,
72,02/07/2021 07:50:00,8.71,1090,,,,
73,02/07/2021 08:00:00,8.71,1223,,,,
74,02/07/2021 08:10:00,8.62,1437,,,,
75,02/07/2021 08:20:00,8.75,1543,,,,
76,02/07/2021 08:30:00,8.79,1704,,,,
77,02/07/2021 08:40:00,8.75,1837,,,,
