"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"evm.TU.chromosome_9.489",11.1773846423865,-20.413312927417,4.95262368225716,-4.12171693976024,3.76059101702329e-05,0.0198140573868633,160,0,0,0,16,0,195,0,0,0,0,56,0,0,0,0,0,0,0
"evm.TU.chromosome_6.1548",13.5203016109897,39.0553055674007,4.91932584097768,7.93915809399579,2.03558185077489e-15,9.47393719714812e-12,0,0,0,0,0,43,0,8,0,0,0,0,44,0,0,154,183,0,0
"evm.TU.chromosome_11.2778",13.6127037382537,-21.203904938417,4.94917994521583,-4.28432693357897,1.83293220411391e-05,0.0111270938695393,133,0,0,0,0,0,154,0,0,0,0,0,1,0,16,0,0,18,0
"evm.TU.chromosome_14.6115",51.3076956373732,-23.8492545501379,3.84520495401609,-6.20233637357322,5.56310132307956e-10,8.17629497089456e-07,506,334,111,0,0,53,52,0,515,0,0,134,301,0,0,0,0,0,0
"evm.TU.chromosome_10.3220",56.9282521541831,-19.9038461079598,4.96427712853429,-4.00941478338387,6.08694144640831e-05,0.029149501848998,0,0,37,0,0,0,0,69,59,0,0,106,0,1441,0,0,0,0,0
"evm.TU.chromosome_8.1460",64.0327802875531,-23.5198461035191,3.62833181737675,-6.48227540570524,9.03495214021342e-11,1.57688149072162e-07,0,13,21,0,0,146,14,249,0,0,0,0,9,0,65,0,4,73,0
"evm.TU.chromosome_7.983",26.8079582265166,-19.4333195107004,4.99394992393084,-3.89137252209451,9.96787557965211e-05,0.0448956331551266,0,289,0,0,45,0,0,0,22,0,0,0,0,0,123,0,0,0,0
"evm.TU.chromosome_6.1043",47.1561270785845,23.5806906697093,4.32333608100072,5.4542811911701,4.91713403482766e-08,5.4924387169025e-05,0,221,0,0,0,0,114,0,0,359,240,0,0,333,0,188,205,0,0
"evm.TU.chromosome_10.3111",35.0363215324203,-7.69830969252428,1.48450107894102,-5.18578922018427,2.15101983342648e-07,0.000200224096161448,124,24,95,0,13,56,69,0,113,0,35,35,51,69,19,0,182,15,6
"evm.TU.chromosome_14.4959",25.778999582072,8.28337806419272,1.80351512746868,4.59290744947555,4.37112949927585e-06,0.00321220503334943,0,102,30,25,15,55,44,0,0,59,4,13,15,75,4,0,8,0,0
"evm.TU.chromosome_10.2078",21.947446785545,-37.1822211376338,4.95084849404676,-7.51027246791013,5.90044254159297e-14,1.83077619971093e-10,0,0,56,0,0,0,0,33,0,0,69,0,0,0,0,0,206,0,19
"evm.TU.chromosome_8.1515",123.244527897143,-9.0742188759233,1.95914742007809,-4.63171825811945,3.62643428424368e-06,0.00281300492743069,176,770,121,0,90,537,624,32,481,0,4,13,579,23,126,0,0,54,0
"evm.TU.chromosome_4.1032",42.6497828995579,20.3887675072764,4.43621185700368,4.59598598184341,4.30707656663183e-06,0.00321220503334943,0,197,0,0,224,0,15,0,0,66,219,97,0,0,68,0,0,0,0
"evm.TU.chromosome_12.3294",44.6100594873494,8.60300129131368,1.63672699583383,5.25622251799596,1.47044362196826e-07,0.000141593579805048,0,8,25,19,0,468,0,6,0,25,32,10,121,10,39,252,36,0,0
