"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"evm.TU.chromosome_10.779",37.9147334442361,0.475511377350635,1.08977979094104,0.436337121777624,0.662592152284008,1
"evm.TU.chromosome_10.776",14.6412983434812,1.9568444635375,1.10085479589477,1.77756818686244,0.0754748026219834,0.676332522633779
"evm.TU.chromosome_10.774",24.4036017561474,0.756628893984483,1.05167523640583,0.719451088883973,0.471863028293012,0.995864130315473
"evm.TU.chromosome_10.773",25.671449954441,-1.12570090525225,1.14988404230657,-0.97896906456254,0.327595265021709,0.95077548949742
"evm.TU.chromosome_10.772",50.616024172351,1.05433538523589,0.717529361968748,1.46939685136093,0.141725180851306,0.81179864811962
"evm.TU.chromosome_10.771",56.9964011046902,1.72523656779818,0.762586003499352,2.26235016100665,0.0236757775697993,0.452958277188306
"evm.TU.chromosome_10.770",40.2547265791571,0.034773270568192,0.906055193667708,0.0383787553023453,0.969385699313679,1
"evm.TU.chromosome_14.6067",8.00990734751424,0.760322965799615,1.73022314996944,0.43943636161211,0.660345384166634,1
"evm.TU.chromosome_14.6062",5.31959336644896,0.0781640741116513,2.67683379647432,0.029200196969495,0.976704924142911,NA
"evm.TU.chromosome_11.1878",429.076078886465,0.913731145138961,0.690524102517123,1.32324294229296,0.185754599611408,0.864224305814842
"evm.TU.chromosome_14.6068",8.19055744504812,1.64851416628689,2.02987235835278,0.812127008628584,0.416718756896938,0.984608843136606
"evm.TU.chromosome_9.2634",7.648870183557,-0.637346022340435,1.89842230317981,-0.335724049002636,0.737078968879513,1
"evm.TU.chromosome_8.389",6.79138063920132,-0.0995183539405237,1.37543671588195,-0.0723540042165524,0.942320188124119,1
"evm.TU.chromosome_9.2630",6.41499340386458,0.070066991597702,1.67247808371124,0.0418941164491812,0.966583106675418,1
"evm.TU.chromosome_9.2631",237.842518002664,0.406814498762169,0.474131178351387,0.858020980979807,0.390880878162844,0.977355259795603
"evm.TU.chromosome_9.2632",86.3790456372205,-0.808292394490275,0.645260408887442,-1.25266076045783,0.210329192122736,0.885104906356318
"evm.TU.chromosome_8.383",106.106104192727,0.174696036212759,0.813367768721537,0.214781114928304,0.82993797739943,1
"evm.TU.chromosome_8.380",13.0103294921119,2.76830904983342,1.5173207860338,1.82447184228567,0.0680807694737689,0.657905874843896
"evm.TU.chromosome_8.381",11.5598518465192,0.139306365308563,2.1551240792459,0.0646396031904151,0.948460951842327,1
"evm.TU.chromosome_8.386",11.1087780881987,0.723946552452855,1.07203196316909,0.675303141440635,0.499483188473686,1
"evm.TU.chromosome_9.2639",9.13025072885583,-1.40302030790415,1.81760976197753,-0.771904034217821,0.440171267787049,0.988106359577064
"evm.TU.chromosome_8.384",799.745098078056,0.738408781735645,0.532596869138399,1.38643094716309,0.165615352112957,0.844690830384207
"evm.TU.chromosome_8.2624",57.584978654171,0.403442241104174,0.861579280379859,0.468258987061878,0.639599393814909,1
"evm.TU.chromosome_8.2625",87.0248406592142,-0.518166570006287,0.739898798628344,-0.700320869512001,0.483726941417623,0.997051020101976
"evm.TU.chromosome_8.2626",13.2372294949676,-0.119007594523756,1.96177955943495,-0.0606630821242903,0.951627533703083,1
"evm.TU.chromosome_8.2627",121.613443081025,-1.2116984998504,0.747801146649511,-1.62034854490309,0.105157426363833,0.744368309366091
"evm.TU.chromosome_8.2621",55.410134311154,-0.00526102807681897,0.825022744265394,-0.00637682792794207,0.994912061932019,1
"evm.TU.chromosome_8.2622",54.8509335523733,-0.160261808814627,0.592844110362026,-0.27032706577242,0.7869086447372,1
"evm.TU.chromosome_8.2623",149.242780404249,0.0831815560809381,0.704246599568535,0.118114245964269,0.905977135820398,1
"evm.TU.chromosome_8.2628",91.4295658336351,-0.205402199964507,0.943128922192875,-0.217788040564937,0.827594263160474,1
"evm.TU.chromosome_8.2629",59.1629634306865,1.2998195607325,0.643212109386495,2.02082569927405,0.0432978114963017,0.570927472349491
"evm.TU.chromosome_6.2018",6.95344606392311,1.51474193266094,1.75597272438271,0.862622700015705,0.388344945406443,0.977052355187135
"evm.TU.chromosome_6.2013",14.2263154668508,0.383908573444467,1.51907081961445,0.252725921982956,0.800480015139899,1
"evm.TU.chromosome_5.2397",35.7125469192777,-1.12128403128258,1.18536695988691,-0.945938320559864,0.344180046654227,0.960136183065131
"evm.TU.chromosome_2.1948",20.1812239651451,1.52512198417852,1.41312726802484,1.07925309962366,0.280474914292977,0.930906020177787
"evm.TU.chromosome_2.1949",13.8742748602969,3.63985005786021,1.29637064194286,2.80772330080322,0.00498930757615981,0.234633179654716
"evm.TU.chromosome_5.2396",239.591920846051,-0.670159626359124,0.616622215006957,-1.08682368239289,0.277114739377643,0.930906020177787
"evm.TU.chromosome_2.1942",69.304644340346,-0.0294543512563724,0.943795619723551,-0.0312084000400424,0.975103340915522,1
"evm.TU.chromosome_2.1941",30.6776386689491,-0.468014658379305,1.00951319856888,-0.46360429862906,0.642931274015463,1
"evm.TU.chromosome_2.1946",262.297439531627,0.263696045293072,0.555960989436019,0.474306741486614,0.635281184842944,1
"evm.TU.chromosome_2.1947",21.6306487334341,-0.487810838564847,1.22942290637729,-0.396780339811846,0.691529449778995,1
"evm.TU.chromosome_5.2394",15.67361548977,1.45387919181563,1.58981942290324,0.914493288275872,0.360457702987884,0.968429200290419
"evm.TU.chromosome_5.2393",285.374372074246,-0.846748979870321,0.50321374918839,-1.68268252057104,0.0924365672681871,0.717483630015619
"evm.TU.chromosome_5.2392",61.3592935289705,0.288880738515815,0.736869395313741,0.392037911131886,0.695030202334066,1
