"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"evm.TU.chromosome_10.779",37.9147334442361,1.48800968129575,1.08416747857354,1.37249060749687,0.169910760827882,1
"evm.TU.chromosome_10.776",14.6412983434812,2.52839908163764,1.0938017736316,2.31156974013943,0.0208014057994991,0.627358693549724
"evm.TU.chromosome_10.774",24.4036017561474,-0.186675188652555,1.05823295536111,-0.176402736001408,0.85997755535308,1
"evm.TU.chromosome_10.773",25.671449954441,-0.179289032094342,1.1425367633878,-0.156921893316344,0.875306405245347,1
"evm.TU.chromosome_10.772",50.616024172351,0.469576971780377,0.719763495774655,0.652404539181289,0.51414023687484,1
"evm.TU.chromosome_10.771",56.9964011046902,1.0131592977429,0.76465399544386,1.32499052353056,0.185174294428288,1
"evm.TU.chromosome_10.770",40.2547265791571,0.602840508852974,0.901655707012022,0.668592794527652,0.503755270203504,1
"evm.TU.chromosome_14.6067",8.00990734751424,0.762935090143052,1.72856746894013,0.441368418561553,0.658946301754712,1
"evm.TU.chromosome_14.6062",5.31959336644896,2.69462527595093,2.63425076448469,1.02291904486855,0.306346124018318,NA
"evm.TU.chromosome_11.1878",429.076078886465,0.215727865742632,0.690854062122205,0.312262571171611,0.75484098270856,1
"evm.TU.chromosome_14.6068",8.19055744504812,1.241281757916,2.03249603368668,0.61071792384484,0.541386337893178,1
"evm.TU.chromosome_9.2634",7.648870183557,-0.75305818990073,1.89845792118564,-0.396668359881489,0.691612035203322,1
"evm.TU.chromosome_8.389",6.79138063920132,1.31342123463491,1.34112012374893,0.979346451802851,0.32740882575986,1
"evm.TU.chromosome_9.2630",6.41499340386458,0.54956229015374,1.66200100544437,0.330663031101358,0.740899029762153,1
"evm.TU.chromosome_9.2631",237.842518002664,-0.0819928340278818,0.47479320958162,-0.172691673708081,0.862893788880274,1
"evm.TU.chromosome_9.2632",86.3790456372205,-0.273301253580429,0.642624520650798,-0.425289177113335,0.670625882283355,1
"evm.TU.chromosome_8.383",106.106104192727,-0.144083371831002,0.813760425844096,-0.177058710715193,0.859462273520947,1
"evm.TU.chromosome_8.380",13.0103294921119,-0.836102337268382,1.56153387823592,-0.535436565880296,0.592348010778989,1
"evm.TU.chromosome_8.381",11.5598518465192,0.957984694565791,2.14838156724365,0.445909939450315,0.655662302219664,1
"evm.TU.chromosome_8.386",11.1087780881987,0.190641228932295,1.0765734977497,0.17708148057776,0.859444388392003,1
"evm.TU.chromosome_9.2639",9.13025072885583,-0.646372197804062,1.80453551142109,-0.358193116019667,0.720198798561165,1
"evm.TU.chromosome_8.384",799.745098078056,0.0444128484209352,0.532843992085531,0.0833505661706065,0.933572794149418,1
"evm.TU.chromosome_8.2624",57.584978654171,0.787845272405459,0.859981270220034,0.916119105947368,0.359604427837854,1
"evm.TU.chromosome_8.2625",87.0248406592142,-0.243585587246525,0.738523890526251,-0.329827633704514,0.741530206028298,1
"evm.TU.chromosome_8.2626",13.2372294949676,-1.2805890079099,1.96961551016078,-0.650172077394622,0.515581075343893,1
"evm.TU.chromosome_8.2627",121.613443081025,-0.00498282791675874,0.74393980848989,-0.0066978912270783,0.994655895957648,1
"evm.TU.chromosome_8.2621",55.410134311154,-0.109467748243472,0.825021905157361,-0.132684656685077,0.894442777756946,1
"evm.TU.chromosome_8.2622",54.8509335523733,0.0589614761066487,0.59091357055765,0.0997802031369939,0.920518825211651,1
"evm.TU.chromosome_8.2623",149.242780404249,0.710380672016238,0.702788192632866,1.01080336787522,0.312110550881212,1
"evm.TU.chromosome_8.2628",91.4295658336351,0.390032027692036,0.94136549853838,0.414325815315754,0.678635510320995,1
"evm.TU.chromosome_8.2629",59.1629634306865,-0.229756594669218,0.64984900482712,-0.353553814751691,0.723673291906739,1
"evm.TU.chromosome_6.2018",6.95344606392311,2.33902836047238,1.7435496347583,1.34153241975049,0.179747651137122,1
"evm.TU.chromosome_6.2013",14.2263154668508,3.41252264176922,1.48160827658996,2.30325565514753,0.0212644630814003,0.633159232907528
"evm.TU.chromosome_5.2397",35.7125469192777,-0.838154047390978,1.18334061116193,-0.708294838768348,0.478762181561496,1
"evm.TU.chromosome_2.1948",20.1812239651451,0.147057417736542,1.42012143277991,0.103552706368691,0.917524320653821,1
"evm.TU.chromosome_2.1949",13.8742748602969,3.33800550134013,1.29761795837218,2.57241006862108,0.010099319051293,0.46148466199936
"evm.TU.chromosome_5.2396",239.591920846051,-0.043107264279437,0.615530415105319,-0.0700327119855827,0.944167623148204,1
"evm.TU.chromosome_2.1942",69.304644340346,0.68037741076277,0.941405367718018,0.722725229846539,0.469848711858625,1
"evm.TU.chromosome_2.1941",30.6776386689491,1.1576562040828,1.00047802527194,1.15710307956853,0.247230248643945,1
"evm.TU.chromosome_2.1946",262.297439531627,0.211251337931106,0.555903179643328,0.38001462424922,0.703934559488177,1
"evm.TU.chromosome_2.1947",21.6306487334341,-0.691935249149922,1.23019244829722,-0.562460979261959,0.573801982322179,1
"evm.TU.chromosome_5.2394",15.67361548977,3.41570401184097,1.5721997927635,2.17256358101733,0.0298131794194013,0.702095450569077
"evm.TU.chromosome_5.2393",285.374372074246,-0.222322660437503,0.50205558445012,-0.442824793356303,0.657892468534635,1
"evm.TU.chromosome_5.2392",61.3592935289705,0.146568450981105,0.737018511886623,0.198866715852114,0.842367006357891,1
"evm.TU.chromosome_10.199",340.971529685964,-0.552678194662658,0.942120274699304,-0.586632311717372,0.557450676886737,1
"evm.TU.chromosome_10.198",603.215221662158,-0.647402123253146,0.695587583365077,-0.930726969163507,0.351994815383243,1
